metadata_decision,crawl_rescue,review_reason,score,title,source,date,url,query_family,query_id,product_hits,adulteration_hits,enforcement_hits,india_hits,exclude_hits,query_used
confirm_metadata_drop,0,no edible-oil product signal,4,No deal with Iran to release seized oil tankers: India,rediff.com,2026-03-17,https://www.rediff.com/news/report/no-deal-with-iran-to-release-seized-oil-tankers-india/20260317.htm,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"No licence, two Noida meat shops fined Rs 1.8 lakh each",indiatimes.com,2025-02-07,https://timesofindia.indiatimes.com/city/noida/no-licence-two-noida-meat-shops-fined-rs-1-8-lakh-each/articleshow/118013119.cms,boolean,boolean_named_oils_fraud,,,fine,india; noida,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Noida expands food safety inspection ahead of Holi,hindustantimes.com,2026-02-26,https://www.hindustantimes.com/cities/noida-news/noida-expands-food-safety-inspection-ahead-of-holi-101772047234259.html,boolean,boolean_named_oils_fraud,,,food safety; inspection,indian_source; noida,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Not to worry, âIâm fineâ: Detained merchant navy officer speaks to parents after 18 days",indiatimes.com,2026-01-31,https://timesofindia.indiatimes.com/city/shimla/im-fine-detained-merchant-navy-officer-speaks-to-parents-after-18-days/articleshow/127809423.cms,proximity,proximity_oil_seized,,,fine,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Not to worry, âIâm fineâ: Detained merchant navy officer speaks to parents after 18 days",indiatimes.com,2026-01-31,https://timesofindia.indiatimes.com/city/chandigarh/im-fine-detained-merchant-navy-officer-speaks-to-parents-after-18-days/articleshow/127809423.cms,proximity,proximity_oil_seized,,,fine,chandigarh; india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Notice served on 85 eateries for violating food safety laws,newindianexpress.com,2021-08-28,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/aug/28/notice-served-on-85-eateries-for-violating-food-safety-laws-2350724.html,boolean,boolean_core_oils_fraud,,,food safety,india; indian_source; thiruvananthapuram,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"ON CAM: U.S military storms Guyanese-flagged tanker Veronica, blocks Venezuelan oil in pre-dawn raid",indiatimes.com,2026-01-15,https://economictimes.indiatimes.com/news/videos/on-cam-u-s-military-storms-guyanese-flagged-tanker-veronica-blocks-venezuelan-oil-in-pre-dawn-raid/videoshow/126550607.cms,proximity,proximity_oil_seized,,,raid,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Odisha Police Bust Hashish Oil Manufacturing Operation,rediff.com,2026-05-03,https://www.rediff.com/news/report/odisha-police-seizes-hashish-oil-chemicals/20260503.htm,proximity,proximity_oil_seized,,,seize,odisha,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Oil Tanker Suspected of Liquor Smuggling Seized Near Assam–Nagaland Border,sentinelassam.com,2026-06-15,https://www.sentinelassam.com/north-east-india-news/assam-news/oil-tanker-suspected-of-liquor-smuggling-seized-near-assamnagaland-border,proximity,proximity_oil_seized,,,seize; seized,assam; india; indian_source; nagaland,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Oil War Explodes: Iran Releases New Video Of Seized Tanker, Crew Detained",indiatimes.com,2025-12-26,https://timesofindia.indiatimes.com/videos/international/oil-war-explodes-iran-releases-new-video-of-seized-tanker-crew-detained/videoshow/126189558.cms,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Oil repackaging units on FSSAI radar; team swoops on hotels near Charminar,thehansindia.com,2024-05-31,https://www.thehansindia.com/telangana/oil-repackaging-units-on-fssai-radar-team-swoops-on-hotels-near-charminar-881950,proximity,proximity_oil_food_safety,,,fssai,fssai; india; indian_source; telangana,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Oil tanker seized near Assam–Nagaland border over suspected liquor smuggling,sentinelassam.com,2026-06-16,https://www.sentinelassam.com/north-east-india-news/assam-news/oil-tanker-seized-near-assamnagaland-border-over-suspected-liquor-smuggling,proximity,proximity_oil_seized,,,seize; seized,assam; india; indian_source; nagaland,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Oil’s not well? Food safety teams smell fraud,thehindu.com,2022-04-04,https://www.thehindu.com/news/cities/Hyderabad/oils-not-well-food-safety-teams-smell-fraud/article65290089.ece,boolean,boolean_core_oils_fraud,,,food safety,hyderabad; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Operation Chakravyuh: DRI seizes 24 kg of narcotics in Kerala,thehindu.com,2026-05-30,https://www.thehindu.com/news/national/kerala/operation-chakravyuh-dri-seizes-24-kg-of-narcotics-in-kerala/article71040964.ece,proximity,proximity_oil_seized,,,seize,indian_source; kerala,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Operation Toofan: Police seize 60 vials of heroin during raids in Perumbavoor, 12 in custody",indiatimes.com,2026-06-14,https://timesofindia.indiatimes.com/city/kochi/operation-toofan-police-seize-60-vials-of-heroin-during-raids-in-perumbavoor-12-in-custody/articleshow/131725109.cms,proximity,proximity_oil_seized,,,raid; raids; seize,india; kochi,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Operation Toofan: rural police seize 60 kg of suspected ganja in two weeks,thehindu.com,2026-06-13,https://www.thehindu.com/news/national/kerala/operation-toofan-rural-police-seize-60-kg-of-suspected-ganja-in-two-weeks/article71097876.ece,proximity,proximity_oil_seized,,,seize,indian_source; kerala,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Over 24 Kg Of Drugs Seized In Kerala, Five Arrested",rediff.com,2026-05-30,https://www.rediff.com/news/report/dri-seizes-narcotic-drugs-in-kerala-arrests-five/20260530.htm,proximity,proximity_oil_seized,,,seize; seized,kerala,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Over 3,000 Cases, Arrests in Ernakulam Rural District Police Crackdown on Drug Activities",deccanchronicle.com,2025-10-18,https://www.deccanchronicle.com/news/over-3000-cases-arrests-in-ernakulam-rural-district-police-crackdown-on-drug-activities-1911076,proximity,proximity_oil_seized,,,crackdown,indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Over 390 LPG cylinders seized from godown in Sambhajinagar,indiatimes.com,2026-03-19,https://timesofindia.indiatimes.com/city/aurangabad/over-390-lpg-cylinders-seized-from-godown-in-sambhajinagar/articleshow/129684539.cms,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Over half of city’s eateries lack food safety licence,thehindu.com,2021-04-13,https://www.thehindu.com/news/cities/Thiruvananthapuram/over-half-of-citys-eateries-lack-food-safety-licence/article34312285.ece,boolean,boolean_core_oils_fraud,,,food safety,indian_source; thiruvananthapuram,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Partly open Delhi-Mumbai e-way used to smuggle liquor into Gujarat; IMFL worth Rs 10 crore seized in 3 months,indianexpress.com,2025-12-17,https://indianexpress.com/article/cities/ahmedabad/partly-open-delhi-mumbai-e-way-used-as-safe-route-to-smuggle-liquor-into-gujarat-imfl-worth-rs-10-crore-seized-in-3-months-10424853/,proximity,proximity_oil_seized,,,seize; seized,delhi; gujarat; india; indian_source; mumbai,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Police Seize over Rs 10 Lakh Worth Contraband, Arrest Eight Persons",deccanchronicle.com,2026-01-20,https://www.deccanchronicle.com/southern-states/telangana/police-seize-over-rs-10-lakh-worth-contraband-arrest-eight-persons-1931607,proximity,proximity_oil_seized,,,seize,indian_source; telangana,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Police arrest eight in Varanasi for oil theft and seize tankers,indiatimes.com,2025-09-26,https://timesofindia.indiatimes.com/city/varanasi/police-arrest-eight-for-oil-theft-and-seize-tankers-in-varanasi/articleshow/124154517.cms,proximity,proximity_oil_seized,,,seize,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Poor quality oil found in kits distributed among tribes, fine of ₹7 lakh imposed on company",thehindu.com,2024-09-05,https://www.thehindu.com/news/national/kerala/poor-quality-oil-found-in-kits-distributed-among-tribes-fine-of-7-lakh-imposed-on-company/article68609646.ece,boolean,boolean_named_oils_fraud,,,fine,indian_source; kerala,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Poor regulation plagues food safety,tribuneindia.com,2024-05-02,https://www.tribuneindia.com/news/comment/poor-regulation-plagues-food-safety-616783,boolean,boolean_core_oils_fraud,,,food safety,india; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal | no India/source signal,4,Puneeth Rajkumar&#039;s doctor Devi Shetty slams a fake WhatsApp message being circulated in his name,pinkvilla.com,2021-12-07,https://www.pinkvilla.com/entertainment/south/puneeth-rajkumars-doctor-devi-shetty-slams-fake-whatsapp-message-being-circulated-his-name-960188,boolean,boolean_named_oils_fraud,,fake,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests",indiatimes.com,2025-09-29,https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articleshow/124199612.cms,boolean,boolean_named_oils_fraud,,,raid; raids; sample; samples; seize; seized,india,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Rajasthan: Food Safety Department To Launch Special Drive For Prasad Quality Check In Temples After Tirupati Laddu Controversy,freepressjournal.in,2024-09-21,https://www.freepressjournal.in/india/rajasthan-food-safety-department-to-launch-special-drive-for-prasad-quality-check-in-temples-after-tirupati-laddu-controversy,proximity,proximity_oil_food_safety,,,food safety; food safety department,food safety department; india; indian_source; rajasthan,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Restaurant Inspections Reveal Problems With Hygiene And Food Storage In Hyderabad's Kacheguda Area,ndtv.com,2024-12-19,https://www.ndtv.com/food/hyderabad-restaurant-raids-problems-with-hygiene-and-food-storage-flagged-in-kacheguda-7283535,proximity,proximity_oil_food_safety,,,inspection; raid; raids,hyderabad; indian_source,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Rs 225 Crore Worth Hashish Oil, Ganja Seized in Odisha",deccanchronicle.com,2026-02-26,https://www.deccanchronicle.com/nation/rs-225-crore-worth-hashish-oil-ganja-seized-in-odisha-1940105,proximity,proximity_oil_seized,,,seize; seized,indian_source; odisha,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Rs 300 Crore Black Income Found After Raids on Tamil Nadu Poultry Farming Group,news18.com,2021-11-02,https://www.news18.com/news/india/rs-300-crore-black-income-found-after-raids-on-tamil-nadu-poultry-farming-group-4394447.html,proximity,proximity_edible_oil_seized,,,raid; raids,india; indian_source; tamil nadu,,"(""edible oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Rs 300-crore black income found after raids on TN poultry farming group,indiatimes.com,2021-11-02,https://economictimes.indiatimes.com/news/india/rs-300-crore-black-income-found-after-raids-on-tn-poultry-farming-group/articleshow/87484389.cms,proximity,proximity_edible_oil_seized,,,raid; raids,india,,"(""edible oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Rs 38 lakh worth dry ganja seized, 9 arrested in Anakapalli district",indiatimes.com,2025-05-30,https://timesofindia.indiatimes.com/city/vijayawada/rs-38-lakh-worth-dry-ganja-seized-9-arrested-in-anakapalli-district/articleshow/121503201.cms,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Rs 6 crore cash, gold seized from 'secret room' in tax raids on Kanpur company",indiatoday.in,2023-10-06,https://www.indiatoday.in/india/story/cash-gold-seized-secret-room-tax-raids-kanpur-company-2445481-2023-10-06?utm_source=rss,boolean,boolean_core_oils_fraud,,,raid; raids; seize; seized,india; indian_source; kanpur,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Seeds, fertilizers, pesticides worth about ₹80 lakh seized in vigilance raids",thehindu.com,2022-05-18,https://www.thehindu.com/news/national/andhra-pradesh/seeds-fertilizers-pesticides-worth-about-80-lakh-seized-in-vigilance-raids/article65426710.ece,boolean,boolean_core_oils_fraud,,,raid; raids; seize; seized,andhra; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Seized narcotics substance worth over Rs 5.21 crore destroyed in Visakhapatnam; DGP links ganja smugglers to terrorists,indiatimes.com,2025-11-02,https://timesofindia.indiatimes.com/city/visakhapatnam/seized-narcotics-substance-worth-over-rs-5-21-crore-destroyed-in-visakhapatnam-dgp-links-ganja-smugglers-to-terrorists/articleshow/125031934.cms,proximity,proximity_oil_seized,,,seize; seized,india; patna,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Seized narcotics worth Rs 5 crore destroyed in Vizag,indiatimes.com,2025-11-03,https://timesofindia.indiatimes.com/city/vijayawada/seized-narcotics-worth-rs-5-crore-destroyed-in-vizag/articleshow/125038225.cms,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Seizure of stale chicken: police arrest prime accused,thehindu.com,2023-01-23,https://www.thehindu.com/news/cities/Kochi/stale-chicken-seizure-police-arrest-prime-accused/article66425356.ece,proximity,proximity_oil_food_safety,,,seizure,indian_source; kochi,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Several restaurants flouting food safety norms in Visakhapatnam, say officials",thehindu.com,2023-11-29,https://www.thehindu.com/news/cities/Visakhapatnam/several-restaurants-flouting-food-safety-norms-in-visakhapatnam-say-officials/article67587190.ece,proximity,proximity_oil_food_safety,,,food safety,indian_source; patna,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Sifting for safety: Health department collects 11 food samples across Ludhiana,indiatimes.com,2026-03-19,https://timesofindia.indiatimes.com/city/ludhiana/sifting-for-safety-health-department-collects-11-food-samples-across-ludhiana/articleshow/129663598.cms,boolean,boolean_core_oils_fraud,,,sample; samples,india; ludhiana,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Six arrested, drugs worth over ₹10 lakh seized in Excise raids in Hyderabad and Sangareddy",thehindu.com,2025-10-31,https://www.thehindu.com/news/cities/Hyderabad/six-arrested-drugs-worth-over-10-lakh-seized-in-excise-raids-in-hyderabad-and-sangareddy/article70225658.ece,proximity,proximity_oil_seized,,,raid; raids; seize; seized,hyderabad; indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Snacks manufacturing unit raided in Hyderabad's Mailardevpally, one arrested",siasat.com,2026-04-08,https://www.siasat.com/snacks-manufacturing-unit-raided-in-hyderabads-mailardevpally-one-arrested-3448967/,proximity,proximity_oil_seized,,,raid; raided,hyderabad; indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Stale Meat Seized From Eateries,indiatimes.com,2022-08-29,https://timesofindia.indiatimes.com/city/coimbatore/stale-meat-seized-from-eateries/articleshow/93844572.cms,proximity,proximity_oil_food_safety,,,seize; seized,coimbatore; india,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Strait of Hormuz: Iran asks India to free seized tankers amid passage talks,deccanherald.com,2026-03-16,https://www.deccanherald.com/india/as-india-seeks-hormuz-safe-passage-tehran-asks-for-return-of-seized-tankers-report-3933908,proximity,proximity_oil_seized,,,seize; seized,india,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Street Food Vendors Educated on Food Safety Practices in Chennai,indiatimes.com,2024-07-21,https://timesofindia.indiatimes.com/city/chennai/street-food-vendors-educated-on-food-safety-practices-in-chennai/articleshow/111893515.cms,proximity,proximity_oil_adulteration,,,food safety,india,,"(""oil adulteration""~6 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Sub-standard bread, stale crispy chicken seized from KFC outlet in Cuttack",newindianexpress.com,2021-11-03,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,proximity,proximity_oil_spurious,,,seize; seized,india; indian_source; odisha,,"(""oil spurious""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Suspected hashish oil seized from Kannur Central Jail inmate,thehindu.com,2026-01-08,https://www.thehindu.com/news/national/kerala/suspected-hashish-oil-seized-from-kannur-central-jail-inmate/article70487077.ece,proximity,proximity_oil_seized,,,seize; seized,indian_source; kerala,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Tamil Nadu Schools To Display 'Oil, Sugar, Salt' Boards To Raise Food Safety Awareness",freepressjournal.in,2025-07-15,https://www.freepressjournal.in/education/tamil-nadu-schools-to-display-oil-sugar-salt-boards-to-raise-food-safety-awareness,proximity,proximity_oil_food_safety,,,food safety,indian_source; tamil nadu,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Task force raids mandi restaurant in Hyderabad after receiving complaint,siasat.com,2025-02-23,https://www.siasat.com/task-force-raids-mandi-restaurant-in-hyderabad-after-receiving-complaint-3184673/,boolean,boolean_core_oils_fraud,,,raid; raids,hyderabad; indian_source,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Telangana Food Safety Team Seizes 990 Kg Snacks During Raid, Issues Advisory For Consumers",ndtv.com,2026-05-30,https://food.ndtv.com/news/telangana-food-safety-team-seizes-990-kg-snacks-during-raid-issues-advisory-for-consumers-11567705#publisher=newsstand,proximity,proximity_oil_seized,,,food safety; raid; seize,indian_source; telangana,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Telangana gears up for food safety checks after McDonald’s ‘cheesy deception’ in Maharashtra,thehindu.com,2024-02-23,https://www.thehindu.com/news/national/telangana/telangana-gears-up-for-food-safety-checks-after-mcdonalds-cheesy-deception-in-maharashtra/article67878937.ece,boolean,boolean_core_oils_fraud,,,food safety,indian_source; maharashtra; telangana,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,"Three held for possessing drugs in Hyderabad, hash oil worth Rs 1 lakh seized",siasat.com,2026-04-25,https://www.siasat.com/three-held-for-possessing-drugs-in-hyderabad-hash-oil-worth-rs-1-lakh-seized-3460077/,proximity,proximity_oil_seized,,,seize; seized,hyderabad; indian_source,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)"
confirm_metadata_drop,0,no edible-oil product signal,4,Traders fined Rs 2.8 lakh in Visakhapatnam district,deccanchronicle.com,2024-11-23,https://www.deccanchronicle.com/southern-states/andhra-pradesh/traders-fined-rs-28-lakh-in-visakhapatnam-district-1840676,proximity,proximity_oil_food_safety,,,fine,andhra; indian_source; patna,,"(""oil food safety""~10 AND language:en) AND NOT (ghee OR vanaspati)"
