article_id,title,source,date,url,file_path,query_family,query_id,rule_candidate,oil_role,final_label,confidence,reason,evidence_phrase,edible_oil_terms,adulteration_action_terms,negative_terms,llm_label,llm_confidence,llm_reason,llm_model,query_used,crawl_priority
993,"Meta Cut 8,000 Jobs. She Kept Hers, But Lost Her Team And Title",ndtv.com,2026-06-08,https://www.ndtv.com/world-news/meta-layoffs-mark-zuckerberg-job-cuts-ai-she-survived-meta-layoffs-her-entire-team-didnt-11605528,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
40,What is making our food unsafe? 7 ‘food safety’ gaps you may not be aware of,indiatimes.com,2026-06-07,https://timesofindia.indiatimes.com/blogs/voices/what-is-making-our-food-unsafe-7-food-safety-gaps-you-may-not-be-aware-of/,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,What is making our food unsafe? 7 ‘food safety’ gaps you may not be aware of https://timesofindia.indiatimes.com/blogs/voices/what-is-making-our-food-unsafe-7-food-safety,,unsafe; food safety,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
995,The Most Dangerous Thing About Vaibhav Sooryavanshi Isn't Really His Age,ndtv.com,2026-06-07,https://www.ndtv.com/opinion/the-most-dangerous-thing-about-vaibhav-sooryavanshi-isnt-really-his-age-11602816,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
996,"Low Oil Aam Ka Achar: Raw Mango, Green Chilli, And Spices For A Quick Summer Pickle",hindustantimes.com,2026-06-07,https://www.hindustantimes.com/lifestyle/recipe/low-oil-aam-ka-achar-raw-mango-green-chilli-and-spices-for-a-quick-summer-pickle-101780816753917.html,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3807,"Kerala’s ‘Operation Toofan’ uncovers techie growing cannabis in bedroom, man cooking ganja with rice",deccanherald.com,2026-06-07,https://www.deccanherald.com/india/kerala/keralas-operation-toofan-uncovers-techie-growing-cannabis-in-bedroom-man-cooking-ganja-with-rice-4030762,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
41,UPSC Weekly Current Affairs Quiz (May 31 – June 06) 10 key questions with detailed answers for Prelims 2027,indianexpress.com,2026-06-06,https://indianexpress.com/article/upsc-current-affairs/upsc-essentials/upsc-weekly-current-affairs-quiz-may-31-june-06-prelims-2027-10727513/,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3808,"US, Iran deadlocked over ceasefire terms as conflict nears 100-day mark",business-standard.com,2026-06-06,https://www.business-standard.com/world-news/us-iran-deadlocked-over-ceasefire-terms-as-conflict-nears-100-day-mark-126060600089_1.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3809,"West Asia war: 100 days on, Trump and Iran remain locked in high-stakes showdown",indiatimes.com,2026-06-06,https://economictimes.indiatimes.com/news/defence/iran-digs-in-as-conflict-nears-100-day-mark-west-asia-war-us-news-middle-east-strait-of-hormuz/articleshow/131543180.cms,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
39,One In Six Samples Failed Tests In FY26: Are Indians Losing Faith In Food?,ndtv.com,2026-06-05,https://www.ndtv.com/india-news/food-samples-fail-test-fssa-food-safety-adulteration-indians-grocery-health-11595220#publisher=newsstand,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,dians Losing Faith In Food? https://www.ndtv.com/india-news/food-samples-fail-test-fssa-food-safety-adulteration-indians-grocery-health-11595220#publisher=newsstand,,adulteration; samples failed,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
42,Articles worth over Rs15.8 lakh seized by FDA in weeklong raids,indiatimes.com,2026-06-05,https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs15-8-lakh-seized-by-fda-in-weeklong-raids/articleshow/131537730.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Articles worth over Rs15.8 lakh seized by FDA in weeklong raids https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs15-8-lakh-seized-by-fda-in-weeklong-raids/ar,,seized; FDA,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
43,Articles worth over Rs 15.8 lakh seized by FDA in week long raids,indiatimes.com,2026-06-05,https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs-15-8-lakh-seized-by-fda-in-week-long-raids/articleshow/131537623.cms,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Articles worth over Rs 15.8 lakh seized by FDA in week long raids https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs-15-8-lakh-seized-by-fda-in-week-long-raids,,seized; FDA,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
44,"Jalgaon: FDA Cracks Down on Food Safety Violations; Gutkha Worth ₹18.5 Lakh Seized In Dhule, Substandard Food Products Worth ₹2.31 Lakh Confiscated",freepressjournal.in,2026-06-05,https://www.freepressjournal.in/pune/jalgaon-fda-cracks-down-on-food-safety-violations-gutkha-worth-185-lakh-seized-in-dhule-substandard-food-products-worth-231-lakh-confiscated,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Jalgaon: FDA Cracks Down on Food Safety Violations; Gutkha Worth ₹18.5 Lakh Seized In Dhule, Substandard Food Products Worth ₹2.31 Lakh Confiscated https://www.freepressjournal.in/pune/jalgaon-fda-cracks-down-on-food-safety-violations-gutkha-wo",,substandard; seized; food safety; FDA,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
45,"Business community under pressure as extortion cases rise in Ludhiana, street crime also shoot up",punjabnewsexpress.com,2026-06-05,https://punjabnewsexpress.com/crime-justice/news/business-community-under-pressure-as-extortion-cases-rise-in-ludhiana-street-crime-also-shoot-up-324816,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
46,"Phek: Scientists urge farmers to save soil, cut oil intake",morungexpress.com,2026-06-05,https://morungexpress.com/phek-scientists-urge-farmers-to-save-soil-cut-oil-intake,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
991,"As consumers embrace healthier lifestyles, can food regulations curb misleading health claims?",socialsamosa.com,2026-06-05,https://www.socialsamosa.com/experts-speak/food-regulations-misleading-health-claims-12004739,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1000,Ayurveda’s Essential Monsoon Wellness Tips: Stay Healthy This Rainy Season,freepressjournal.in,2026-06-05,https://www.freepressjournal.in/lifestyle/ayurvedas-essential-monsoon-wellness-tips-stay-healthy-this-rainy-season,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
47,"Maharashtra FDA Cracks Down On Banned Gutkha And Adulterated Food, Arrests 102 Persons And Seizes Goods Worth ₹1.58 Crore In One Week",freepressjournal.in,2026-06-04,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-banned-gutkha-and-adulterated-food-arrests-102-persons-and-seizes-goods-worth-158-crore-in-one-week,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"Maharashtra FDA Cracks Down On Banned Gutkha And Adulterated Food, Arrests 102 Persons And Seizes Goods Worth ₹1.58 Crore In One Week https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down",,adulterated; FDA; banned,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1001,FDA Destroys 102 Litres Of Lassi Made Using Expired Ingredients During Raids In Beed,freepressjournal.in,2026-06-04,https://www.freepressjournal.in/pune/fda-destroys-102-litres-of-lassi-made-using-expired-ingredients-during-raids-in-beed,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,FDA Destroys 102 Litres Of Lassi Made Using Expired Ingredients During Raids In Beed https://www.freepressjournal.in/pune/fda-destroys-102-litr,,FDA,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1002,Nashik: FDA Seizes Suspected And Illegal Food Stock Worth ₹15.89 Lakh In Week-Long Crackdown,freepressjournal.in,2026-06-04,https://www.freepressjournal.in/pune/nashik-fda-seizes-suspected-and-illegal-food-stock-worth-1589-lakh-in-week-long-crackdown,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Nashik: FDA Seizes Suspected And Illegal Food Stock Worth ₹15.89 Lakh In Week-Long Crackdown https://www.freepressjournal.in/pune/nashik-fda-seizes-sus,,FDA; crackdown,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1003,"Friend helps man murder family for property, then kills him using same rod over loot",indiatoday.in,2026-06-03,https://www.indiatoday.in/india/uttar-pradesh/story/prayagraj-family-murder-case-fake-bunty-babli-note-cctv-sunny-gupta-2921454-2026-06-03,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,same rod over loot https://www.indiatoday.in/india/uttar-pradesh/story/prayagraj-family-murder-case-fake-bunty-babli-note-cctv-sunny-gupta-2921454-2026-06-03,,fake,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
1004,"Super El NiÃ±o is coming back: What it means for climate change, food prices, tourism, and what to expect",indiatimes.com,2026-06-03,https://timesofindia.indiatimes.com/etimes/trending/super-el-nio-is-coming-back-what-it-means-for-climate-change-food-prices-tourism-and-what-to-expect/articleshow/131474678.cms,,boolean,boolean_named_oils_fraud,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3813,Gujarat Police Seize Methamphetamine Worth Over Rs Over 14 Crore,republicworld.com,2026-06-03,https://www.republicworld.com/india/gujarat-police-seize-methamphetamine-worth-over-rs-over-14-crore-2026-06-03-126825,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3814,Gujarat police seize Methamphetamine worth over Rs over 14 crore,mumbainews.net,2026-06-03,http://www.mumbainews.net/news/279098485/gujarat-police-seize-methamphetamine-worth-over-rs-over-14-crore,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3815,Gujarat Drug Bust: Naroda Police Seize 7 Kg Methamphetamine Worth ₹14.16 Crore En Route From Jaipur To Mumbai,freepressjournal.in,2026-06-03,https://www.freepressjournal.in/india/gujarat-drug-bust-naroda-police-seize-7-kg-methamphetamine-worth-1416-crore-en-route-from-jaipur-to-mumbai-video,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3816,Gujarat police seize Methamphetamine worth over Rs over 14 crore,indiasnews.net,2026-06-03,http://www.indiasnews.net/news/279098485/gujarat-police-seize-methamphetamine-worth-over-rs-over-14-crore,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3817,Gujarat police seize Methamphetamine worth over Rs over 14 crore,bombaynews.net,2026-06-03,http://www.bombaynews.net/news/279098485/gujarat-police-seize-methamphetamine-worth-over-rs-over-14-crore,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3818,Gujarat police seize Methamphetamine worth over Rs over 14 crore,news18.com,2026-06-03,https://www.news18.com/agency-feeds/gujarat-police-seize-methamphetamine-worth-over-rs-over-14-crore-10127371.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3819,Gujarat Police Seize Methamphetamine Worth Over Rs 14 Crore,deccanchronicle.com,2026-06-03,https://www.deccanchronicle.com/nation/crime/gujarat-police-seize-methamphetamine-worth-over-rs-14-crore-1960963,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
49,Amritsar: Dairy farmers again dump milk on roads in protest against adulteration,news18.com,2026-06-02,https://www.news18.com/agency-feeds/amritsar-dairy-farmers-again-dump-milk-on-roads-in-protest-against-adulteration-10126789.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Amritsar: Dairy farmers again dump milk on roads in protest against adulteration https://www.news18.com/agency-feeds/amritsar-dairy-farmers-again-dump-milk-on-roads-in-protest-against-adulteration-10126789.html,,adulteration,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
50,Amritsar: Dairy farmers again dump milk on roads in protest against adulteration,hindustantimes.com,2026-06-02,https://www.hindustantimes.com/cities/amritsar-dairy-farmers-again-dump-milk-on-roads-in-protest-against-adulteration-101780401567587.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Amritsar: Dairy farmers again dump milk on roads in protest against adulteration https://www.hindustantimes.com/cities/amritsar-dairy-farmers-again-dump-milk-on-roads-in-protest-against-adulteration-101780401567587.html,,adulteration,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3820,"How UK, France Teamed Up To Stop Russian 'Shadow Fleet' In Atlantic",ndtv.com,2026-06-02,https://www.ndtv.com/world-news/how-a-british-warship-helped-track-a-suspected-russian-shadow-fleet-tanker-11578657,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.8,No edible-oil adulteration signal found.,,,,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3821,Macron’s big blunder: Macron angers Putin with tanker seizure at the worst moment?,hindustantimes.com,2026-06-01,https://www.hindustantimes.com/videos/macrons-big-blunder-macron-angers-putin-with-tanker-seizure-at-the-worst-moment-nato-vs-russia-101780322509027.html,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,Macron’s big blunder: Macron angers Putin with tanker seizure at the worst moment? https://www.hindustantimes.com/videos/macrons-big-blunder-macron-angers-putin-with-tanker-seizure-at-the-worst-moment-,,seizure,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
51,Do You Throw Away Used Cooking Oil? 5 Smart Ways To Reuse It And Save Money,news18.com,2026-05-31,https://www.news18.com/photogallery/lifestyle/home-garden/do-you-throw-away-used-cooking-oil-5-smart-ways-to-reuse-it-and-save-money-ws-el-10122396.html,,boolean,boolean_core_oils_fraud,False,adjacent_or_unclear,irrelevant,0.7,Edible-oil term appears without an adulteration/enforcement signal.,Do You Throw Away Used Cooking Oil? 5 Smart Ways To Reuse It And Save Money https://www.news18.com/photogallery/lifestyle/home-garden/do-you-throw-away-used-cooking-oil-5-sma,cooking oil,,,,,,,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",drop
3822,"DRI seizes 105 kg ganja in Bihar, arrests 2; narcotics worth Rs 46.5 crore seized in state over past year",indiasnews.net,2026-05-31,http://www.indiasnews.net/news/279093230/dri-seizes-105-kg-ganja-in-bihar-arrests-2-narcotics-worth-rs-465-crore-seized-in-state-over-past-year,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"DRI seizes 105 kg ganja in Bihar, arrests 2; narcotics worth Rs 46.5 crore seized in state over past year http://www.indiasnews.net/news/279093230/dri-seizes-105-kg-ganja-in-bihar-arrests-2-narcotics-worth-rs-465-crore-se",,seized,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
3823,"DRI seizes 105 kg ganja in Bihar, arrests 2; narcotics worth Rs 46.5 crore seized in state over past year",newdelhinews.net,2026-05-31,http://www.newdelhinews.net/news/279093230/dri-seizes-105-kg-ganja-in-bihar-arrests-2-narcotics-worth-rs-465-crore-seized-in-state-over-past-year,,proximity,proximity_oil_seized,False,adjacent_or_unclear,irrelevant,0.7,Adulteration/enforcement signal appears without an edible-oil product term.,"DRI seizes 105 kg ganja in Bihar, arrests 2; narcotics worth Rs 46.5 crore seized in state over past year http://www.newdelhinews.net/news/279093230/dri-seizes-105-kg-ganja-in-bihar-arrests-2-narcotics-worth-rs-465-crore-",,seized,,,,,,"(""oil seized""~8 AND language:en) AND NOT (ghee OR vanaspati)",drop
