audit_decision,audit_label,audit_confidence,audit_reason,audit_evidence,final_label,title,source,date,url,oil_role,reason,evidence_phrase,llm_label,llm_reason,edible_oil_terms,adulteration_action_terms,negative_terms,word_count
rescue_review,relevant,1.0,"palm oil is itself the adulterated, fake, spurious, unsafe, misbranded, seized, or failed-sample food product.","The authorities will strictly monitor domestic supply of refined palm oil and crude palm oil, which are used as raw materials to make RBD olein,",irrelevant,Palm oil ban: Indonesia prepares to widen palm oil export ban,indiatoday.in,2022-04-26,https://www.indiatoday.in/business/story/palm-oil-ban-indonesia-prepares-to-widen-palm-oil-export-ban-1942053-2022-04-26,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"l soaring domestic prices, but provided no details. Indonesia's announcement has sent global edible oil prices soaring as supplies were already choked by other factors such as drought and shortages from Russia's invasion of major crop producer Ukrain",,,edible oil; cooking oil; palm oil,,oil prices; edible oil prices,503
confirm_reject,irrelevant,1.0,"article discusses edible oil price impact due to export ban, not adulteration incident",Edible oil prices were already up but Indonesia’s recent ban on exports of cooking oil is going to make it worse.,irrelevant,"Indonesia's Palm Oil Export Ban: Cooking Oil, Food Prices Set To Spike On, Indian Edible Oil Market To Take A Hit ",indiatoday.in,2022-04-26,https://www.indiatoday.in/newsmo/video/indonesia-s-palm-oil-export-ban-cooking-oil-food-prices-set-to-spike-on-indian-edible-oil-market-to-take-a-hit-1942273-2022-04-26,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,nst rising food costs. Indonesia and Malaysia are the world's largest exporters of palm oil. Edible oil prices were already up but Indonesia’s recent ban on exports of cooking oil is going to make it worse. LATEST VIDEOS Prime Minister Narendra Modi,,,edible oil; cooking oil; palm oil,,oil prices; edible oil prices,372
confirm_reject,irrelevant,1.0,article is about edible oil price/import/business story with no adulteration incident,"The edible oil industry in India got a big relief after top grower Indonesia clarified it would only halt exports of some palm oil products instead of a complete ban as widely expected,",irrelevant,Ruchi Soya says details of Indonesia's palm oil export ban a relief | Stock Market News,livemint.com,2022-04-26,https://www.livemint.com/market/commodities/ruchi-soya-says-details-of-indonesia-s-palm-oil-export-ban-a-relief-11650964863628.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"afford another disruption to food supply after massive chaos sparked by the war in Ukraine. Edible oil prices in India have been rising, putting the government on notice. Authorities have abolished import duties and clamped down on hoarding, but pri",,,edible oil; cooking oil; soybean oil; palm oil; sunflower oil; vegetable oil,,oil prices; edible oil prices; stock market,366
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban and its impact on prices, but does not mention adulteration or safety issues with the palm oil itself",The shock move has lifted prices of all edible oils...,irrelevant,Palm oil export ban by Indonesia begins tomorrow | All you need to know,indiatoday.in,2022-04-27,https://www.indiatoday.in/business/story/palm-oil-export-ban-by-indonesia-begins-tomorrow-all-you-need-to-know-1942569-2022-04-27,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"all palm oil planters in Indonesia have enjoyed big paycheques in the past year as global vegetable oil prices surged, but these farmers fear they will bear the brunt of the pain from a new export ban coming into effect on Thursday. Local farmers sai",,,edible oil; palm oil; vegetable oil,,oil prices; oil price; oil exports; stock market,410
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban and its impact on India's edible oil imports, but does not mention adulteration or safety issues with the oil itself","India consumes 22.5 million tonnes of edible oil annually, of which 9-9.5 million tonne is met by domestic supplies and the rest by imports.",irrelevant,"As Indonesia enforces palm oil export ban, should India worry?",theweek.in,2022-04-28,http://www.theweek.in/news/biz-tech/2022/04/28/as-indonesia-enforces-palm-oil-export-ban-should-india-worry0.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"palm oil and used cooking oil. The government said the ban would be in force until domestic cooking oil prices ease. The move by Indonesia marks the latest disruption to the global food industry, which has been rocked by the Ukraine war and subsequen",,,edible oil; cooking oil; palm oil,,oil prices; commodity; inflation,495
confirm_reject,irrelevant,1.0,"article discusses price increase due to palm oil export ban, but does not mention adulteration of palm oil itself",Indonesia’s palm oil export ban will also raise the input cost of these products and hence the prices will automatically rise.,irrelevant,Prices of Packaged Goods to Rise as Indonesia’s Palm Oil Export Ban Comes Into Effect Today,india.com,2022-04-28,https://www.india.com/business/prices-of-packaged-goods-to-rise-as-indonesias-palm-oil-export-ban-comes-into-effect-today-all-you-need-to-know-5363846/,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"export coming into effect from Thursday, experts believe the move is expected to push the prices of edible oil and packaged goods upward in India. As palm oil is used as raw material to manufacture products such as soaps, shampoos, noodles and biscui",,,edible oil; palm oil,,,340
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and its impact on global edible oil market, but does not mention adulteration of palm oil itself","The top shipper imposed a sweeping ban on cooking oil exports, covering palm oil products across the value chain.",irrelevant,Food protectionism ramps up as Indonesia bans palm oil exports,indiatimes.com,2022-04-29,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/food-protectionism-ramps-up-as-indonesia-bans-palm-oil-exports/articleshow/91167554.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Food protectionism ramps up as Indonesia bans palm oil exports The top shipper imposed a sweeping ban on cooking oil exports, covering palm oil products across the value chain. It’s hard to overstate th",,,edible oil; cooking oil; palm oil,,oil exports; futures; palm oil futures,441
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban and its impact on prices, but does not mention adulteration or safety issues with edible oils","India imports over 90 per cent of its 22 MNT of demand, majorly in the form of CPO.",irrelevant,Indonesia's ban on palm oil exports a concern but impact to be transitory: FMCG industry,indiatimes.com,2022-05-01,https://economictimes.indiatimes.com/industry/cons-products/fmcg/indonesias-ban-on-palm-oil-exports-a-concern-but-impact-to-be-transitory-fmcg-industry/articleshow/91234387.cms,adulterated_product,LLM reading: article discusses palm oil price/import/business story with no adulteration incident,"India imports over 90 per cent of its 22 MNT of demand, majorly in the form of CPO.",irrelevant,article discusses palm oil price/import/business story with no adulteration incident,refined oil; palm oil; rice bran oil; cottonseed oil,banned,,565
confirm_reject,irrelevant,1.0,article discusses edible oil price/import/business story with no adulteration incident,"the article mentions the price of cooking oil and its export ban, but does not mention any adulteration or safety issues",irrelevant,Why Indonesia's palm oil export ban has not cooled cooking oil prices,indiatimes.com,2022-05-17,https://economictimes.indiatimes.com/news/international/business/why-indonesias-palm-oil-export-ban-has-not-cooled-cooking-oil-prices/articleshow/91616386.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Why Indonesia's palm oil export ban has not cooled cooking oil prices Despite these tough policies that have rattled edible oil markets and cost hundreds of millions of dollars in lost revenue, the price of co",,,edible oil; cooking oil; palm oil,,oil prices; oil price,553
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and its impact on farmers, not about adulteration or safety issues with palm oil itself",Indonesian President Joko Widodo imposed the export ban on palm oil and its derivative products used in the making of cooking oil,irrelevant,Indonesian farmers stage protests against palm oil export ban - Times of India,indiatimes.com,2022-05-17,https://timesofindia.indiatimes.com/world/rest-of-world/indonesian-farmers-stage-protests-against-palm-oil-export-ban/articleshow/91608348.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Chief Economics Minister Airlangga Hartarto has said the ban would stay in place until bulk cooking oil prices drop to 14,000 rupiah ($0.9563) per litre across Indonesia. Trade Ministry data showed as of Friday, bulk cooking oil was priced on average",,,cooking oil; palm oil; vegetable oil,,oil prices,370
confirm_reject,irrelevant,1.0,"The article discusses the impact of Indonesia's palm oil export ban on cooking oil prices, but does not mention any instances of adulteration or safety issues with edible oils themselves.","the price of cooking oil, a staple for Indonesian families, has not come down",irrelevant,Why Indonesia's palm oil export ban has not cooled cooking oil prices | Stock Market News,livemint.com,2022-05-17,https://www.livemint.com/market/commodities/why-indonesia-s-palm-oil-export-ban-has-not-cooled-cooking-oil-prices-11652783920048.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Why Indonesia's palm oil export ban has not cooled cooking oil prices | Stock Market News Indonesia, the world's biggest palm oil exporter, has since April 28 halted shipments of the edible oil in a bid to flo",,,edible oil; cooking oil; palm oil,,oil prices; oil price; stock market,638
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban, not adulteration or safety issues",the government considers the welfare of 17 million workers in the palm oil industry,irrelevant,Indonesia to lift palm oil export ban from Monday: President Joko Widodo,indiatimes.com,2022-05-19,https://economictimes.indiatimes.com/news/international/world-news/indonesia-to-lift-palm-oil-export-ban-from-monday-president/articleshow/91663224.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"reported. Indonesia, the world's biggest palm oil exporter, has since April 28 halted shipments of edible oil in a bid to flood the domestic market with supplies to control the soaring prices of cooking oil. Reports had suggested that despite the to",,,edible oil; cooking oil; palm oil,,,163
confirm_reject,irrelevant,1.0,"article is about export ban and price control, not adulteration or safety issues related to edible oils",Indonesia came up with the ban on exports of the widely used vegetable oil as a means of controlling domestic prices,irrelevant,"Indonesia to lift palm oil export ban from Monday, president says",indianexpress.com,2022-05-19,https://indianexpress.com/article/world/indonesia-to-lift-palm-oil-export-ban-from-monday-president-says-7925970/,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"ays Indonesia will lift its palm oil export ban from Monday, following improvements in the domestic cooking oil supply situation, President Joko Widodo said on Thursday. The world’s top palm oil exporter has since April 28 halted shipments of crude pa",,,cooking oil; palm oil; sunflower oil; vegetable oil,,,249
confirm_reject,irrelevant,1.0,"article is about export ban and price control, not adulteration or safety issues related to palm oil itself",The world's top palm oil exporter has since April 28 halted shipments of crude palm oil (CPO) and some derivative products,irrelevant,"Indonesia Palm Oil Export Ban: Indonesia to lift palm oil export ban from Monday, president says | International Business News - Times of India",indiatimes.com,2022-05-19,https://timesofindia.indiatimes.com/business/india-business/indonesia-to-lift-palm-oil-export-ban-from-monday-president-says/articleshow/91664918.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"TA: Indonesia will lift its palm oil export ban from Monday, following improvements in the domestic cooking oil supply situation, President Joko Widodo said on Thursday. The world's top palm oil exporter has since April 28 halted shipments of crude pa",,,cooking oil; palm oil; sunflower oil; vegetable oil,,,250
confirm_reject,irrelevant,1.0,"article is about export ban and price control, not adulteration or safety issues related to palm oil itself",The world's top palm oil exporter has since April 28 halted shipments of crude palm oil (CPO) and some derivative products,irrelevant,"Indonesia Palm Oil Export Ban: Indonesia to lift palm oil export ban from Monday, president says | International Business News - Times of India",indiatimes.com,2022-05-19,https://timesofindia.indiatimes.com/business/international-business/indonesia-to-lift-palm-oil-export-ban-from-monday-president-says/articleshow/91664918.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"TA: Indonesia will lift its palm oil export ban from Monday, following improvements in the domestic cooking oil supply situation, President Joko Widodo said on Thursday. The world's top palm oil exporter has since April 28 halted shipments of crude pa",,,cooking oil; palm oil; sunflower oil; vegetable oil,,,250
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and price control, not adulteration or safety of palm oil itself",Indonesia will lift its palm oil export ban from Monday...,irrelevant,"Indonesia to lift palm oil export ban from Monday, says president - BusinessToday",businesstoday.in,2022-05-19,https://www.businesstoday.in/latest/world/story/indonesia-to-lift-palm-oil-export-ban-from-monday-says-president-334255-2022-05-19?utm_source=rssfeed,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"day Indonesia will lift its palm oil export ban from Monday, following improvements in the domestic cooking oil supply situation, President Joko Widodo said on Thursday. The world's top palm oil exporter has since April 28 halted shipments of crude pa",,,cooking oil; palm oil; sunflower oil; vegetable oil,,,277
confirm_reject,irrelevant,1.0,"article is about export ban being lifted due to improved supply, not about adulteration or safety issues with cooking oil itself",pressure on the global supply of cooking oil has increased because of the war in Ukraine,irrelevant,Indonesia lifts ban on cooking oil export as supply improves,financialexpress.com,2022-05-19,https://www.financialexpress.com/market/commodities/indonesia-lifts-ban-on-cooking-oil-export-as-supply-improves/2531309/,adulterated_product,"LLM reading: article is about export ban being lifted due to improved supply, not about adulteration or safety issues with cooking oil itself",pressure on the global supply of cooking oil has increased because of the war in Ukraine,irrelevant,"article is about export ban being lifted due to improved supply, not about adulteration or safety issues with cooking oil itself",cooking oil; palm oil; sunflower oil,banned,,288
confirm_reject,irrelevant,1.0,"The article discusses palm oil export ban and its impact on domestic cooking oil supply situation, but does not mention adulteration of palm oil itself.","the decision to lift the ban on plan oil export was taken despite the price of bulk cooking oil having not yet reached the targeted 14,000 rupiah per litre",irrelevant,Indonesia Lifts Palm Oil Export Ban From May 23 As Domestic Cooking Oil Supply Situation Improves,india.com,2022-05-19,https://www.india.com/business/breaking-indonesia-lifts-palm-oil-export-ban-from-may-23-as-domestic-cooking-oil-supply-situation-improves-5401494/,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,Indonesia Lifts Palm Oil Export Ban From May 23 As Domestic Cooking Oil Supply Situation Improves Jakarta: Indonesia President Joko Widodo on Thursday announced that the country will lift its palm oil export ban,,,cooking oil; palm oil; vegetable oil,,,272
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and price, not adulteration or safety issues",Indonesia will lift its palm oil export ban from 23 May,irrelevant,Indonesia to lift palm oil export ban from Monday | Stock Market News,livemint.com,2022-05-19,https://www.livemint.com/market/commodities/indonesia-to-lift-palm-oil-export-ban-from-monday-president-joko-widodo-11652955600773.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Indonesia to lift palm oil export ban from Monday | Stock Market News The decision to lift the ban was taken despite the price of bulk cooking oil having not yet reached the targeted 14,000 rupiah per lit",,,cooking oil; palm oil; vegetable oil,,stock market,333
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and price control, not adulteration or safety issues",Indonesia lifts palm oil export ban from May 23 as domestic cooking oil supply situation improves,irrelevant,Indonesia lifts palm oil export ban from May 23 as domestic cooking oil supply situation improves | India News | Zee News,india.com,2022-05-19,https://zeenews.india.com/india/indonesia-lifts-palm-oil-export-ban-from-may-23-as-domestic-cooking-oil-supply-situation-improves-2465243.html,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,Indonesia lifts palm oil export ban from May 23 as domestic cooking oil supply situation improves | India News | Zee News Indonesian President Joko Widodo on Thursday announced to lift its palm oil export ban fr,,,cooking oil; palm oil; vegetable oil,,,180
confirm_reject,irrelevant,1.0,"article is about palm oil import business and prices, not adulteration incident","Lower-than-normal imports by India, the world's biggest palm oil buyer",irrelevant,India's palm oil imports seen muted even as Indonesia lifts export ban,indiatimes.com,2022-05-20,https://economictimes.indiatimes.com/news/economy/foreign-trade/indias-palm-oil-imports-seen-muted-even-as-indonesia-lifts-export-ban/articleshow/91685295.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"wer-than-normal imports by India, the world's biggest palm oil buyer, could weigh on Malaysian palm oil prices, but could lift soyoil shipments from Argentina, Brazil and the United States, supporting Chicago soyoil prices. ""Indians are not rushing t",,,edible oil; palm oil; sunflower oil; vegetable oil,,oil prices; oil imports,200
confirm_reject,irrelevant,1.0,edible oil price/import/business story with no adulteration incident,India's palm oil imports in June are unlikely to spike despite Indonesia's decision to lift its ban on overseas shipments,irrelevant,India's palm oil imports seen muted even as Indonesia lifts export ban - Times of India,indiatimes.com,2022-05-20,https://timesofindia.indiatimes.com/business/india-business/indias-palm-oil-imports-seen-muted-even-as-indonesia-lifts-export-ban/articleshow/91685317.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"kely to spike despite Indonesia's decision to lift its ban on overseas shipments as a rally in palm oil prices has made rival soyoil more attractive for refiners, five dealers told Reuters on Friday. Lower-than-normal imports by India, the world's bi",,,edible oil; soybean oil; palm oil; sunflower oil; vegetable oil,,oil prices; oil imports,341
rescue_review,relevant,1.0,palm oil is itself the adulterated/fake/spurious/unsafe/misbranded/seized or failed-sample food product,"The late-April export ban, an attempt to control high domestic cooking oil prices, shocking global edible oil markets and angered farmers as their product prices fell.",irrelevant,Indonesia to reimpose local palm oil sales rule as it ends export ban - BusinessToday,businesstoday.in,2022-05-20,https://www.businesstoday.in/latest/policy/story/indonesia-to-reimpose-local-palm-oil-sales-rule-as-it-ends-export-ban-334387-2022-05-20?utm_source=rssfeed,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"m oil policy since November. The late-April export ban, an attempt to control high domestic cooking oil prices, shocking global edible oil markets and angered farmers as their product prices fell. Palm oil, used in everything from margarine to shampo",,,edible oil; cooking oil; palm oil; vegetable oil,,oil prices; futures; palm oil futures,557
confirm_reject,irrelevant,1.0,edible oil price/import/business story with no adulteration incident,"Indonesia on Thursday decided to lift a three-weeks-old ban on palm oil exports effective next Monday, a move that would ease domestic supplies of the widely used edible oil and softening of its prices.",irrelevant,Edible oil prices to come down as Indonesia lifts export ban,financialexpress.com,2022-05-20,https://www.financialexpress.com/market/commodities/edible-oil-prices-to-come-down-as-indonesia-lifts-export-ban/2531601/,adulterated_product,LLM reading: edible oil price/import/business story with no adulteration incident,"Indonesia on Thursday decided to lift a three-weeks-old ban on palm oil exports effective next Monday, a move that would ease domestic supplies of the widely used edible oil and softening of its prices.",irrelevant,edible oil price/import/business story with no adulteration incident,edible oil; cooking oil; refined oil; palm oil; sunflower oil,banned,,479
confirm_reject,irrelevant,1.0,article is about edible oil price/import story with no adulteration incident,Cooking oil prices in the domestic market are set to soften...,irrelevant,Cooking oil prices to cool as Indonesia lifts export ban | Today News,livemint.com,2022-05-20,https://www.livemint.com/news/india/cooking-oil-prices-to-cool-as-indonesia-lifts-export-ban-11652990758378.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Cooking oil prices to cool as Indonesia lifts export ban | Today News Cooking oil prices in the domestic market are set to soften after Indonesia, the world’s",,,edible oil; cooking oil; palm oil,,oil prices; oil imports; commodity; inflation,348
confirm_reject,irrelevant,0.8,article is about palm oil import/export business story with no adulteration incident,"India annually imports around 13-13.5 million tonne of edible oils, of which around 8-8.5 million tonnes (around 63 per cent) is palm oil.",irrelevant,"Indonesia to lift palm oil export ban, likely giving India 'big relief'",rediff.com,2022-05-20,https://www.rediff.com/business/report/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief/20220520.htm,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"an oil, a substitute of palm, fell as much as 1.6 per cent after Indonesia’s announcement. Palm oil futures earlier closed 1 per cent lower in Kuala Lumpur. Indonesia's Palm Oil Association appreciated the government's decision to lift the export",,,edible oil; cooking oil; soybean oil; palm oil; sunflower oil,,futures; palm oil futures; inflation,555
confirm_reject,irrelevant,1.0,"article is about edible oil prices and import business, not adulteration incident",Consumers expected to get relief from high cooking oil prices,irrelevant,Consumers expected to get relief from high cooking oil prices as Indonesia lifts export ban on palm oil,indiatimes.com,2022-05-21,https://economictimes.indiatimes.com/industry/cons-products/food/consumers-expected-to-get-relief-from-high-cooking-oil-prices-as-indonesia-lifts-export-ban-on-palm-oil/articleshow/91704754.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,Consumers expected to get relief from high cooking oil prices as Indonesia lifts export ban on palm oil Related - Cooking oil prices to fall with Indonesia set to lift export ban - India's palm oil imp,,,edible oil; cooking oil; palm oil; sunflower oil,,oil prices; oil imports; inflation,327
confirm_reject,irrelevant,1.0,"article is about edible oil prices and export ban, not adulteration",The lifting of the export ban will help increase availability of edible oil.,irrelevant,Cooking oil prices to fall with Indonesia set to lift export ban,indiatimes.com,2022-05-21,https://economictimes.indiatimes.com/industry/cons-products/food/cooking-oil-prices-to-fall-with-indonesia-set-to-lift-export-ban/articleshow/91696359.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,Cooking oil prices to fall with Indonesia set to lift export ban Supplies of sunflower oil from Ukraine are also expected to improve as the Russia-Ukraine war,,,edible oil; cooking oil; palm oil; sunflower oil,,oil prices,267
confirm_reject,irrelevant,1.0,"article is about palm oil export ban and its impact on global markets, but does not mention adulteration of palm oil itself",Indonesia allowed a resumption of palm oil exports from Monday after a three-week ban,irrelevant,Indonesia lifts ban on palm oil exports but shipments unlikely now | Here's why,indiatoday.in,2022-05-23,https://www.indiatoday.in/business/story/indonesia-lifts-ban-on-palm-oil-exports-but-shipments-unlikely-now-here-s-why-1952983-2022-05-23?utm_source=rss,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"s of crude palm oil and some derivative products last week, expressing confidence that bulk cooking oil prices were heading towards a target level of 14,000 rupiah ($0.9546) per litre, even if they were currently higher in some areas. Palm oil, used",,,edible oil; cooking oil; palm oil; sunflower oil; vegetable oil,,oil prices; oil exports; futures; palm oil futures,550
confirm_reject,irrelevant,1.0,"article discusses palm oil export permits and domestic market obligation, but does not mention adulteration or safety issues with palm oil itself",Indonesia is requiring firms to reserve a share of their palm oil exports for the local market under a Domestic Market Obligation (DMO),irrelevant,Indonesia seeks to issue first palm oil export permits since ban - BusinessToday,businesstoday.in,2022-05-30,https://www.businesstoday.in/latest/world/story/indonesia-seeks-to-issue-first-palm-oil-export-permits-since-ban-335673-2022-05-30?utm_source=rssfeed,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,senior trade ministry official said. Indonesia is requiring firms to reserve a share of their palm oil exports for the local market under a Domestic Market Obligation (DMO) and to join a bulk cooking oil programme designed to maintain domestic suppli,,,cooking oil; palm oil; sunflower oil; vegetable oil,,oil exports,470
rescue_review,relevant,1.0,cooking oil is itself the adulterated product,stolen cooking oil cans worth lakhs of rupees,irrelevant,One arrested over theft of cooking oil - Deshdoot,deshdoot.com,2022-06-04,https://www.deshdoot.com/deshdoot-times/one-arrested-over-theft-of-cooking-oil,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"One arrested over theft of cooking oil - Deshdoot NASHIK: Amid surge in cooking oil prices, Panchavati police have arrested a thief from Thane who had stolen cooking oil cans worth lakhs of rupees from a shop in Sharadchandra Pawa",,,cooking oil,,oil prices,165
confirm_reject,irrelevant,1.0,"article discusses palm oil imports, but does not mention adulteration or safety issues","Higher purchases by India, the world's biggest importer of vegetable oil...",irrelevant,India's May palm oil imports surge to 7-month high despite Indonesia's ban-dealers,indiatimes.com,2022-06-06,https://economictimes.indiatimes.com/news/economy/foreign-trade/indias-may-palm-oil-imports-surge-to-7-month-high-despite-indonesias-ban-dealers/articleshow/92034277.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"her purchases by India, the world's biggest importer of vegetable oil, could support Malaysian palm oil prices, which are trading near a record high. India imported 660,000 tonnes of palm oil in May, up from 572,508 tonnes in April, according to the",,,palm oil; sunflower oil; vegetable oil,,oil prices; oil imports,174
confirm_reject,irrelevant,1.0,article discusses palm oil imports but does not mention adulteration or safety issues,India's palm oil exports in May were its highest in seven months and up 15% on April...,irrelevant,India's palm oil imports in May surge to 7 month high despite Indonesia's ban - BusinessToday,businesstoday.in,2022-06-06,https://www.businesstoday.in/latest/story/indias-palm-oil-imports-in-may-surge-to-7-month-high-despite-indonesias-ban-336438-2022-06-06?utm_source=rssfeed,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"her purchases by India, the world's biggest importer of vegetable oil, could support Malaysian palm oil prices, which are trading near a record high. India imported 660,000 tonnes of palm oil in May, up from 572,508 tonnes in April, according to the",,,palm oil; sunflower oil; vegetable oil,,oil prices; oil imports; oil exports; commodity,301
confirm_reject,irrelevant,1.0,article discusses palm oil imports but does not mention adulteration or safety issues,"India imported 660,000 tonnes of palm oil in May... Higher purchases by India, the world's biggest importer of vegetable oil, could support Malaysian palm oil prices...",irrelevant,India's May palm oil imports surge to 7-month high despite Indonesia's ban | Today News,livemint.com,2022-06-06,https://www.livemint.com/news/india/indias-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-11654510695288.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"her purchases by India, the world's biggest importer of vegetable oil, could support Malaysian palm oil prices, which are trading near a record high. India imported 660,000 tonnes of palm oil in May, up from 572,508 tonnes in April, according to the",,,palm oil; sunflower oil; vegetable oil,,oil prices; oil imports; oil exports; commodity,337
confirm_reject,irrelevant,0.9,article discusses edible oil price/import/business story with no adulteration incident,India imports 56% of its edible oil requirements.,irrelevant,Edible oil makers urge for lifting of futures trade ban on crude palm oil and soy oil on commodity exchanges,financialexpress.com,2022-09-13,https://www.financialexpress.com/market/commodities/edible-oil-makers-urge-for-lifting-of-futures-trade-ban-on-crude-palm-oil-and-soy-oil-on-commodity-exchanges/2664648/,adjacent_or_unclear,LLM reading: article discusses edible oil price/import/business story with no adulteration incident,India imports 56% of its edible oil requirements.,irrelevant,article discusses edible oil price/import/business story with no adulteration incident,edible oil; mustard oil; soya oil; palm oil,banned,,493
confirm_reject,irrelevant,1.0,"article discusses futures trading ban on edible oils, but does not mention adulteration or safety issues",SEBI suspended trading in these agricultural derivatives for a year,irrelevant,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban",indiasnews.net,2022-12-23,http://www.indiasnews.net/news/273253426/futures-trading-key-for-price-risk-management-says-edible-oil-industry-as-sebi-extends-ban,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban New Delhi [India], December 23 (ANI): Domestic edible o",,,edible oil; palm oil; vegetable oil,,futures; inflation,339
confirm_reject,irrelevant,1.0,"article discusses futures trading ban on edible oils, but does not mention adulteration or safety issues",SEBI suspended trading in these agricultural derivatives for a year,irrelevant,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban",newdelhinews.net,2022-12-23,http://www.newdelhinews.net/news/273253426/futures-trading-key-for-price-risk-management-says-edible-oil-industry-as-sebi-extends-ban,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban New Delhi [India], December 23 (ANI): Domestic edible o",,,edible oil; palm oil; vegetable oil,,futures; inflation,339
confirm_reject,irrelevant,1.0,"article discusses edible oil prices and import duties, but does not mention any adulteration incident","The government cut import duties on crude palm, soybean and sunflower oils in September 2022.",irrelevant,Steps to arrest decline in key edible oil prices soon,financialexpress.com,2023-03-28,https://www.financialexpress.com/economy/steps-to-arrest-decline-in-key-edible-oil-prices-soon/3023894/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Steps to arrest decline in key edible oil prices soon With mandi prices of mustard falling below the Minimum Support Price (MSP) of Rs 5,450/quintal after staying far above the threshold f",,,edible oil; mustard oil; palm oil,,oil prices; edible oil prices; import duty; inflation,618
rescue_review,relevant,1.0,refined oil mentioned in context of warehouse fire,Refined Oil Warehouse,irrelevant,Bihar: Massive fire breaks out at Refined Oil Warehouse in Patna,indiatimes.com,2023-04-18,https://timesofindia.indiatimes.com/videos/news/bihar-massive-fire-breaks-out-at-refined-oil-warehouse-in-patna/videoshow/99585193.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"Bihar: Massive fire breaks out at Refined Oil Warehouse in Patna Bihar: Massive fire breaks out at Refined Oil Warehouse in Patna | Apr 18, 2023, 04:04:26 PM | ANI A fire broke out at R",,,refined oil,,,58
rescue_review,relevant,1.0,edible oil godown fire,a few cans of edible oil stored in the godown,irrelevant,Fire Breaks Out At Edible Oil Godown | Coimbatore News - Times of India,indiatimes.com,2023-09-18,https://timesofindia.indiatimes.com/city/coimbatore/fire-breaks-out-at-edible-oil-godown/articleshow/103744778.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,Fire Breaks Out At Edible Oil Godown | Coimbatore News - Times of India Coimbatore: A fire broke out at an edible oil godown on Bharathiyar Road around 11pm on Saturday.,,,edible oil,,,407
