ensemble_prob,bucket,p_tfidf,p_e5,p_roberta,title,source,date,url,domain,query_family,word_count
0.2096,candidate_irrelevant,0.333,0.0,0.336,Global meet on salt organized,indiatimes.com,2024-02-22,https://timesofindia.indiatimes.com/city/rajkot/global-meet-on-salt-organized-rajkot-the-central-salt-marine-chemicals-research-institute-csmcri/articleshow/107898758.cms,timesofindia.indiatimes.com,boolean,280
0.2082,candidate_irrelevant,0.352,0.0,0.313,Wanaparthy: Rampant medical exploitation by RMPs,thehansindia.com,2024-02-10,https://www.thehansindia.com/telangana/wanaparthy-rampant-medical-exploitation-by-rmps-857729,thehansindia.com,boolean,202
0.2079,candidate_irrelevant,0.308,0.0,0.356,fssai: Rs Puram Uzhavar Sandhai To Sell Clean And Fresh Produce,indiatimes.com,2022-01-01,https://timesofindia.indiatimes.com/city/coimbatore/rs-puram-uzhavar-sandhai-to-sell-clean-and-fresh-produce/articleshow/88625755.cms,timesofindia.indiatimes.com,boolean,230
0.2075,candidate_irrelevant,0.292,0.0,0.371,Holistic ways to heal skin disorders like vitiligo and psoriasis,indiatimes.com,2024-07-31,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/holistic-ways-to-heal-skin-disorders-like-vitiligo-and-psoriasis/articleshow/112165381.cms,timesofindia.indiatimes.com,boolean,743
0.2074,candidate_irrelevant,0.346,0.001,0.315,"FSSAI launches 'Food Safety on Wheels' initiative in Nubra Valley, conducts food testing at 17,582ft",mumbainews.net,2024-10-02,https://www.mumbainews.net/news/274658791/fssai-launches-food-safety-on-wheels-initiative-in-nubra-valley-conducts-food-testing-at-17582ft,mumbainews.net,boolean,383
0.2074,candidate_irrelevant,0.346,0.001,0.315,"FSSAI launches 'Food Safety on Wheels' initiative in Nubra Valley, conducts food testing at 17,582ft",newdelhinews.net,2024-10-02,https://www.newdelhinews.net/news/274658791/fssai-launches-food-safety-on-wheels-initiative-in-nubra-valley-conducts-food-testing-at-17582ft,newdelhinews.net,boolean,383
0.2074,candidate_irrelevant,0.346,0.001,0.315,"FSSAI launches 'Food Safety on Wheels' initiative in Nubra Valley, conducts food testing at 17,582ft",indiasnews.net,2024-10-02,https://www.indiasnews.net/news/274658791/fssai-launches-food-safety-on-wheels-initiative-in-nubra-valley-conducts-food-testing-at-17582ft,indiasnews.net,boolean,383
0.2074,candidate_irrelevant,0.346,0.001,0.315,"FSSAI launches 'Food Safety on Wheels' initiative in Nubra Valley, conducts food testing at 17,582ft",bombaynews.net,2024-10-02,https://www.bombaynews.net/news/274658791/fssai-launches-food-safety-on-wheels-initiative-in-nubra-valley-conducts-food-testing-at-17582ft,bombaynews.net,boolean,383
0.2074,candidate_irrelevant,0.253,0.0,0.409,"Monsoon acne, mature skin, beard care: The ultimate cheat sheet to help your skin make it through the rains",hindustantimes.com,2024-08-08,https://www.hindustantimes.com/htcity/wellness/delhi-rains-expert-approved-monsoon-skincare-beard-care-cheat-sheet-for-all-skin-types-genders-to-combat-humidity-101723112815174.html,hindustantimes.com,boolean,983
0.2073,candidate_irrelevant,0.374,0.021,0.263,Buyer alleges worms in milk packet,indiatimes.com,2024-09-07,https://timesofindia.indiatimes.com/city/noida/buyer-alleges-worms-in-milk-packet/articleshow/113136977.cms,timesofindia.indiatimes.com,boolean,179
0.2047,candidate_irrelevant,0.362,0.0,0.292,Minister Launches Corp’s Mobile Food Testing Lab,indiatimes.com,2024-01-03,https://timesofindia.indiatimes.com/city/kochi/minister-launches-corps-mobile-food-testing-lab/articleshow/106500349.cms,timesofindia.indiatimes.com,boolean,494
0.202,candidate_irrelevant,0.322,0.026,0.292,Kozhikode beach to be made Clean Street Food Hub,thehindu.com,2022-03-04,https://www.thehindu.com/news/cities/kozhikode/kozhikode-beach-to-be-made-clean-street-food-hub/article65190412.ece,thehindu.com,boolean,417
0.201,candidate_irrelevant,0.277,0.049,0.306,"Denied table at packed Gwalior restaurant, min calls food safety staff for inspection",indiatimes.com,2025-05-06,https://timesofindia.indiatimes.com/city/bhopal/denied-table-at-packed-gwalior-restaurant-min-calls-food-safety-staff-for-inspection/articleshow/120909600.cms,timesofindia.indiatimes.com,boolean,444
0.2002,candidate_irrelevant,0.302,0.083,0.238,World Inflammatory Bowel Disease day: ‘The incidence of IBD is increasing’,indianexpress.com,2022-05-21,https://indianexpress.com/article/lifestyle/health/world-inflammatory-bowel-disease-day-the-incidence-of-ibd-is-increasing-7928626/,indianexpress.com,boolean,596
0.2,candidate_irrelevant,0.283,0.0,0.355,Food festival begins in Chennai,indiatimes.com,2022-08-12,https://timesofindia.indiatimes.com/city/chennai/food-festival-begins-in-chennai/articleshow/93526590.cms,timesofindia.indiatimes.com,boolean,158
0.1991,candidate_irrelevant,0.278,0.0,0.358,Bhopal: FDA Condemned For Releasing Traders’ Names Soon After Raids,freepressjournal.in,2024-02-25,https://www.freepressjournal.in/bhopal/bhopal-fda-condemned-for-releasing-traders-names-soon-after-raids,freepressjournal.in,boolean,262
0.1974,candidate_irrelevant,0.297,0.01,0.321,"U.P. bans halal certified products, export goods to be exempted",hindustantimes.com,2023-11-19,https://www.hindustantimes.com/cities/lucknow-news/up-bans-halal-certified-products-export-goods-to-be-exempted-101700337177713.html,hindustantimes.com,boolean,1082
0.183,candidate_irrelevant,0.329,0.001,0.254,"PDS shops eye FSSAI licence in Tamil Nadu, to supply toor dal in packets",newindianexpress.com,2022-07-07,https://www.newindianexpress.com/states/tamil-nadu/2022/jul/07/pds-shops-eye-fssai-licence-in-tamil-nadu-to-supply-toor-dal-in-packets-2473799.html,newindianexpress.com,boolean,385
0.1827,candidate_irrelevant,0.376,0.0,0.207,The journey of your soft drink bottle from your recycle bin,citizenmatters.in,2021-08-24,https://bengaluru.citizenmatters.in/journey-of-recyclable-waste-65853,bengaluru.citizenmatters.in,boolean,1368
0.1813,candidate_irrelevant,0.288,0.0,0.291,Nurturing with navara,newindianexpress.com,2021-03-10,https://www.newindianexpress.com/cities/chennai/2021/mar/10/nurturing-with-navara-2274460.html,newindianexpress.com,boolean,695
0.1809,candidate_irrelevant,0.254,0.001,0.323,A Drug or Remedy? Understanding CBD Oil Beyond Its Purposes & Stereotypes,thequint.com,2023-04-12,https://www.thequint.com/fit/alt-remedies/cannabis-cbd-oil-uses-chronic-pain-and-addiction,thequint.com,boolean,1085
0.1801,candidate_irrelevant,0.361,0.0,0.214,"Idli, dosa tax: 18% GST applicable on packaged products that can make food items, rules AAR",indiatimes.com,2021-08-09,https://economictimes.indiatimes.com/small-biz/gst/idli-dosa-tax-18-gst-applicable-on-packaged-products-that-can-make-food-items-rules-aar/articleshow/85172094.cms,economictimes.indiatimes.com,boolean,377
0.1789,candidate_irrelevant,0.349,0.0,0.222,Palamuru reels under industrial pollution,thehansindia.com,2024-02-10,https://www.thehansindia.com/telangana/palamuru-reels-under-industrial-pollution-857756,thehansindia.com,boolean,379
0.1771,candidate_irrelevant,0.303,0.0,0.263,Don't know what to pack for your kid's lunch box today? Try these veggie-packed wrap recipes,hindustantimes.com,2024-07-29,https://www.hindustantimes.com/lifestyle/recipe/dont-know-what-to-pack-for-your-kids-lunch-box-today-try-these-veggie-packed-wrap-recipes-101722171922417.html,hindustantimes.com,boolean,894
0.1734,candidate_irrelevant,0.275,0.0,0.279,How often should one see a doctor for a check-up and the essential tests for 30-plus men and women,indiatimes.com,2025-06-29,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-often-should-one-see-a-doctor-for-a-check-up-and-the-essential-tests-for-30-plus-men-and-women/articleshow/122066536.cms,timesofindia.indiatimes.com,boolean,800
0.1713,candidate_irrelevant,0.282,0.0,0.265,Numerology: How Your Birth Date Can Identify Health Problems in Advance,india.com,2021-08-24,https://www.india.com/astrology/numerology-how-your-birth-date-can-identify-health-problems-in-advance-birth-date-health-issues-astrology-4908775/,india.com,boolean,1311
0.171,candidate_irrelevant,0.257,0.0,0.289,"""Oil pulling is an ancient ritual we're trying to bring back"": Arvind Chintamani, Colgate-Palmolive",afaqs.com,2021-03-07,https://www.afaqs.com/news/mktg/oil-pulling-is-an-ancient-ritual-we-want-to-revive-arvind-chintamani-colgate-palmolive,afaqs.com,boolean,947
0.1698,candidate_irrelevant,0.25,0.0,0.292,How do Koreans remain so fit? 6 diet tips to borrow from them,indiatimes.com,2024-08-06,https://timesofindia.indiatimes.com/life-style/food-news/how-do-koreans-remain-so-fit-6-diet-tips-to-borrow-from-them/articleshow/112319171.cms,timesofindia.indiatimes.com,boolean,1001
0.1671,candidate_irrelevant,0.214,0.0,0.32,MyVoice: Views of our readers 4th February 2024,thehansindia.com,2024-02-04,https://www.thehansindia.com/my-voice/myvoice-views-of-our-readers-4th-february-2024-856272,thehansindia.com,boolean,3117
0.167,candidate_irrelevant,0.241,0.0,0.292,"Medicinal cannabis- a myth, a hype or a potential reality?",indiatimes.com,2023-05-29,https://timesofindia.indiatimes.com/blogs/voices/medicinal-cannabis-a-myth-a-hype-or-a-potential-reality/,timesofindia.indiatimes.com,boolean,1012
0.1656,candidate_irrelevant,0.312,0.0,0.217,Food Safety Department mandates consumer feedback apps for sweet shops in Prayagraj to enhance transparency,indiatimes.com,2025-07-27,https://timesofindia.indiatimes.com/city/allahabad/food-safety-department-mandates-consumer-feedback-apps-for-sweet-shops-in-prayagraj-to-enhance-transparency/articleshow/122934730.cms,timesofindia.indiatimes.com,boolean,458
0.1636,candidate_irrelevant,0.28,0.0,0.242,How are police station canteens in New Delhi introducing healthy meals,thehindu.com,2022-02-19,https://www.thehindu.com/news/cities/Delhi/explained-how-are-police-station-canteens-in-new-delhi-introducing-healthy-meals/article65065136.ece,thehindu.com,boolean,812
0.1614,candidate_irrelevant,0.273,0.006,0.235,Of W-Day hangovers withering heights,hindustantimes.com,2025-03-09,https://www.hindustantimes.com/cities/chandigarh-news/witerati-of-w-day-hangovers-withering-heights-101741464669254.html,hindustantimes.com,boolean,699
0.1589,candidate_irrelevant,0.254,0.0,0.253,UPSC Essentials | Daily subject-wise quiz,indianexpress.com,2026-06-11,https://indianexpress.com/article/upsc-current-affairs/upsc-essentials/upsc-subject-wise-quiz-week-166-10735298/,indianexpress.com,boolean,1545
0.1571,candidate_irrelevant,0.245,0.0,0.257,The end of innocence?,freepressjournal.in,2022-12-27,https://www.freepressjournal.in/analysis/the-end-of-innocence,freepressjournal.in,boolean,1267
0.1524,candidate_irrelevant,0.227,0.0,0.26,Alpilean Reviews: Untold Side Effects Truth About Alpine Weight Loss Pills,tribuneindia.com,2022-11-30,https://www.tribuneindia.com/news/brand-connect/alpilean-reviews-untold-side-effects-truth-about-alpine-weight-loss-pills-himalayan-ice-hack-456296,tribuneindia.com,boolean,4609
0.1459,candidate_irrelevant,0.264,0.0,0.202,Jallikattu in the time of a pandemic: What is different this year?,thehindu.com,2021-01-13,https://www.thehindu.com/society/jallikattu-in-the-time-of-a-pandemic-what-is-different-this-year/article33568096.ece,thehindu.com,boolean,810
0.1449,candidate_irrelevant,0.25,0.0,0.213,Tulum Cheese: A Unique Turkish Delicacy,indiatimes.com,2024-08-23,https://timesofindia.indiatimes.com/life-style/food-news/tulum-cheese-a-unique-turkish-delicacy/articleshow/112742206.cms,timesofindia.indiatimes.com,boolean,1054
0.1425,candidate_irrelevant,0.258,0.0,0.197,Active Keto Gummies Australia (AU) – Amazon Legit Price (Keto Gummies Chemist Warehouse) Is Chemist Warehouse Keto Gummies New Zealand Trustable Gummies?,tribuneindia.com,2023-09-26,https://www.tribuneindia.com/news/brand-connect/active-keto-gummies-australia-au-–-amazon-legit-price-keto-gummies-chemist-warehouse-is-chemist-warehouse-keto-gummies-new-zealand-trustable-gummies-547972,tribuneindia.com,boolean,1749
0.1388,candidate_irrelevant,0.277,0.0,0.166,Why I Love Driving But Don't Particularly Like The Men On My Passenger Seat,feminisminindia.com,2022-01-14,https://feminisminindia.com/2022/01/14/why-i-love-driving-but-dont-particularly-like-the-men-on-my-passenger-seat/,feminisminindia.com,boolean,1672
0.1342,candidate_irrelevant,0.264,0.0,0.164,"Itâs Diwali, soan papdi memes are back the sweetâs still going places",indiatimes.com,2025-10-19,https://timesofindia.indiatimes.com/city/pune/its-diwali-soan-papdi-memes-are-back-the-sweets-still-going-places/articleshow/124678165.cms,timesofindia.indiatimes.com,boolean,1000
0.1306,candidate_irrelevant,0.237,0.0,0.18,Can You Trust Alpine Ice Hack Weight Loss Customer Results,tribuneindia.com,2023-02-18,https://www.tribuneindia.com/news/brand-connect/alpilean-reviews-can-you-trust-alpine-ice-hack-weight-loss-customer-results-481013,tribuneindia.com,boolean,3006
0.1149,candidate_irrelevant,0.266,0.0,0.101,"Liver Doctor, Zoho CEO’s bitter exchange over 'health benefits of grounding'",indiatoday.in,2024-08-26,https://www.indiatoday.in/health/story/liver-doc-zoho-ceo-sridhar-vembu-claims-health-benefits-walking-barefoot-grounding-2587894-2024-08-26?utm_source=rss,indiatoday.in,boolean,543
0.1119,candidate_irrelevant,0.266,0.0,0.092,"Sridha Vembu, The Liver Doc trade insults over benefits of walking barefoot: ‘Health-illiterate boomer uncle’",hindustantimes.com,2024-08-26,https://www.hindustantimes.com/trending/sridha-vembu-the-liver-doc-trade-insults-over-benefits-of-walking-barefoot-health-illiterate-boomer-uncle-101724637094561.html,hindustantimes.com,boolean,989
0.1057,candidate_irrelevant,0.25,0.0,0.088,Uthiramerur women lead organic farming revolution amid pandemic struggles,newindianexpress.com,2024-10-06,https://www.newindianexpress.com/good-news/2024/Oct/06/uthiramerur-women-lead-organic-farming-revolution-amid-pandemic-struggles,newindianexpress.com,boolean,776
0.1021,candidate_irrelevant,0.253,0.0,0.073,Mushrooms On Track To Become The Superfood Of 2022,forbesindia.com,2022-01-12,https://www.forbesindia.com/article/lifes/mushrooms-on-track-to-become-the-superfood-of-2022/72903/1,forbesindia.com,boolean,549
0.101,candidate_irrelevant,0.253,0.0,0.069,"Stocks in news: Adani Enterprises, Adani Ports, YES Bank, Edelweiss Financial Services, Natco Pharma",indiatimes.com,2023-03-03,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-adani-enterprises-adani-ports-yes-bank-edelweiss-financial-services-natco-pharma/articleshow/98370512.cms,economictimes.indiatimes.com,boolean,435
0.101,candidate_irrelevant,0.177,0.0,0.146,"Bangladesh in turmoil, alderman to MCD, Horticulture clusters more",indianexpress.com,2024-08-06,https://indianexpress.com/article/upsc-current-affairs/upsc-key-bangladesh-in-turmoil-alderman-to-mcd-horticulture-clusters-more-9498513/,indianexpress.com,boolean,5412
0.095,candidate_irrelevant,0.222,0.023,0.054,Centre’s oil palm push a death knell for Meghalaya,theshillongtimes.com,2021-08-25,https://theshillongtimes.com/2021/08/25/centres-oil-palm-push-a-death-knell-for-meghalaya/,theshillongtimes.com,boolean,703
0.0923,candidate_irrelevant,0.267,0.005,0.021,Plan To Convert Used Cooking Oil Into Biofuel,indiatimes.com,2022-07-16,https://timesofindia.indiatimes.com/city/kochi/plan-to-convert-used-cooking-oil-into-biofuel/articleshow/92911789.cms,timesofindia.indiatimes.com,boolean,110
