keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
mustard,phrase_frequency; tfidf,2,0.666667,131,34,0.140182,0.0,0.059009,0.161905,0.148868,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,Patanjali's mustard oil unit in Alwar raided by Rajasthan govt: Report,https://www.opindia.com/2021/05/patanjali-mustard-oil-mill-alwar-raided-rajasthan-gehlot/,"...ter’s remark on allopathy, it has now been reported that Alwar collectorate officials have raided Patanjali’s mustard oil manufacturer Singhania oil mill. As per a Republic World report, a raid was conducted on the mill on the...",1,2,human_irrelevant_articles_only,210,38237e4f-6b76-4d23-a854-743bda65fd24,opindia.com,opindia.com,2021-05-27,irrelevant,343
edible oils,phrase_frequency; tfidf,2,0.666667,93,55,0.091447,0.0,0.041892,0.261905,0.144243,other_candidate,drop,low score or outside edible-oil/adulteration scope,6,Vig Raids To Check Edible Oil Hoarding | Vijayawada News - Times of India,https://timesofindia.indiatimes.com/city/vijayawada/vig-raids-to-check-edible-oil-hoarding/articleshow/90039485.cms,"Vijayawada/Visakhapatnam: With a view to controlling the price of palmolein oil, other edible oils, oilseeds, and pulses in market, surprise raids were carried out on 126 wholesale and retail traders, superma...",1,2,human_irrelevant_articles_only,210,6a9cc28d-e0d0-4c6b-a20e-28e01f86f537,timesofindia.indiatimes.com,indiatimes.com,2022-03-07,irrelevant,275
coconut,phrase_frequency; tfidf,2,0.666667,111,15,0.160635,0.0,0.05,0.071429,0.141103,other_candidate,drop,low score or outside edible-oil/adulteration scope,31,Fake Coconut Oil Identity: Signs your coconut oil is fake and how to spot the real one,https://timesofindia.indiatimes.com/life-style/beauty/signs-your-coconut-oil-is-fake-and-how-to-spot-the-real-one/photostory/124849847.cms,"As the price of coconut oil continues to surge in the market, especially in the southern region of India, the rising prices have now...",1,2,human_irrelevant_articles_only,210,0d4a2c7f-33c8-47ce-a96a-894e55407c0c,timesofindia.indiatimes.com,indiatimes.com,2025-11-03,irrelevant,479
million tonnes,phrase_frequency; tfidf,2,0.666667,68,33,0.079702,0.0,0.030631,0.157143,0.122728,other_candidate,drop,outside edible-oil/adulteration domain,14,Blended edible oil beneficial: FSSAI | Today News,https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,"...22, India is estimated to have produced record-high mustard seeds in the rabi, or winter, crop season of 11.9 million tonnes (mt) against the previous year’s 10.2 mt, according to the agriculture ministry. The FSSAI banned the blendin...",1,2,human_irrelevant_articles_only,210,20fcaf5a-642c-47df-aa70-1885af131081,livemint.com,livemint.com,2023-10-18,irrelevant,526
joko widodo,phrase_frequency; tfidf,2,0.666667,48,44,0.057045,0.0,0.021622,0.209524,0.121304,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"Indonesia will effectively ban palm oil exports from April 28, until further notice, after President Joko Widodo on Friday announced a halting of shipments of cooking oil and its raw material to control soaring domestic pr...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
oil industry,phrase_frequency; tfidf,2,0.666667,49,41,0.060615,0.0,0.022072,0.195238,0.120479,other_candidate,drop,low score or outside edible-oil/adulteration scope,17,The mustard oil mystery: Why is it banned in the US and Europe?,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-mustard-oil-mystery-why-is-it-banned-in-the-us-and-europe/photostory/106086699.cms,...here is hope for a safer and healthier mustard oil thanks to advancements in processing techniques within the oil industry. The journey of mustard seed oil is being discussed and may eventually be reexamined and accepted in the culi...,1,2,human_irrelevant_articles_only,210,1fcb37d8-94a1-4a26-b473-2a2291a77719,timesofindia.indiatimes.com,indiatimes.com,2023-12-18,irrelevant,455
domestic market,phrase_frequency; tfidf,2,0.666667,51,40,0.061139,0.0,0.022973,0.190476,0.120083,other_candidate,drop,outside edible-oil/adulteration domain,40,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,...pelled to suspend futures tradings in some farm commodities because of the high prices of cooking oils in the domestic market. “We feel that the futures trading is also important for price discovery. We request the government to revisi...,1,2,human_irrelevant_articles_only,210,ec80beb1-bbc7-4489-88d9-94cbc3ee3c41,financialexpress.com,financialexpress.com,2021-12-20,irrelevant,595
president joko,phrase_frequency; tfidf,2,0.666667,46,42,0.056751,0.0,0.020721,0.2,0.119638,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"Indonesia will effectively ban palm oil exports from April 28, until further notice, after President Joko Widodo on Friday announced a halting of shipments of cooking oil and its raw material to control soaring dome...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
president joko widodo,phrase_frequency; tfidf,2,0.666667,46,42,0.056751,0.0,0.020721,0.2,0.119638,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"Indonesia will effectively ban palm oil exports from April 28, until further notice, after President Joko Widodo on Friday announced a halting of shipments of cooking oil and its raw material to control soaring domestic pr...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
rice bran,phrase_frequency; tfidf,2,0.666667,65,17,0.099033,0.0,0.029279,0.080952,0.117863,other_candidate,drop,outside edible-oil/adulteration domain,12,Food Dept Seizes 831l Mustard Oil | Kanpur News - Times of India,https://timesofindia.indiatimes.com/city/kanpur/food-dept-seizes-831l-mustard-oil/articleshow/98439612.cms,"...mar, around 15 teams after roaming in the district collected 19 samples of cheese, mawa, papad, besan, maida, rice bran oil, mixed milk and sweets from 4 vendors. Singh said raids were conducted in compliance with the orders of c...",1,2,human_irrelevant_articles_only,210,550164f2-8162-4282-bf01-8cacf0b1962e,timesofindia.indiatimes.com,indiatimes.com,2023-03-06,irrelevant,176
solvent extractors,phrase_frequency; tfidf,2,0.666667,45,43,0.049538,0.0,0.02027,0.204762,0.11776,other_candidate,drop,outside edible-oil/adulteration domain,40,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,"...gh of 14.23 per cent amid hardening of prices of mineral oils, basic metals, crude petroleum and natural gas. Solvent Extractors Association of India (SEA) Executive Director B V Mehta said the government was compelled to suspend futures...",1,2,human_irrelevant_articles_only,210,ec80beb1-bbc7-4489-88d9-94cbc3ee3c41,financialexpress.com,financialexpress.com,2021-12-20,irrelevant,595
bulk cooking,phrase_frequency; tfidf,2,0.666667,47,26,0.083065,0.0,0.021171,0.12381,0.117487,other_candidate,drop,low score or outside edible-oil/adulteration scope,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"...recent days over high cooking oil prices. Indonesia's government has set a cap of 14,000 rupiah per litre for bulk cooking oil, but Trade Ministry data showed that it was sold at more than 18,000 rupiah this month. A government inve...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
per litre,phrase_frequency; tfidf,2,0.666667,53,26,0.081734,0.0,0.023874,0.12381,0.117426,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"..."" it said in a statement. In Indonesia, the retail price of cooking oil averages out at 26,436 rupiah ($1.84) per litre, up more than 40% so far this year. In some provinces across the country, the prices have nearly doubled in t...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
lakh tonnes,phrase_frequency; tfidf,2,0.666667,57,20,0.079684,0.0,0.025676,0.095238,0.112693,other_candidate,drop,outside edible-oil/adulteration domain,53,India’s edible oil prices may rise due to Indonesia’s export ban on palm oil,https://www.siasat.com/indias-edible-oil-prices-may-rise-due-to-indonesias-export-ban-on-palm-oil-2314604/,"...producer and supplier of palm oil — has announced a ban on its export from April 28. India imports roughly 80 lakh tonnes of palm oil from Indonesia, Malaysia and Thailand annually. Of the approximate six lakh tonnes per month impo...",1,2,human_irrelevant_articles_only,210,df9da125-a8ba-4c55-9493-981b9f694195,siasat.com,siasat.com,2022-04-24,irrelevant,480
oil exports,phrase_frequency; tfidf,2,0.666667,48,32,0.054071,0.0,0.021622,0.152381,0.111692,other_candidate,drop,low score or outside edible-oil/adulteration scope,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"Indonesia will effectively ban palm oil exports from April 28, until further notice, after President Joko Widodo on Friday announced a halting of shipments o...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
rupiah per,phrase_frequency; tfidf,2,0.666667,37,20,0.078727,0.0,0.016667,0.095238,0.111007,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"...across Indonesia in recent days over high cooking oil prices. Indonesia's government has set a cap of 14,000 rupiah per litre for bulk cooking oil, but Trade Ministry data showed that it was sold at more than 18,000 rupiah this m...",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
rupiah per litre,phrase_frequency; tfidf,2,0.666667,37,20,0.077985,0.0,0.016667,0.095238,0.110747,other_candidate,drop,outside edible-oil/adulteration domain,46,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,"...across Indonesia in recent days over high cooking oil prices. Indonesia's government has set a cap of 14,000 rupiah per litre for bulk cooking oil, but Trade Ministry data showed that it was sold at more than 18,000 rupiah this month....",1,2,human_irrelevant_articles_only,210,0946a1d4-5e62-4801-bcbd-24a14ddcb364,businesstoday.in,businesstoday.in,2022-04-22,irrelevant,516
oil export,phrase_frequency; tfidf,2,0.666667,38,28,0.060241,0.0,0.017117,0.133333,0.110319,other_candidate,drop,low score or outside edible-oil/adulteration scope,43,Palm oil ban: Edible oil industry asks govt to initiate dialogue with Indonesia - BusinessToday,https://www.businesstoday.in/industry/story/palm-oil-ban-edible-oil-industry-asks-govt-to-initiate-dialogue-with-indonesia-331104-2022-04-25,"...suggested immediate initiation of government to government (G2G) dialogue with Indonesia on the proposed palm oil export ban from April 28 by them as it would have an adverse repercussions in India. Indonesia, which is the world's...",1,2,human_irrelevant_articles_only,210,6f6ba76d-9689-4d3c-808b-f21963237165,businesstoday.in,businesstoday.in,2022-04-25,irrelevant,482
used cooking,phrase_frequency; tfidf,2,0.666667,38,18,0.062584,0.0,0.017117,0.085714,0.103996,other_candidate,drop,low score or outside edible-oil/adulteration scope,10,FDA cracks down on shop selling reused cooking oil - Deshdoot,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,"...seized the cooking oil, which is harmful to health. Traders playing with citizens’ health by repeatedly using used cooking oil have now come under the radar of the Food and Drug Administration. Edible oil is suitable for frying if i...",1,2,human_irrelevant_articles_only,210,b1c44e6f-9e5e-4ada-9ace-5f0198a5d65a,deshdoot.com,deshdoot.com,2022-07-20,irrelevant,310
oil imports,phrase_frequency; tfidf,2,0.666667,32,25,0.047411,0.0,0.014414,0.119048,0.10328,other_candidate,drop,low score or outside edible-oil/adulteration scope,14,Blended edible oil beneficial: FSSAI | Today News,https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,"...2021 to benefit farmers, provide healthy oil for human consumption and decrease India’s dependence on edible oil imports by increasing production. “After the healthy situation of mustard farmers and an increase in mustard seed are...",1,2,human_irrelevant_articles_only,210,20fcaf5a-642c-47df-aa70-1885af131081,livemint.com,livemint.com,2023-10-18,irrelevant,526
extractors association,phrase_frequency; tfidf,2,0.666667,23,23,0.049538,0.0,0.01036,0.109524,0.101987,other_candidate,drop,outside edible-oil/adulteration domain,40,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,"....23 per cent amid hardening of prices of mineral oils, basic metals, crude petroleum and natural gas. Solvent Extractors Association of India (SEA) Executive Director B V Mehta said the government was compelled to suspend futures tradings in...",1,2,human_irrelevant_articles_only,210,ec80beb1-bbc7-4489-88d9-94cbc3ee3c41,financialexpress.com,financialexpress.com,2021-12-20,irrelevant,595
solvent extractors association,phrase_frequency; tfidf,2,0.666667,22,22,0.049538,0.0,0.00991,0.104762,0.101206,other_candidate,drop,outside edible-oil/adulteration domain,40,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,"...gh of 14.23 per cent amid hardening of prices of mineral oils, basic metals, crude petroleum and natural gas. Solvent Extractors Association of India (SEA) Executive Director B V Mehta said the government was compelled to suspend futures tradings in...",1,2,human_irrelevant_articles_only,210,ec80beb1-bbc7-4489-88d9-94cbc3ee3c41,financialexpress.com,financialexpress.com,2021-12-20,irrelevant,595
soyoil,phrase_frequency; tfidf,2,0.666667,33,15,0.060901,0.0,0.014865,0.071429,0.100926,other_candidate,drop,low score or outside edible-oil/adulteration scope,45,Soyoil futures surge as Indonesia bans palm oil exports to increase supply,https://economictimes.indiatimes.com/news/international/us/soyoil-futures-surge-as-indoinesia-bans-palm-oil-exports-to-increase-supply/articleshow/91011661.cms,"As soon as Indonesia announced the ban, there was a more than 3% jump in the U.S soyoil futures to 84.03 cents/pound. Atul Chaturvedi, trade body Solvent Extractors Association of India (SEA) Presi...",1,2,human_irrelevant_articles_only,210,46173000-0f94-4a22-b9c9-03f5067763b0,economictimes.indiatimes.com,indiatimes.com,2022-04-22,irrelevant,244
samples,phrase_frequency; tfidf,2,0.666667,33,16,0.05679,0.0,0.014865,0.07619,0.100202,other_candidate,drop,low score or outside edible-oil/adulteration scope,4,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...gn, FDA has inspected 1,131 premises related to food business in the city in the last few months. âAround 881 samples were collected from 1,131 food establishments and sent for testing at the government laboratory. The results...",1,2,human_irrelevant_articles_only,210,8881cf6e-374b-42f1-af1d-40e11f97d7df,timesofindia.indiatimes.com,indiatimes.com,2022-01-10,irrelevant,392
de-oiled,phrase_frequency; tfidf,2,0.666667,38,7,0.072184,0.0,0.017117,0.033333,0.099499,other_candidate,drop,low score or outside edible-oil/adulteration scope,13,"Income Tax dept raids on edible oil business group across Bengal, Assam",https://www.indiatoday.in/india/story/west-bengal-income-tax-raid-business-group-rice-bran-oil-2380108-2023-05-16?utm_source=rss,"...ngaged in a variety ofÂ businesses ranging from the production and sale of edible Rice Bran Oil, mustard oil, De-Oiled Rice Bran (DORB), different types of chemicals and real estate, etc. A total of 23 premises spread over Uttar...",1,2,human_irrelevant_articles_only,210,3a80f6a0-850f-49fc-9c2d-a9faf5732ecf,indiatoday.in,indiatoday.in,2023-05-16,irrelevant,365
de-oiled rice,phrase_frequency; tfidf,2,0.666667,38,7,0.072184,0.0,0.017117,0.033333,0.099499,other_candidate,drop,low score or outside edible-oil/adulteration scope,13,"Income Tax dept raids on edible oil business group across Bengal, Assam",https://www.indiatoday.in/india/story/west-bengal-income-tax-raid-business-group-rice-bran-oil-2380108-2023-05-16?utm_source=rss,"...ngaged in a variety ofÂ businesses ranging from the production and sale of edible Rice Bran Oil, mustard oil, De-Oiled Rice Bran (DORB), different types of chemicals and real estate, etc. A total of 23 premises spread over Uttar Dina...",1,2,human_irrelevant_articles_only,210,3a80f6a0-850f-49fc-9c2d-a9faf5732ecf,indiatoday.in,indiatoday.in,2023-05-16,irrelevant,365
de-oiled rice bran,phrase_frequency; tfidf,2,0.666667,38,7,0.072184,0.0,0.017117,0.033333,0.099499,other_candidate,drop,low score or outside edible-oil/adulteration scope,13,"Income Tax dept raids on edible oil business group across Bengal, Assam",https://www.indiatoday.in/india/story/west-bengal-income-tax-raid-business-group-rice-bran-oil-2380108-2023-05-16?utm_source=rss,"...ngaged in a variety ofÂ businesses ranging from the production and sale of edible Rice Bran Oil, mustard oil, De-Oiled Rice Bran (DORB), different types of chemicals and real estate, etc. A total of 23 premises spread over Uttar Dinajpur,...",1,2,human_irrelevant_articles_only,210,3a80f6a0-850f-49fc-9c2d-a9faf5732ecf,indiatoday.in,indiatoday.in,2023-05-16,irrelevant,365
industry body,phrase_frequency; tfidf,2,0.666667,34,12,0.059782,0.0,0.015315,0.057143,0.098459,other_candidate,drop,outside edible-oil/adulteration domain,43,Palm oil ban: Edible oil industry asks govt to initiate dialogue with Indonesia - BusinessToday,https://www.businesstoday.in/industry/story/palm-oil-ban-edible-oil-industry-asks-govt-to-initiate-dialogue-with-indonesia-331104-2022-04-25,The cooking oil national industry body -- Solvent Extractors' Association (SEA) of India has suggested immediate initiation of government to governm...,1,2,human_irrelevant_articles_only,210,6f6ba76d-9689-4d3c-808b-f21963237165,businesstoday.in,businesstoday.in,2022-04-25,irrelevant,482
economic times,phrase_frequency; tfidf,2,0.666667,36,10,0.059411,0.0,0.016216,0.047619,0.097036,other_candidate,drop,outside edible-oil/adulteration domain,15,FDA to ban Brominated Vegetable Oil in soda and food; here’s how it was impacting your health,https://economictimes.indiatimes.com/news/international/us/fda-to-ban-brominated-vegetable-oil-in-soda-and-food-heres-how-it-was-impacting-your-health/articleshow/104950776.cms,"...tch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.) Download The Economic Times News App to get Daily International News Updates. (Catch all the US News, UK Ne...",1,2,human_irrelevant_articles_only,210,9f0b5a3c-1947-464b-baab-0236bea42e05,economictimes.indiatimes.com,indiatimes.com,2023-11-03,irrelevant,544
million tonne,phrase_frequency; tfidf,2,0.666667,32,12,0.047508,0.0,0.014414,0.057143,0.094028,other_candidate,drop,outside edible-oil/adulteration domain,38,Food regulator bans blending of mustard oil with other edible oils,https://www.financialexpress.com/market/commodities/food-regulator-bans-blending-of-mustard-oil-with-other-edible-oils/2223586/,"...s released by the agriculture ministry in February, there may be a record production of mustard seen at 10.43 million tonne in 2020-21 crop year (July-June), up by over 14% from the previous year. However, the Central Organization fo...",1,2,human_irrelevant_articles_only,210,62d066c4-37e0-4721-9fd3-f6a841813925,financialexpress.com,financialexpress.com,2021-03-31,irrelevant,535
oil palm,phrase_frequency; tfidf,2,0.666667,18,12,0.041909,0.0,0.008108,0.057143,0.091122,other_candidate,drop,low score or outside edible-oil/adulteration scope,42,"Sunflower oil shortage boon for palm oil producers, bane for consumers",https://www.siasat.com/sunflower-oil-shortage-boon-for-palm-oil-producers-bane-for-consumers-2290324/,"...ally in a bid to curtail a dramatic rise in domestic cooking oil prices. Indonesia is the largest producer of oil palm, followed by Malaysia. Despite several attempts made by the Centre to cool off edible oil prices, nothing muc...",1,2,human_irrelevant_articles_only,210,fe4dfab2-352e-44bf-b6cd-728b96d246ec,siasat.com,siasat.com,2022-03-13,irrelevant,619
oil used,phrase_frequency; tfidf,2,0.666667,5,5,0.041227,0.0,0.002252,0.02381,0.085005,other_candidate,drop,low score or outside edible-oil/adulteration scope,10,FDA cracks down on shop selling reused cooking oil - Deshdoot,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,"...obesity, and diabetes. FDA officers Vivek Patil and Pramod Patil have taken action and seized samples of the oil used by the baker which is now in the possession of the Reused Cooking Oil (RUCO) organisation. The reused oil has...",1,2,human_irrelevant_articles_only,210,b1c44e6f-9e5e-4ada-9ace-5f0198a5d65a,deshdoot.com,deshdoot.com,2022-07-20,irrelevant,310
worth rs,tfidf,1,0.333333,40,18,0.053491,0.0,0.018018,0.085714,0.067615,other_candidate,drop,outside edible-oil/adulteration domain,3,Mumbai DRI seizes heroin worth Rs 125 crore hidden in cooking oil cargo,https://www.mid-day.com/mumbai/mumbai-crime-news/article/mumbai-dri-seizes-heroin-worth-rs-125-crore-hidden-in-cooking-oil-cargo-23195807,Mumbai DRI seizes heroin worth Rs 125 crore hidden in cooking oil cargo Further investigations led the DRI to businessman Sandeep Thakker in so...,1,2,human_irrelevant_articles_only,210,78cb9c4b-bab2-417e-9c58-3c77217bd94c,mid-day.com,mid-day.com,2021-10-08,irrelevant,150
oil supply,tfidf,1,0.333333,26,18,0.050113,0.0,0.011712,0.085714,0.065487,other_candidate,drop,low score or outside edible-oil/adulteration scope,42,"Sunflower oil shortage boon for palm oil producers, bane for consumers",https://www.siasat.com/sunflower-oil-shortage-boon-for-palm-oil-producers-bane-for-consumers-2290324/,"...e roof. The geo-political worries in the Black Sea region has a significant bearing on sunflower seed and its oil supply from the region, as both countries involved in the war are major sources for the oilseed. India is a major im...",1,2,human_irrelevant_articles_only,210,fe4dfab2-352e-44bf-b6cd-728b96d246ec,siasat.com,siasat.com,2022-03-13,irrelevant,619
oil export ban,tfidf,1,0.333333,26,21,0.043088,0.0,0.011712,0.1,0.065171,enforcement/evidence,drop,weak domain term below threshold,43,Palm oil ban: Edible oil industry asks govt to initiate dialogue with Indonesia - BusinessToday,https://www.businesstoday.in/industry/story/palm-oil-ban-edible-oil-industry-asks-govt-to-initiate-dialogue-with-indonesia-331104-2022-04-25,"...suggested immediate initiation of government to government (G2G) dialogue with Indonesia on the proposed palm oil export ban from April 28 by them as it would have an adverse repercussions in India. Indonesia, which is the world's lar...",1,2,human_irrelevant_articles_only,210,6f6ba76d-9689-4d3c-808b-f21963237165,businesstoday.in,businesstoday.in,2022-04-25,irrelevant,482
raids,tfidf,1,0.333333,28,12,0.060115,0.0,0.012613,0.057143,0.064837,enforcement/evidence,drop,weak domain term below threshold,6,Vig Raids To Check Edible Oil Hoarding | Vijayawada News - Times of India,https://timesofindia.indiatimes.com/city/vijayawada/vig-raids-to-check-edible-oil-hoarding/articleshow/90039485.cms,"...a view to controlling the price of palmolein oil, other edible oils, oilseeds, and pulses in market, surprise raids were carried out on 126 wholesale and retail traders, supermarkets, and manufacturing units by vigilance & en...",1,2,human_irrelevant_articles_only,210,6a9cc28d-e0d0-4c6b-a20e-28e01f86f537,timesofindia.indiatimes.com,indiatimes.com,2022-03-07,irrelevant,275
domestic cooking,tfidf,1,0.333333,27,17,0.049509,0.0,0.012162,0.080952,0.064629,other_candidate,drop,low score or outside edible-oil/adulteration scope,42,"Sunflower oil shortage boon for palm oil producers, bane for consumers",https://www.siasat.com/sunflower-oil-shortage-boon-for-palm-oil-producers-bane-for-consumers-2290324/,"...ecently mandated a minimum proportion of production to be sold locally in a bid to curtail a dramatic rise in domestic cooking oil prices. Indonesia is the largest producer of oil palm, followed by Malaysia. Despite several attempts mad...",1,2,human_irrelevant_articles_only,210,fe4dfab2-352e-44bf-b6cd-728b96d246ec,siasat.com,siasat.com,2022-03-13,irrelevant,619
last year,tfidf,1,0.333333,30,18,0.041194,0.0,0.013514,0.085714,0.062636,other_candidate,drop,outside edible-oil/adulteration domain,4,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...ecycling through a Mumbai company. The measure was undertaken as a part of the âEat Rightâ campaign initiated last year which aimed to enforce quality standards of food and eatables being sold at food joints, outlets, eateries an...",1,2,human_irrelevant_articles_only,210,8881cf6e-374b-42f1-af1d-40e11f97d7df,timesofindia.indiatimes.com,indiatimes.com,2022-01-10,irrelevant,392
breaking news and latest,yake,1,0.333333,8,4,0.0,0.031056,0.003604,0.019048,0.044495,other_candidate,drop,outside edible-oil/adulteration domain,18,"Maharashtra FDA cracks down on McDonald's, catches fast food major using cheap vegetable oil in place of cheese",https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,"...le the benchmark indices ended muted with a negative bias. With inputs from TOI (Catch all the Business News, Breaking News and Latest News Updates on The Economic Times.) Subscribe to The Economic Times Prime and read the ET ePaper online. (Ca...",1,2,human_irrelevant_articles_only,210,ff36bc45-8e01-4283-9969-7759db5eb370,economictimes.indiatimes.com,indiatimes.com,2024-02-23,irrelevant,372
alok ranjan,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of li...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
alok ranjan argues,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, quality of life, edu...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
author alok,phrase_frequency,1,0.333333,32,8,0.0,0.0,0.014414,0.038095,0.04121,other_candidate,drop,outside edible-oil/adulteration domain,130,Centre Conducts Raids In Several States Over Hoarding Of Edible Oil,https://www.businessworld.in/article/Centre-Conducts-Raids-In-Several-States-Over-Hoarding-Of-Edible-Oil/27-05-2022-430461,"Former Uttar Pradesh Chief Secretary and author Alok Ranjan argues that India’s development journey must move beyond economic output to focus on happiness, qualit...",1,2,human_irrelevant_articles_only,210,84b63223-8176-4e31-939c-43a0a9b7340b,businessworld.in,businessworld.in,2022-05-27,irrelevant,682
