corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,blacklisting directive,issuedby,Ch Venkaiah Chowdary,1,1,0.85,https://timesofindia.indiatimes.com/city/amaravati/after-ghee-row-tirumala-trust-blacklists-2-cashew-firms-for-forging-documents/articleshow/125478564.cms,he directed the officials to get the companies blacklisted
News,Ghee,strict vigil directive,issuedby,FSSAI,1,1,0.95,https://www.livemint.com/industry/fssai-food-adulteration-states-union-territories-festive-season-sweets-savouries-milk-milk-products-11726203930361.html,FSSAI directs state/UTs to keep vigil
News,Ghee,FSSAI directive on vigil,targets,sweets,1,1,0.9,https://www.livemint.com/industry/fssai-food-adulteration-states-union-territories-festive-season-sweets-savouries-milk-milk-products-11726203930361.html,strict vigil is to be kept on the manufacturing and sale of sweets
News,Ghee,Raids on Jayshri Gayatri Food Products,issuedby,Enforcement Directorate,1,1,0.95,https://www.hindustantimes.com/india-news/ed-raids-9-places-in-madhya-pradesh-linked-to-company-exporting-adulterated-milk-products-in-india-and-abroad-101738135238214.html,The Enforcement Directorate (ED) on Wednesday carried out raids
News,Ghee,ED raids,targets,milk products,1,1,0.9,https://www.hindustantimes.com/india-news/ed-raids-9-places-in-madhya-pradesh-linked-to-company-exporting-adulterated-milk-products-in-india-and-abroad-101738135238214.html,raids at nine locations... involved in producing and distributing adulterated milk products
News,Ghee,ghee seizure operation,issuedby,Gujarat's Food and Drugs Control Administration,1,1,0.9,https://timesofindia.indiatimes.com/city/surat/ahead-of-diwali-10000kg-of-spurious-ghee-seized/articleshow/124310125.cms,Gujarat's Food and Drugs Control Administration (FDCA) seized over 12 tonnes of suspect ghee
News,Ghee,Shakti Dairy inspection finding,triggeredaction,Seizure of 1700 kg curd,1,1,0.9,https://www.deccanchronicle.com/southern-states/telangana/telangana-dairy-inspection-reveals-contaminated-ghee-dead-lizard-near-food-1858425,"1,700 kg of curd was seized due to labeling violations"
News,Ghee,Shakti Dairy inspection finding,triggeredaction,Discarding of 720 kg curd,1,1,0.9,https://www.deccanchronicle.com/southern-states/telangana/telangana-dairy-inspection-reveals-contaminated-ghee-dead-lizard-near-food-1858425,inspection led to the discarding of 720 kg of curd
News,Ghee,"Seizure of 2,029 kg adulterated ghee",triggeredaction,Arrest of Bharat Polara and Amin Vadhwaniya,1,1,0.85,https://www.thehansindia.com/news/national/gujarat-massive-adulterated-ghee-racket-busted-in-surat-2-arrested--1066385,"Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men"
News,Ghee,"Seizure of 2,029 kilograms of adulterated ghee",triggeredaction,Arrest of Bharat Polara and Amin Vadhwaniya,1,1,0.85,https://www.thehansindia.com/news/national/gujarat-massive-adulterated-ghee-racket-busted-in-surat-2-arrested--1066385,"Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men"
News,Ghee,booking of FSO and owner,issuedby,Patiala police,1,1,0.9,https://www.hindustantimes.com/cities/chandigarh-news/400kg-spurious-paneer-goes-missing-patiala-food-safety-officer-booked-101700337717077.html,Patiala police on Saturday booked a food safety officer
News,Ghee,TTD ghee adulteration case,triggeredaction,charge-sheet filing,1,1,0.9,https://www.thehindu.com/news/national/andhra-pradesh/cbi-led-sit-files-final-charge-sheet-in-ttd-ghee-adulteration-case/article70543413.ece,SIT authorities submitted their final charge-sheet
News,Ghee,contract cancellation,targets,ghee,1,1,0.85,https://timesofindia.indiatimes.com/city/vadodara/substandard-ghee-supplied-to-make-prasad-in-ambaji/articleshow/104146821.cms,We have cancelled the catererâs contract on September 30
News,Ghee,seizure of adulterated paneer and khoya,issuedby,FSSAI,1,1,0.9,https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms,seized by FSSAI
News,Ghee,confiscation of expired food,issuedby,FSSAI,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms,Authorities confiscated nearly 400 kg of expired and contaminated food items
News,Ghee,special Diwali campaign,issuedby,Food Safety and Drug Administration,1,1,0.9,https://www.freepressjournal.in/india/uttar-pradesh-news-yogi-govt-launches-statewide-crackdown-on-adulterated-food-ahead-of-diwali-2025,Food Safety and Drug Administration is conducting a special Diwali campaign
News,Ghee,Diwali Campaign 2025,targets,adulterated and unsafe food,1,1,0.85,https://www.freepressjournal.in/india/uttar-pradesh-news-yogi-govt-launches-statewide-crackdown-on-adulterated-food-ahead-of-diwali-2025,"seizure of 2,993 quintals of adulterated and unsafe food"
News,Ghee,Diwali Campaign 2025,targets,Perishable items,1,1,0.8,https://www.freepressjournal.in/india/uttar-pradesh-news-yogi-govt-launches-statewide-crackdown-on-adulterated-food-ahead-of-diwali-2025,Perishable items are seized and destroyed on the spot
News,Ghee,Ghee adulteration finding,triggeredaction,License suspension notice,1,1,0.95,https://www.theweek.in/news/india/2024/09/24/tirupati-laddu-row-food-safety-issues-show-cause-notice-to-tamil-nadu-based-ghee-supplier.html,asked why its central licence should not be suspended
News,Ghee,License suspension notice,issuedby,FSSAI,1,1,0.95,https://www.theweek.in/news/india/2024/09/24/tirupati-laddu-row-food-safety-issues-show-cause-notice-to-tamil-nadu-based-ghee-supplier.html,The FSSAI issued notice to A.R. Dairy Food Private Ltd
News,Ghee,Legal action against owners,issuedby,FDCA,1,1,0.85,https://timesofindia.indiatimes.com/city/ahmedabad/https/example-com/fdca-seizes-ghee-adulteration/articleshow/106107809.cms,legal action will be initiated against the owners
News,Ghee,Noida Holi food safety raids,issuedby,food safety and drug administration department,1,1,0.9,https://timesofindia.indiatimes.com/city/noida/noida-holi-next-week-paneer-ghee-samples-under-scanner-again/articleshow/118889718.cms,food safety and drug administration department is carrying out raids
News,Ghee,Holi- Anti-Adulteration Drive - 2026,targets,identified hot spots,1,1,0.8,https://www.thehindubusinessline.com/news/fssai-directs-states-to-conduct-special-surveillance-drives-around-holi/article70666679.ece,drives should also focus particularly on identified hot spots
News,Ghee,show cause notice,issuedby,Food Safety and Standards Authority of India,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2024/Oct/04/madras-hc-directs-fssai-to-extend-deadline-for-ar-dairys-explanation-on-substandard-ghee-allegations,FSSAI had issued a show cause notice to it
News,Ghee,issuance of notices to 25 establishments,issuedby,Food safety department,1,1,0.9,https://www.newindianexpress.com/cities/thiruvananthapuram/2025/Aug/20/17k-litres-of-adulterated-coconut-oil-seized,Notices were issued to 25 establishments
News,Ghee,levying fines amounting to J63 lakh,issuedby,Food safety department,1,1,0.9,https://www.newindianexpress.com/cities/thiruvananthapuram/2025/Aug/20/17k-litres-of-adulterated-coconut-oil-seized,"fines amounting to J63 lakh were levied on 1,613 businesses"
News,Ghee,Navratri special drive,issuedby,Food and Drug Administration (FDA),1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seizes-food-samples-worth-10-35-lakhs-101729276408292.html,The Food and Drug Administration (FDA) seized suspected substandard food items
News,Ghee,case registration under BNS,issuedby,Crime Branch,1,1,0.95,https://www.thehansindia.com/news/national/delhi-police-bust-illegal-adulterated-desi-ghee-factory-in-bawana-two-held-1019332,case has been registered at the Crime Branch
News,Ghee,"fine of Rs 25,000",issuedby,Ahmedabad Municipal Corporation,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/amc-destroys-1300kg-of-expired-ghee-seized-in-odhav/articleshow/104482934.cms,"The warehouse owner was fined Rs 25,000"
News,Ghee,Poonamchand Dueera charged with selling adulterated ghee,triggeredaction,Fine of ₹50,1,1,0.9,https://timesofindia.indiatimes.com/blogs/onmyplate/could-tirupatis-problems-help-clarify-the-history-of-ghee-adulteration/,He lost his case and was fined ₹50
News,Ghee,FDA Thane enforcement drive,targets,Gum Arabic,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Gum Arabic (Dink) ₹1,97,640"
News,Ghee,FDA Thane enforcement drive,targets,Edible Oil,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Edible Oil ₹1,49,724"
News,Ghee,FDA Thane enforcement drive,targets,Farsan,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Farsan (Savory Snacks) ₹93,830"
News,Ghee,FDA Thane enforcement drive,targets,Flavored Sharbat,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Flavored Sharbat (Syrup) ₹54,096"
News,Ghee,FDA Thane enforcement drive,targets,Toddy,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Toddy (Illicit Liquor) ₹17,100"
News,Ghee,FDA Thane enforcement drive,targets,Hakka Noodles,1,1,0.9,https://www.freepressjournal.in/mumbai/fda-thane-cracks-down-on-adulterated-food-trade-goods-worth-73-lakh-seized-6-arrested,"Hakka Noodles ₹8,190"
News,Ghee,"seizure of 2,633kg adulterated ghee",issuedby,Gujarat State Food and Drug Control Administration,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/2633kg-of-spurious-ghee-confiscated/articleshow/104618362.cms,"Gujarat State Food and Drug Control Administration (FDCA) seized 2,633kg adulterated ghee"
News,Ghee,suspension of license of the factory,issuedby,Food Safety Department,1,1,0.9,https://www.freepressjournal.in/bhopal/mp-food-safety-officials-seize-famous-sweets-namkeen-shop-in-jabalpur-over-poor-hygiene-in-kitchen,resulted in suspension of license of the factory
News,Ghee,suspension of license,citesfinding,sweets made amidst filth,1,1,0.85,https://www.freepressjournal.in/bhopal/mp-food-safety-officials-seize-famous-sweets-namkeen-shop-in-jabalpur-over-poor-hygiene-in-kitchen,sweets and namkeens were being made amidst filth
News,Ghee,Suspension of manufacturing and sales,issuedby,Food Safety Department,1,1,0.9,https://www.freepressjournal.in/bhopal/mp-food-safety-officials-seize-famous-sweets-namkeen-shop-in-jabalpur-over-poor-hygiene-in-kitchen,The Food Safety Department have ordered the factory not to manufacture or sell their products
News,Ghee,inspections of the ghee,issuedby,state endowments department,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/concerns-over-ghee-quality-at-srikalahasti-temple-after-tirumala-scandal-1825806,state endowments department to order inspections of the ghee and other ingredients being supplied to various temples
News,Ghee,register criminal cases against the culprits,issuedby,Food Safety Department,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/food-safety-officials-inspect-milk-supply-chain-in-spsr-nellore-district/article70685255.ece,officials will register criminal cases against the culprits
News,Ghee,Drive against adulterated food products,targets,oil,1,1,0.9,https://www.freepressjournal.in/indore/indore-over-5174-liters-edible-oil-worth-8-lakh-seized,"drive against adulterated food products, especially oil"
News,Ghee,Drive against adulterated food products,targets,milk products,1,1,0.9,https://www.freepressjournal.in/indore/indore-over-5174-liters-edible-oil-worth-8-lakh-seized,"especially oil, milk products, and spices"
News,Ghee,Drive against adulterated food products,targets,spices,1,1,0.9,https://www.freepressjournal.in/indore/indore-over-5174-liters-edible-oil-worth-8-lakh-seized,"Drive on the orders of High Court The food safety officers have launched a drive against adulterated food products, especially oil, milk products, and spices"
News,Ghee,circular mandating use of only KMF's Nandini ghee,targets,Nandini ghee,1,1,0.85,https://www.hindustantimes.com/india-news/animal-fat-tirupati-laddus-who-supplied-ghee-to-temple-and-why-did-nandini-opt-out-who-said-what-101726878145316.html,mandating the use of only KMF's Nandini ghee in prasada
News,Ghee,non-compliance with food license terms,triggeredaction,immediate closure of the establishment,1,1,0.85,https://timesofindia.indiatimes.com/city/indore/600-kg-substandard-food-items-seized-shop-shutdown/articleshow/126851780.cms,"As a result of these findings, the authorities ordered immediate closure of the establishment"
News,Ghee,Arrest of 33 persons and sealing of 27 establishments,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,Maharashtra FDA arrests 33 people and seals 27 establishments
News,Ghee,Sealing of 27 establishments,issuedby,Maharashtra FDA,1,1,0.95,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,sealing of 27 establishments
News,Ghee,33 arrests,issuedby,Maharashtra FDA,1,1,0.95,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,33 arrests
News,Ghee,immediate criminal FIRs,issuedby,FDA,1,1,0.9,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,subsequent violations will attract immediate criminal FIRs
News,Ghee,good conduct bond requirement,issuedby,Maharashtra FDA,1,1,0.9,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,requiring violators to sign a good conduct bond
News,Ghee,public appeal to report adulteration,issuedby,FDA,1,1,0.9,https://www.rediff.com/news/report/fda-action-food-violators-arrested-in-maharashtra/20260528.htm,FDA has appealed to citizens to report food adulteration
News,Ghee,Diwali campaign,targets,khoya,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/crackdown-on-adulterated-food-across-state-ahead-of-diwali/articleshow/124589368.cms,"Under the special Diwali campaign, 215 kg khoya was seized and destroyed in Unnao, while an FIR was lodged and samples collected."
News,Ghee,Diwali campaign,targets,paneer,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/crackdown-on-adulterated-food-across-state-ahead-of-diwali/articleshow/124589368.cms,400 kg of adulterated paneer was destroyed
News,Ghee,Diwali campaign,targets,pickles,1,1,0.9,https://timesofindia.indiatimes.com/city/lucknow/crackdown-on-adulterated-food-across-state-ahead-of-diwali/articleshow/124589368.cms,790 kg of adulterated pickles were seized
News,Ghee,festival drive,triggeredaction,suspension of establishments,1,1,0.85,https://indianexpress.com/article/cities/mumbai/maharashtra-needs-1100-food-safety-officers-but-has-only-130-on-field-fda-commissioner-10316344/,"49 cases were of serious concern, and those establishments have been suspended"
News,Ghee,"Seizure of 2,700 litres of ghee",issuedby,Gujarat state Food and Drug Control Administration,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-seizes-2700-litres-of-adulterated-ghee/articleshow/109447299.cms,Gujarat state Food and Drug Control Administration (FDCA) team has seized
News,Ghee,"Seizure of 2,700 litres of ghee",targets,ghee,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-seizes-2700-litres-of-adulterated-ghee/articleshow/109447299.cms,"seized a stock of around 2,700 litres of suspected adulterated ghee"
News,Ghee,seizure of 144kg of suspicious paneer,issuedby,Ahmedabad Municipal Corporation,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/1300kg-of-cream-seized-unit-sealed/articleshow/119723566.cms,144kg of suspicious paneer was seized from Satnam Dairy Products
News,Ghee,seizure of 119kg of paneer,issuedby,Ahmedabad Municipal Corporation,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/1300kg-of-cream-seized-unit-sealed/articleshow/119723566.cms,119kg from a paneer warehouse in Vastral
News,Ghee,sealing of 8 units,issuedby,Ahmedabad Municipal Corporation,1,1,0.95,https://timesofindia.indiatimes.com/city/ahmedabad/1300kg-of-cream-seized-unit-sealed/articleshow/119723566.cms,Eight units were sealed due to unhygienic conditions
News,Ghee,raid on dairy,issuedby,FSDA,1,1,0.9,https://timesofindia.indiatimes.com/city/meerut/meerut-dairys-buy-1-get-1-offer-on-ghee-invites-fsda-raid/articleshow/81601501.cms,raid by the Food Safety and Drug Administration (FSDA) department
News,Ghee,seizure of energy drink stock,targets,energy drink,1,1,0.9,https://timesofindia.indiatimes.com/city/aurangabad/fda-seizes-energy-drink-stock-worth-rs-56l-over-misbranding/articleshow/131489352.cms,seized energy drink stock
News,Ghee,"Seizure of 4,000 litre of substandard ghee",issuedby,Food Safety and Drug Control Commission,1,1,0.9,https://timesofindia.indiatimes.com/city/jaipur/seizure-of-4000l-substandard-ghee-in-kota-district/articleshow/110241473.cms,"Food Safety and Drug Control Commission seized 4,000 litre of substandard ghee"
News,Ghee,Case registration,issuedby,CCB special investigation division,1,1,0.85,https://www.hindustantimes.com/india-news/bengaluru-police-cracks-down-on-network-circulating-counterfeit-nandini-ghee-8-136-litres-seized-101763221328365.html,A case has been registered at the CCB special investigation division
News,Ghee,improvement notices,issuedby,Food and Drugs Administration,1,1,0.95,https://timesofindia.indiatimes.com/city/nagpur/fda-inspects-med-fitness-of-staff-at-48-hotels-21-outlets/articleshow/105137850.cms,Establishments were also served âimprovement noticesâ under the Food Safety and Standard Act.
News,Ghee,special festive food safety drive,issuedby,FSSAI,1,1,0.95,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,FSSAI directed all states... to carry out a special festive food safety drive
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,sweets,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,inspections and sampling of sweets
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,snacks,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,"inspections and sampling of sweets, snacks"
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,edible oils,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,"inspections and sampling of sweets, snacks, edible oils"
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,ghee,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,"inspections and sampling of sweets, snacks, edible oils, ghee"
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,milk,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,"inspections and sampling of sweets, snacks, edible oils, ghee, milk"
News,Ghee,Holi 2026 Anti-Adulteration Drive,targets,milk products,1,1,0.9,https://indianexpress.com/article/cities/pune/holi-2026-special-anti-adulteration-drive-for-festive-foods-in-pune-after-fssai-order-10555210/,"inspections and sampling of sweets, snacks, edible oils, ghee, milk, and milk products"
News,Ghee,SIT probe supervision,issuedby,CBI,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/tirupati-laddu-row-sc-orders-new-sit-probe-into-ghee-adulteration-1828123,supervision of the CBI director
News,Ghee,SIT formation order,issuedby,Supreme Court,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/tirupati-laddu-row-sc-orders-new-sit-probe-into-ghee-adulteration-1828123,Supreme Court has ordered an inquiry
News,Ghee,FIR registration,issuedby,AP state police,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/tirupati-laddu-row-sc-orders-new-sit-probe-into-ghee-adulteration-1828123,FIR was registered by the AP state police
News,Ghee,suspension quashing order,issuedby,Madras High Court,1,1,0.9,https://www.freepressjournal.in/india/tirupati-laddoo-ghee-row-madras-hc-quashes-suspension-of-fssai-licence-of-tamil-nadu-dairy-firm,Madras High Court on Friday set aside the suspension of the Food Safety and Standards Authority of India (FSSAI) licence
News,Ghee,suspension of FSSAI licence,issuedby,FSSAI,1,1,0.9,https://www.freepressjournal.in/india/tirupati-laddoo-ghee-row-madras-hc-quashes-suspension-of-fssai-licence-of-tamil-nadu-dairy-firm,suspension of the Food Safety and Standards Authority of India (FSSAI) licence
News,Ghee,failed sample reports,triggeredaction,legal proceedings,1,1,0.85,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-majority-of-paneer-dahi-samples-found-unsafe-during-raid-101744655429240.html,"with four of those having returned as failed, we will now proceed with the due legal process"
News,Ghee,egg safety drive,issuedby,FSSAI,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/poor-quality-eggs-being-sold-online-fssai-seeks-detailed-explanation-from-e-commerce-and-how-it-is-going-to-help-customers/articleshow/131148889.cms,FSSAI had also began an egg safety drive
News,Ghee,egg safety drive,targets,egg,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/poor-quality-eggs-being-sold-online-fssai-seeks-detailed-explanation-from-e-commerce-and-how-it-is-going-to-help-customers/articleshow/131148889.cms,began an egg safety drive to protect the interest of consumers
News,Ghee,ghee adulteration finding,triggeredaction,transfer of Anil Kumar Singhal,1,1,0.85,https://www.businesstoday.in/india/story/tirupati-laddu-ghee-adulteration-sit-flags-violations-irregularities-misconduct-514756-2026-02-05?utm_source=rssfeed,CM has acted on the SIT findings by transferring the former TTD executive officer Anil Kumar Singhal
News,Ghee,FIR against Nalini Unagar,issuedby,Delhi Police,1,1,0.95,https://www.freepressjournal.in/india/cant-handle-this-level-of-stress-youtuber-nalini-unagar-after-delhi-police-files-fir-against-her-over-post-on-fssai,Delhi Police have filed an FIR against me
News,Ghee,"seizure of 3,453 kg of mangoes",targets,mangoes,1,1,0.9,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,seized more than 3.4 tonnes of mangoes
News,Ghee,"seizure of 3,453 kg of mangoes",issuedby,Food and Drug Administration,1,1,0.9,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,Food and Drug Administration (FDA) has seized more than 3.4 tonnes of mangoes
News,Ghee,confiscation of tobacco products,issuedby,Food and Drug Administration,1,1,0.9,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,"FDA also confiscated gutkha, pan masala and flavoured tobacco products"
News,Ghee,confiscation of tobacco products,targets,gutkha,1,1,0.9,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,"confiscated gutkha, pan masala and flavoured tobacco products"
News,Ghee,seizure of mangoes,issuedby,FDA,1,1,0.85,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,Samples of the seized mangoes have been sent for laboratory testing
News,Ghee,advisory to refrain from outdoor cooking,targets,sweets,1,1,0.95,https://www.thehindu.com/news/national/refrain-from-outdoor-cooking-fssai-tells-sweet-manufacturers-in-advisory-for-upcoming-festive-season/article67347654.ece,directed manufacturers of sweets to refrain from outdoor cooking
News,Ghee,"Campaign to curb adulteration in desi ghee, butter",issuedby,Union Health Ministry,1,1,0.85,https://economictimes.indiatimes.com/industry/cons-products/food/campaign-to-curb-adulteration-in-desi-ghee-butter-launched-across-uttarakhand/articleshow/113650180.cms,The Union Health Ministry has written a letter to all the states
News,Ghee,seizure of 5.5 tonnes of suspected adulterated ghee,issuedby,Gujarat Food and Drugs Control Administration,1,1,0.95,https://indianexpress.com/article/cities/ahmedabad/fdca-seizes-5-5-tonnes-of-adulterated-ghee-worth-rs-35-lakh-in-banaskantha-10234495/,The Gujarat Food and Drugs Control Administration (FDCA) on Saturday said it had seized 5.5 tonnes of suspected adulterated ghee
News,Ghee,seizure of suspicious food items,issuedby,FDCA,1,1,0.9,https://indianexpress.com/article/cities/ahmedabad/fdca-seizes-5-5-tonnes-of-adulterated-ghee-worth-rs-35-lakh-in-banaskantha-10234495/,action was taken by the FDCA
News,Ghee,alleged substandard ghee supply to TTD,triggeredaction,suspension of AR Dairy Food Private Limited licence,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/22/tirupati-laddu-row-firm-allowed-to-run-plant-except-ghee-milk-powder-units,suspended the company's licence for allegedly supplying substandard ghee
News,Ghee,suspension of AR Dairy Food Private Limited licence,issuedby,central designated officer,1,1,0.9,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/22/tirupati-laddu-row-firm-allowed-to-run-plant-except-ghee-milk-powder-units,order passed by the central designated officer
News,Ghee,suspension order,targets,ghee,1,1,0.95,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/22/tirupati-laddu-row-firm-allowed-to-run-plant-except-ghee-milk-powder-units,suspension order will operate only with respect to ghee
News,Ghee,suspension order,targets,skimmed milk powder,1,1,0.95,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/22/tirupati-laddu-row-firm-allowed-to-run-plant-except-ghee-milk-powder-units,suspension order will operate only with respect to ghee and skimmed milk powder
News,Ghee,suspension order,issuedby,FSSAI,1,1,0.85,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/22/tirupati-laddu-row-firm-allowed-to-run-plant-except-ghee-milk-powder-units,adverse notice is issued on account of a single transaction
News,Ghee,"destruction of 1,735 kg of adulterated sweets and tofu",issuedby,Food Safety and Drug Administration,1,1,0.95,https://www.indiatoday.in/cities/lucknow/story/adulterated-sweets-tofu-destroyed-food-safety-drive-diwali-lucknow-2805033-2025-10-18?utm_source=rss,"Lucknow's Food Safety Department destroyed 1,735 kg of adulterated sweets and tofu"
News,Ghee,seizure of banned gutkha,issuedby,Food and Drug Administration,1,1,0.9,https://www.mid-day.com/mumbai/mumbai-news/article/fda-seizes-suspicious-food-items-worth-rs-12-lakh-in-thane-six-arrested-for-selling-banned-gutkha-23632641,The Food and Drug Administration (FDA) has seized suspicious items
News,Ghee,strict regulatory action,issuedby,Maharashtra FDA,1,1,0.85,https://www.freepressjournal.in/mumbai/maharashtra-fda-launches-statewide-festive-food-safety-drive-1594-sweet-shops-inspected,face strict regulatory action
News,Ghee,order to form CBI SIT,issuedby,Supreme Court,1,1,0.9,https://timesofindia.indiatimes.com/city/hyderabad/four-held-by-cbi-in-first-arrests-in-tirupati-laddu-ghee-adulteration-case/articleshow/118097023.cms,court in Oct last year ordered the CBI to form a SIT
News,Ghee,notices to violators,issuedby,Food Safety Department of Telangana,1,1,0.9,https://www.siasat.com/60-kg-of-sweets-seized-in-food-safety-raids-across-telangana-3284945/,Notices have been issued to violators
News,Ghee,arrest of 33 persons,issuedby,Maharashtra FDA,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-conducts-raids-across-cities-seizes-banned-and-adulterated-items-worth-rs-40-lakh-33-arrested-for-selling-gutka/articleshow/131376144.cms,33 persons have been arrested for selling gutka
News,Ghee,registration of 25 FIRs,issuedby,Maharashtra FDA,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-conducts-raids-across-cities-seizes-banned-and-adulterated-items-worth-rs-40-lakh-33-arrested-for-selling-gutka/articleshow/131376144.cms,We have registered 25 FIRs
News,Ghee,Badam shake adulteration finding,triggeredaction,Legal action against shopkeepers,1,1,0.8,https://www.freepressjournal.in/indore/mp-two-traders-face-music-for-selling-adulterated-items-in-soyat-kalan,Legal action will be taken against shopkeepers
News,Ghee,Besan ke laddoo adulteration finding,triggeredaction,Legal action against shopkeepers,1,1,0.8,https://www.freepressjournal.in/indore/mp-two-traders-face-music-for-selling-adulterated-items-in-soyat-kalan,Legal action will be taken against shopkeepers
News,Ghee,Seizure of adulterated sweets,issuedby,Borivali Police,1,1,0.9,https://www.freepressjournal.in/mumbai/mumbai-borivali-police-seizes-adulterated-sweets-worth-31-lakh-ahead-of-diwali,Borivali police along with the Food and Drug Administration (FDA) have seized sweets
