keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context
surat fake ghee,yake,1,0.333333,1,1,0.0,0.089682,0.007194,0.090909,0.070469,incident/action phrase,manual_review,incident/action phrase needs human pruning,7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,- English News - Local - Gujarat - Surat - Surat Fake Ghee Racket Exposed | Sabka Foods Sells Toxic Mix As Vidur Ghee Fake ghee racket exposed in Surat:Accused used syr...
police recovered adulterated ghee,yake,1,0.333333,1,1,0.0,0.089592,0.007194,0.090909,0.070447,incident/action phrase,manual_review,incident/action phrase needs human pruning,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...nder the name ‘Sabka Foods' in the Sachin GIDC area, as well as at a godown in Talangpor of Choryasi taluka.​ Police recovered adulterated ghee worth Rs 14,19,960 and machinery, raw materials and other items worth Rs 21,61,570, taking the total value of..."
vegetable ghee,phrase_frequency,1,0.333333,5,2,0.0,0.0,0.035971,0.181818,0.066002,ghee/product,manual_review,"ghee product term, but weakly represented in this sample",3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...part of “Operation Shuddhi” targeting food adulteration in the city Adulterated ghee was mixed with palm oil, vegetable ghee, butter, artificial essence, and coloring How were the officials in Surat able to detect and seize the adulte..."
real ghee,phrase_frequency,1,0.333333,4,2,0.0,0.0,0.028777,0.181818,0.064923,ghee/product,manual_review,"ghee product term, but weakly represented in this sample",3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ower-cost variants were made largely from oils, while higher-priced versions contained only a small amount of real ghee.​ The products were sold at wholesale prices of Rs 600 to Rs 650 per kilogram and later retailed for up to Rs..."
mpcg rajasthan,phrase_frequency,1,0.333333,3,1,0.0,0.0,0.021583,0.090909,0.050207,location,manual_review,location term; useful only if we decide to add geography-specific queries,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...Settings Change Font Size A A Focus on Story - [x] Edition Search here choose your destination Hindi Marathi MPCG Rajasthan News Updates Live TV India [](https://www.ndtv.com/spotlight?pfrom=home-ndtvnavwap) Beeps Latest Video Podcas...
ghee in the nikol,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,ghee/product,manual_review,"ghee product term, but weakly represented in this sample",10,400 kg fake cow ghee seized in Ahmedabad:  Illegal Nikol unit used vegetable fat & palm oil for production - Ahmedabad News,https://www.bhaskarenglish.in/local/gujarat/ahmedabad/news/illegal-nikol-unit-fake-cow-ghee-seized-ahmedabad-137768573.html,"...epartment of the Ahmedabad Municipal Corporation (AMC) has busted an illegal unit manufacturing duplicate cow ghee in the Nikol area. Around 400 kg of adulterated ghee, made using vegetable fat and palm oil, was seized. Action has been i..."
ghee mixed,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,ghee/product,manual_review,"ghee product term, but weakly represented in this sample",7,"Fake ghee racket exposed in Surat:  Accused used syringes to turn 1kg ghee into 15kg toxic mix, sold it as branded product - Surat News",https://www.bhaskarenglish.in/local/gujarat/surat/news/surat-fake-ghee-racket-exposed-sabka-foods-vidur-ghee-137710503.html,"...Foods', so that no one would suspect. However, under the cover of this license, they were selling adulterated ghee mixed with chemicals in the name of pure ghee. Fake ghee was made according to traders' orders The production of fa..."
india india,phrase_frequency,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,location,manual_review,location term; useful only if we decide to add geography-specific queries,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,...tvmarathi) [](https://mpcg.ndtv.in/livetv-ndtvmpcg) [](https://rajasthan.ndtv.in/livetv-ndtvrajasthan) Latest India India All India News India Global Diaspora South Latest [](https://www.ndtv.com/india-news/adani-vizhinjam-port-get...
samples of the ghee,yake,1,0.333333,1,1,0.0,0.0,0.007194,0.090909,0.048049,ghee/product,manual_review,"ghee product term, but weakly represented in this sample",10,400 kg fake cow ghee seized in Ahmedabad:  Illegal Nikol unit used vegetable fat & palm oil for production - Ahmedabad News,https://www.bhaskarenglish.in/local/gujarat/ahmedabad/news/illegal-nikol-unit-fake-cow-ghee-seized-ahmedabad-137768573.html,...gram and 100 ml jars) of duplicate ghee worth Rs 1.60 lakh from the spot. The Food Department team has taken samples of the ghee and sent them to the laboratory for testing. 400 kilos of ghee and equipment including 500 kilos of empty jar...
undo undo,phrase_frequency; tfidf; yake,3,1.0,13,1,0.330416,0.090114,0.093525,0.090909,0.265839,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,...Theoretically’ Ayodhya accused hit legal wall as Bar refuses defence in Ram temple donation case READ MORE;) Undo Undo Undo Undo Undo Undo Undo Undo Undo Undo News OpinionStatesNationWorldEntertainmentBusinessSportsScience & Tec...
food,yake,1,0.333333,68,9,0.0,0.090028,0.489209,0.818182,0.251949,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,The Food Safety and Standards Authority of India (FSSAI) has dismantled an alleged inter-state network involved in the...
samples,phrase_frequency; tfidf,2,0.666667,17,7,0.199808,0.0,0.122302,0.636364,0.250399,other_candidate,drop,low score or outside ghee/adulteration scope,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...lling information. Subsequently, officials conducted a decoy operation posing as consumers to procure product samples, which were immediately sent to an FSSAI-recognised NABL-accredited laboratory for detailed analysis. Laborat..."
undo undo undo undo,phrase_frequency; tfidf; yake,3,1.0,6,1,0.277549,0.090163,0.043165,0.090909,0.239794,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,...Theoretically’ Ayodhya accused hit legal wall as Bar refuses defence in Ram temple donation case READ MORE;) Undo Undo Undo Undo Undo Undo Undo Undo Undo Undo News OpinionStatesNationWorldEntertainmentBusinessSportsScience & TechHealth Mo...
laboratory,phrase_frequency; tfidf,2,0.666667,14,7,0.175746,0.0,0.100719,0.636364,0.23874,other_candidate,drop,low score or outside ghee/adulteration scope,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...g as consumers to procure product samples, which were immediately sent to an FSSAI-recognised NABL-accredited laboratory for detailed analysis. Laboratory findings revealed that the samples did not comply with the standards for gh..."
food products,phrase_frequency; tfidf; yake,3,1.0,7,5,0.104407,0.089747,0.05036,0.454545,0.234715,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...pected adulterated ghee. The stock was seized and placed under regulatory custody. In Haryana, at M/S Bala Ji Food Products in Sonipat, officials seized more than 4,000 litres of suspected adulterated ghee packaged for market distrib..."
sachin gidc,phrase_frequency; tfidf; yake,3,1.0,10,2,0.101884,0.089624,0.071942,0.181818,0.19613,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ave seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian Service News Food News Apr 17, 2026 16:..."
undo undo undo,phrase_frequency; tfidf,2,0.666667,8,1,0.303982,0.0,0.057554,0.090909,0.19533,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,...Theoretically’ Ayodhya accused hit legal wall as Bar refuses defence in Ram temple donation case READ MORE;) Undo Undo Undo Undo Undo Undo Undo Undo Undo Undo News OpinionStatesNationWorldEntertainmentBusinessSportsScience & TechHeal...
safety,yake,1,0.333333,25,8,0.0,0.089602,0.179856,0.727273,0.191803,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,The Food Safety and Standards Authority of India (FSSAI) has dismantled an alleged inter-state network involved in the manufa...
ghee worth,phrase_frequency; yake,2,0.666667,8,5,0.0,0.089655,0.057554,0.454545,0.165895,ghee/product,drop,"context fragment around ghee, not a reusable discovery keyword",3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...le PlayDownload on the App Store facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font..."
dairy products,phrase_frequency; tfidf,2,0.666667,8,3,0.13564,0.0,0.057554,0.272727,0.163683,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...drive, another private company was also inspected, where a stock of over 42,000 kg of ghee, butter and other dairy products of various brands was found. Detailed investigation into the stock is underway, officials added. PTI AG NB NB..."
standards act,phrase_frequency; tfidf,2,0.666667,6,4,0.097414,0.0,0.043165,0.363636,0.161782,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...es have been collected and sent to the state food laboratory for scientific testing under the Food Safety and Standards Act, 2006. Keeping public health concerns in view, the authorities seized about 18,000 litres of ghee on the spot..."
soybean oil,phrase_frequency; tfidf,2,0.666667,7,2,0.142158,0.0,0.05036,0.181818,0.151249,other_candidate,drop,non-ghee food context without ghee/adulterant signal,4,"Major crackdown on adulterated ghee and oil in Pokaran; over 14,000kg seized",https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,"...and Standards Act (FSS Act). Authorities seized approximately 10,260 kilograms of adulterated ghee, palm oil, soybean oil, and vanaspati from the site. Subsequently, a raid was conducted at the companyâs warehouse, where officials..."
food safety and standards,yake,1,0.333333,9,6,0.0,0.09004,0.064748,0.545455,0.147374,enforcement/evidence,drop,weak domain term below threshold,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,The Food Safety and Standards Authority of India (FSSAI) has dismantled an alleged inter-state network involved in the manufacture and dist...
laboratory analysis,phrase_frequency; tfidf,2,0.666667,4,2,0.117212,0.0,0.028777,0.181818,0.13928,other_candidate,drop,low score or outside ghee/adulteration scope,6,"FDA J&K Seizes 1,092 kg Suspected Fake Verka Ghee",https://www.knskashmir.com/fda-jandk-seizes-1-092-kg-suspected-fake-verka-ghee-205042,"...was taken into custody under the Food Safety and Standards Act, 2006. Enforcement samples have been sent for laboratory analysis, and relevant records have been secured for further investigation, officials added. Authorities are inves..."
worth rs,tfidf,1,0.333333,7,3,0.134012,0.0,0.05036,0.272727,0.128701,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...ayDownload on the App Store facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font Si..."
refined soybean,phrase_frequency; tfidf,2,0.666667,5,1,0.122403,0.0,0.035971,0.090909,0.12854,other_candidate,drop,outside ghee/adulteration domain,8,"Jalna Factory Raided For Making Fake Ghee, Rs 13 Lakh Stock Seized",https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,"...The factory was allegedly producing fake ghee on a large scale by mixing edible oil and flavouring essence. - Refined soybean oil and synthetic essence were used to create ghee resembling genuine dairy products. - Eight food samples, i..."
refined soybean oil,phrase_frequency; tfidf,2,0.666667,5,1,0.122403,0.0,0.035971,0.090909,0.12854,other_candidate,drop,non-ghee food context without ghee/adulterant signal,8,"Jalna Factory Raided For Making Fake Ghee, Rs 13 Lakh Stock Seized",https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,"...The factory was allegedly producing fake ghee on a large scale by mixing edible oil and flavouring essence. - Refined soybean oil and synthetic essence were used to create ghee resembling genuine dairy products. - Eight food samples, inclu..."
fake ghee worth,phrase_frequency; yake,2,0.666667,4,2,0.0,0.089885,0.028777,0.181818,0.120727,incident/action phrase,drop,"context fragment around ghee, not a reusable discovery keyword",3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...Google PlayDownload on the App Store facebooktwitterinstagramlinkedinyoutubewhatsappthreadssnapchat 2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years facebook;) twitter;) WhatsApp;) Settings Change Font..."
safety and standards act,yake,1,0.333333,6,4,0.0,0.089642,0.043165,0.363636,0.116764,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...said. Samples have been collected and sent to the state food laboratory for scientific testing under the Food Safety and Standards Act, 2006. Keeping public health concerns in view, the authorities seized about 18,000 litres of ghee on the spot..."
ccb special,tfidf,1,0.333333,3,2,0.145979,0.0,0.021583,0.181818,0.114936,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...il outlets, and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops,..."
ccb special investigation,tfidf,1,0.333333,3,2,0.145979,0.0,0.021583,0.181818,0.114936,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...il outlets, and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops, and vehicles..."
special investigation,tfidf,1,0.333333,3,2,0.145979,0.0,0.021583,0.181818,0.114936,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...utlets, and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops, and vehicles..."
raided,phrase_frequency,1,0.333333,7,5,0.0,0.0,0.05036,0.454545,0.109069,enforcement/evidence,drop,weak domain term below threshold,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...rried out enforcement operations on January 17 at several locations in Delhi and Haryana. In Delhi, officials raided a facility at Village Dhulsiras in Dwarka linked to Parit Ram, recovering approximately 1,020 litres of unide..."
fake nandini,tfidf,1,0.333333,3,2,0.114596,0.0,0.021583,0.181818,0.103952,adulteration/fraud,drop,weak domain term below threshold,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...has dismantled a large interstate network involved in producing adulterated ghee in Tamil Nadu, packing it in fake Nandini-branded sachets and bottles, and distributing it across Bengaluru. Four accused have been arrested, and 8,136..."
ccb special investigation squad,tfidf,1,0.333333,2,2,0.114596,0.0,0.014388,0.181818,0.102873,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...il outlets, and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops, and vehicles of Kri..."
investigation squad,tfidf,1,0.333333,2,2,0.114596,0.0,0.014388,0.181818,0.102873,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops, and vehicles of Kri..."
special investigation squad,tfidf,1,0.333333,2,2,0.114596,0.0,0.014388,0.181818,0.102873,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...utlets, and Nandini parlours across the city at full market price. Acting on intelligence gathered by the CCB Special Investigation Squad and the KMF Vigilance Wing, a joint team conducted raids on Friday at the godowns, shops, and vehicles of Kri..."
using coconut,tfidf,1,0.333333,2,2,0.114596,0.0,0.014388,0.181818,0.102873,other_candidate,drop,outside ghee/adulteration domain,9,"CCB unearths interstate racket selling adulterated Nandini ghee; 8,136 litres seized",https://www.thehindu.com/news/national/karnataka/ccb-unearths-interstate-racket-selling-adulterated-nandini-ghee-8136-litres-seized/article70283406.ece,"...to officials, the accused exploited the high demand for Nandini ghee in Karnataka by preparing spurious ghee using coconut and palm oil in Tamil Nadu and supplying it to their Bengaluru counterparts, who held official KMF licences...."
adulterated ghee worth,yake,1,0.333333,3,3,0.0,0.089881,0.021583,0.272727,0.09995,incident/action phrase,drop,"context fragment around ghee, not a reusable discovery keyword",3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...bka Foods' in the Sachin GIDC area, as well as at a godown in Talangpor of Choryasi taluka.​ Police recovered adulterated ghee worth Rs 14,19,960 and machinery, raw materials and other items worth Rs 21,61,570, taking the total value of seize..."
manufacturing adulterated,tfidf,1,0.333333,2,2,0.104139,0.0,0.014388,0.181818,0.099213,adulteration/fraud,drop,weak domain term below threshold,8,"Jalna Factory Raided For Making Fake Ghee, Rs 13 Lakh Stock Seized",https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,"...on Thursday. FDA Uncovers Adulteration Racket During the raid, an FDA team found that the unit was allegedly manufacturing adulterated ghee on a large scale by mixing edible oil and flavouring essence. The operation at the facility in Tirthpuri..."
adulterated products,phrase_frequency,1,0.333333,5,4,0.0,0.0,0.035971,0.363636,0.093274,adulteration/fraud,drop,weak domain term below threshold,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...n the manufacture and distribution of suspected counterfeit ghee, seizing more than 6,500 litres of suspected adulterated products and related raw materials during coordinated operations in Delhi and Haryana. The enforcement action was cond..."
manufacturing unit,phrase_frequency,1,0.333333,5,4,0.0,0.0,0.035971,0.363636,0.093274,other_candidate,drop,outside ghee/adulteration domain,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...Years Officials in Surat have seized 2,029 kilograms of adulterated ghee and arrested two men after raiding a manufacturing unit in the Sachin GIDC area as part of a targeted crackdown on food adulteration. Indo Asian Service News Food Ne..."
raids,phrase_frequency,1,0.333333,4,4,0.0,0.0,0.028777,0.363636,0.092195,enforcement/evidence,drop,weak domain term below threshold,3,"2,000 kg Fake Ghee Worth Rs 14 Lakh Seized In Surat Factory Operating For 2 Years",https://www.ndtv.com/food/2-000-kg-fake-ghee-worth-rs-14-lakh-seized-in-surat-factory-operating-for-2-years-11367765,"...aste Busted In Hyderabad During Festivals 150 Tonnes Of Expired Food, Adulterated Paneer Seized In Major Food Raids Across Two States Trending News 'We'll Cut Off Hands That...': Pak's Unprovoked Threat Over Indus Waters Fans..."
goods worth rs,tfidf,1,0.333333,1,1,0.097353,0.0,0.007194,0.090909,0.082123,other_candidate,drop,outside ghee/adulteration domain,11,Interstate fake Nandini ghee racket busted in Bengaluru; 4 held with goods worth Rs 1.26 cr,https://www.deccanherald.com/india/karnataka/bengaluru/interstate-fake-nandini-ghee-racket-busted-in-bengaluru-4-held-with-goods-worth-rs-126-cr-3799557,Interstate fake Nandini ghee racket busted in Bengaluru; 4 held with goods worth Rs 1.26 cr A CCB Special Investigation Squad officer said that the accused were manufacturing adulterated ghee i...
desi,phrase_frequency,1,0.333333,6,3,0.0,0.0,0.043165,0.272727,0.080717,other_candidate,drop,low score or outside ghee/adulteration scope,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...d Food Products, where ghee was being manufactured and stored under multiple brands, including 'Udaipur Fresh Desi Ghee', 'Udaipur Fresh Cow Ghee', 'Madhya Desi Ghee' and 'Jayant Cow Ghee' PTI Published 30.05.26, 11:40 PM Re..."
labels,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,low score or outside ghee/adulteration scope,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...said they found large quantities of ghee stored in tanks and containers, besides several tins without proper labels or mandatory product details, in violation of food safety regulations. 00:00 Video 5 Video 6 Video 7 00:00 Ad..."
large quantities,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...Desi Ghee”, “Udaipur Fresh Cow Ghee”, “Madhya Desi Ghee” and “Jayant Cow Ghee”. The officials said they found large quantities of ghee stored in tanks and containers, besides several tins without proper labels or mandatory product detai..."
network involved,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"The Food Safety and Standards Authority of India (FSSAI) has dismantled an alleged inter-state network involved in the manufacture and distribution of suspected counterfeit ghee, seizing more than 6,500 litres of suspecte..."
public health,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,outside ghee/adulteration domain,2,"Udaipur authorities seize 18,000 litres of suspected adulterated ghee, yellow food colour",https://www.telegraphindia.com/india/udaipur-authorities-seize-18000-litres-of-suspected-adulterated-ghee-yellow-food-colour/cid/2163223,"...nt to the state food laboratory for scientific testing under the Food Safety and Standards Act, 2006. Keeping public health concerns in view, the authorities seized about 18,000 litres of ghee on the spot and banned its sale and dist..."
raw materials,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...n of suspected counterfeit ghee, seizing more than 6,500 litres of suspected adulterated products and related raw materials during coordinated operations in Delhi and Haryana. The enforcement action was conducted by Central Food Safe..."
safety officers,phrase_frequency,1,0.333333,3,3,0.0,0.0,0.021583,0.272727,0.07748,other_candidate,drop,outside ghee/adulteration domain,1,"FSSAI seizes 6,500 litres of suspected adulterated ghee in India",https://thenewsmill.com/2026/06/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-and-haryana-raids/,"...ials during coordinated operations in Delhi and Haryana. The enforcement action was conducted by Central Food Safety Officers (CFSOs) under the guidance of Devesh Kumar Mahla, IPS, Director of the Northern Regional Office (NRO), FSSAI,..."
