keep,article_id,title,url,source,domain,date,status,query_family,query_id,query_used,metadata_label,metadata_score,review_priority,rule_reason,ghee_hits,signal_hits,llm_queue
,5082,"Amc Destroys 1,300kg Of Expired Ghee Seized In Odhav",https://timesofindia.indiatimes.com/city/ahmedabad/amc-destroys-1300kg-of-expired-ghee-seized-in-odhav/articleshow/104482934.cms,indiatimes.com,timesofindia.indiatimes.com,2023-10-17,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,5114,11 quintals of spurious ghee seized in Malerkotla,https://www.tribuneindia.com/news/punjab/11-quintals-of-spurious-ghee-seized-in-malerkotla-561529,tribuneindia.com,tribuneindia.com,2023-11-11,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,5074,"Food Safety Officers Seize 9,000kg of Spurious Ghee in Jaipur",https://timesofindia.indiatimes.com/city/jaipur/food-safety-officers-seize-9000kg-of-spurious-ghee-in-jaipur/articleshow/107867957.cms,indiatimes.com,timesofindia.indiatimes.com,2024-02-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,5055,"16,000kg of ghee seized, adulteration suspected",https://timesofindia.indiatimes.com/city/ahmedabad/16000kg-of-ghee-seized-adulteration-suspected/articleshow/108249746.cms,indiatimes.com,timesofindia.indiatimes.com,2024-03-06,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,5005,13.7k litres of substandard ghee seized in VKI area,https://timesofindia.indiatimes.com/city/jaipur/137k-litres-of-substandard-ghee-seized-in-vki-area/articleshow/110221368.cms,indiatimes.com,timesofindia.indiatimes.com,2024-05-18,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,4934,"Adulterated Desi Ghee Operation Busted at Printing Press; Supply Was Meant for Rajasthan, Punjab and Haryana",https://www.news18.com/india/fake-desi-ghee-operation-busted-at-printing-press-supply-was-meant-for-rajasthan-punjab-and-haryana-9049953.html,news18.com,news18.com,2024-09-13,failed,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,desi ghee; ghee,adulterated; fake,1
,4884,Tirupati laddu row: Food safety regulator notice to ghee supplier,https://www.rediff.com/news/report/tirupati-laddu-row-food-safety-regulator-notice-to-ghee-supplier/20240923.htm,rediff.com,rediff.com,2024-09-23,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,4886,FSSAI sends show cause notice to company supplying ghee to Tirupati temple,https://indianexpress.com/article/india/tirupati-temple-fssai-show-cause-notice-ghee-company-9584336/,indianexpress.com,indianexpress.com,2024-09-23,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,4875,Tirupati laddu row: Food safety issues show-cause notice to Tamil Nadu-based ghee supplier,https://www.theweek.in/news/india/2024/09/24/tirupati-laddu-row-food-safety-issues-show-cause-notice-to-tamil-nadu-based-ghee-supplier.html,theweek.in,theweek.in,2024-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,4876,Tirupati laddu row: Food safety regulator issues notice to ghee supplier; purification ritual at temple; more PILs filed,https://www.thehindubusinessline.com/news/tirupati-laddu-row-food-safety-regulator-issues-notice-to-ghee-supplier-purification-ritual-at-temple-more-pils-filed/article68676372.ece,thehindubusinessline.com,thehindubusinessline.com,2024-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,4879,Tirupati laddu row: FSSAI serves notice to firm supplying ghee to Tirumala shrine,https://timesofindia.indiatimes.com/city/vijayawada/tirupati-laddu-row-fssai-serves-notice-to-firm-supplying-ghee-to-tirumala-shrine/articleshow/113618712.cms,indiatimes.com,timesofindia.indiatimes.com,2024-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,4880,Tirupati laddu row: FSSAI issues show cause notice to ghee supplier,https://www.siasat.com/tirupati-laddu-row-fssai-issues-show-cause-notice-to-ghee-supplier-3101731/,siasat.com,siasat.com,2024-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,4885,FSSAI Issues Notice to Ghee Supplier,https://www.deccanchronicle.com/southern-states/andhra-pradesh/fssai-issues-notice-to-ghee-supplier-1825588,deccanchronicle.com,deccanchronicle.com,2024-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,5208,Kya aapke ghee mein vanaspati hai? Here are 5 expert-approved purity tests you can try at home,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,hindustantimes.com,hindustantimes.com,2024-09-25,downloaded_ghee_fulltext,boolean,boolean_ghee_adulterants_context,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (vanaspati OR ""vegetable ghee"") AND ((adulterated OR fake) OR (fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,vanaspati,1
,4233,Raid on Ghee Factory Sparks Controversy Amid Tirupati Laddu Allegations,https://timesofindia.indiatimes.com/city/dehradun/raid-on-ghee-factory-sparks-controversy-amid-tirupati-laddu-allegations/articleshow/113991874.cms,indiatimes.com,timesofindia.indiatimes.com,2024-10-06,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,raid,1
,4048,"Contaminated Curd, Houseflies In Ghee And More Food Safety Violations Found At Dairy Unit In Telangana",https://www.ndtv.com/food/contaminated-curd-houseflies-in-ghee-and-more-food-safety-violations-found-at-dairy-unit-in-jangaon-telangana-7616283#publisher=newsstand,ndtv.com,ndtv.com,2025-02-02,failed,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,4053,"Contaminated Curd, Houseflies In Ghee And More Food Safety Violations Found At Dairy Unit In Hyderabad",https://www.ndtv.com/food/contaminated-curd-houseflies-in-ghee-and-more-food-safety-violations-found-at-dairy-unit-in-hyderabad-7616283,ndtv.com,ndtv.com,2025-02-02,failed,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,2216,UAE residents lose thousands in fake Dh 1 ghee scam,https://www.en.etemaaddaily.com/world/international/uae-residents-lose-thousands-in-fake-dh-1-ghee-scam:170679,etemaaddaily.com,en.etemaaddaily.com,2025-02-19,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fake,1
,2217,UAE residents lose thousands in fake Dh 1 ghee scam,https://www.siasat.com/uae-residents-lose-thousands-in-fake-dh1-ghee-scam-3182588/,siasat.com,siasat.com,2025-02-19,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fake,1
,2148,Tirupati Laddoo Ghee Row: Madras HC Quashes Suspension Of FSSAI Licence Of Tamil Nadu Dairy Firm,https://www.freepressjournal.in/india/tirupati-laddoo-ghee-row-madras-hc-quashes-suspension-of-fssai-licence-of-tamil-nadu-dairy-firm,freepressjournal.in,freepressjournal.in,2025-05-16,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,3882,"FDCA raid ghee unit, seize 2,700 kg stock on suspicion of adulteration",https://timesofindia.indiatimes.com/city/ahmedabad/fdca-raid-ghee-unit-seize-2700-kg-stock-on-suspicion-of-adulteration/articleshow/121630867.cms,indiatimes.com,timesofindia.indiatimes.com,2025-06-04,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,raid,1
,2137,Is your milk or ghee pure? Try these simple FSSAI-approved home tests,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,indiatimes.com,timesofindia.indiatimes.com,2025-06-07,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,2096,Paneer and ghee most adulterated foods: Is homemade the safer option?,https://www.indiatoday.in/health/story/paneer-adulteration-punjab-quality-test-homemade-dairy-advised-2768277-2025-08-08?utm_source=rss,indiatoday.in,indiatoday.in,2025-08-08,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,3827,"Food regulator suspends AR Dairy’s ghee licence over adulteration, false claims",https://www.livemint.com/news/fssai-suspends-ar-dairy-licence-ghee-adulteration-false-information-11755422633259.html,livemint.com,livemint.com,2025-08-17,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fssai,1
,2050,"Spurious ghee seized, stale paneer destroyed",https://timesofindia.indiatimes.com/city/jaipur/spurious-ghee-seized-stale-paneer-destroyed/articleshow/124077867.cms,indiatimes.com,timesofindia.indiatimes.com,2025-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,3803,Spurious desi ghee seized in Pratapgarh,https://timesofindia.indiatimes.com/city/allahabad/spurious-desi-ghee-seized-in-pratapgarh/articleshow/124096738.cms,indiatimes.com,timesofindia.indiatimes.com,2025-09-24,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,desi ghee; ghee,seized,1
,2008,"âAdulteratedâ mawa, sweets ghee worth over Rs 12L seized",https://timesofindia.indiatimes.com/city/indore/adulterated-mawa-sweets-ghee-worth-over-rs-12l-seized/articleshow/124561866.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-15,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated; seized,1
,1830,"1,500 kg spurious ‘desi ghee’ seized during raid in Delhi’s Alipur",https://indianexpress.com/article/cities/delhi/1500-kg-spurious-desi-ghee-seized-during-raid-in-delhis-alipur-10402192/,indianexpress.com,indianexpress.com,2025-12-04,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,desi ghee; ghee,seized; raid,1
,1831,"Delhi Police seizes 1,500 kg of fake desi ghee from Alipur Mfg unit",https://www.en.etemaaddaily.com/world/national/delhi-police-seizes-1500-kg-of-fake-desi-ghee-from-alipur-mfg-unit:185770,etemaaddaily.com,en.etemaaddaily.com,2025-12-04,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,desi ghee; ghee,fake,1
,1824,"1,500 kg spurious ghee seized during raid in Delhi's Alipur",https://www.newindianexpress.com/cities/delhi/2025/Dec/05/1500-kg-spurious-ghee-seized-during-raid-in-delhis-alipur,newindianexpress.com,newindianexpress.com,2025-12-05,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized; raid,1
,1750,"43,421 litres of spurious ghee seized from warehouse in city",https://timesofindia.indiatimes.com/city/jaipur/43421-litres-of-spurious-ghee-seized-from-warehouse-in-city/articleshow/127784638.cms,indiatimes.com,timesofindia.indiatimes.com,2026-01-30,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,1716,AP Debunks YSRCP's Claims that Ghee Supplied to TTD Not Adulterated with Animal Fat,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ap-debunks-ysrcps-claims-that-ghee-supplied-to-ttd-not-adulterated-with-animal-fat-1933972,deccanchronicle.com,deccanchronicle.com,2026-01-31,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,1717,Andhra Minister debunks YSRCP's claims that ghee supplied to TTD not adulterated with animal fat,https://economictimes.indiatimes.com/news/politics-and-nation/andhra-minister-debunks-ysrcps-claims-that-ghee-supplied-to-ttd-not-adulterated-with-animal-fat/articleshow/127817116.cms,indiatimes.com,economictimes.indiatimes.com,2026-01-31,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,3586,7.5k ltr spurious ghee seized in Jodhpur,https://timesofindia.indiatimes.com/city/jaipur/7-5k-ltr-spurious-ghee-seized-in-jodhpur/articleshow/128046035.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-08,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,1629,"“Unprecedented Ghee Adulteration”: Dairy Adulterated Nearly 7 Million Kg, Says Author Ranganathan",https://www.news18.com/videos/india/unprecedented-ghee-adulteration-dairy-adulterated-nearly-7-million-kg-says-author-ranganathan-9890776.html,news18.com,news18.com,2026-02-09,failed,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,3581,"Factory making duplicate ghee busted, 1,153kg stock seized",https://timesofindia.indiatimes.com/city/rajkot/factory-making-duplicate-ghee-busted-1153kg-stock-seized/articleshow/128221188.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-12,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,1547,"Laddu row: ghee priced at ₹360 per kg is adulterated, says Lokesh",https://www.thehindu.com/news/national/andhra-pradesh/laddu-row-ghee-procured-at-360-per-kg-is-bound-to-be-adulterated-says-lokesh/article70667128.ece,thehindu.com,thehindu.com,2026-02-23,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,1493,"1,400 kg fake khoya, 400 kilo expired ghee and paneer seized by FSSAI before Holi",https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms,indiatimes.com,economictimes.indiatimes.com,2026-03-02,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fake; seized; fssai,1
,3451,"Indore News: Food Safety Team Seizes 500 Kg Ghee, Collects 29 Samples Across City",https://www.freepressjournal.in/indore/indore-news-food-safety-team-seizes-500-kg-ghee-collects-29-samples-across-city,freepressjournal.in,freepressjournal.in,2026-03-25,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety,1
,1387,"Inside India’s Food Safety Raids: From Mango Pulp To Ghee, Adulteration Scandal Unfolds",https://thelogicalindian.com/india-fake-food-raid-adulterated-mango-pulp/,thelogicalindian.com,thelogicalindian.com,2026-04-18,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated; fake; raid; food safety,1
,1385,"Food adulteration drive: Rs 7.78 lakh worth milk, ghee seized in Hyderabad",https://www.siasat.com/food-adulteration-drive-rs-7-78-lakh-worth-milk-ghee-seized-in-hyderabad-3457214/,siasat.com,siasat.com,2026-04-20,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,3408,Milk and ghee worth Rs.7.78 lakh seized in Hyderabad,https://www.en.etemaaddaily.com/world/hyderabad/milk-and-ghee-worth-rs778-lakh-seized-in-hyderabad:193111,etemaaddaily.com,en.etemaaddaily.com,2026-04-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,3409,Milk and ghee worth Rs.7.78 lakh seized in Telangana,https://www.deccanchronicle.com/southern-states/telangana/milk-and-ghee-worth-rs778-lakh-seized-in-telangana-1951794,deccanchronicle.com,deccanchronicle.com,2026-04-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,3411,"Unlicensed dairy unit raided, ghee milk worth Rs 7 lakh seized",https://timesofindia.indiatimes.com/city/hyderabad/unlicensed-dairy-unit-raided-ghee-milk-worth-rs-7-lakh-seized/articleshow/130401443.cms,indiatimes.com,timesofindia.indiatimes.com,2026-04-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,3412,"₹7.78 lakh worth milk, ghee seized in Hyderabad during Statewide food safety drive",https://www.thehindu.com/news/cities/Hyderabad/778-lakh-worth-milk-ghee-seized-in-hyderabad-during-statewide-food-safety-drive/article70886036.ece,thehindu.com,thehindu.com,2026-04-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,98,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized; food safety,1
