snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span
src_pdf_005_chunk_0060,src_pdf_005,markdown/appendix_a_4.md,pdf,60,invert sugar,fkg:Food,,fflo:hasDefinition,equimolar mixture of glucose and fructose produced from the hydrolysis of sucrose,xsd:string,,0.95,invert sugar (equimolarmixture of glucose and fructose produced from the hydrolysis of sucrose)
src_pdf_005_chunk_0060,src_pdf_005,markdown/appendix_a_4.md,pdf,60,invert sugar,fkg:Food,,fkg:hasIngredient,glucose,fkg:Ingredient,,0.95,equimolarmixture of glucose and fructose
src_pdf_005_chunk_0060,src_pdf_005,markdown/appendix_a_4.md,pdf,60,invert sugar,fkg:Food,,fkg:hasIngredient,fructose,fkg:Ingredient,,0.95,equimolarmixture of glucose and fructose
src_pdf_005_chunk_0251,src_pdf_005,markdown/appendix_a_4.md,pdf,251,Erythorbic acid (Isoascorbic acid),fflo:FoodAdditive,,fflo:hasFunction,"Lactic acid, L-, D- and DL-",fflo:FoodAdditive,,0.95,"Erythorbic acid (Isoascorbic acid): Lactic acid, L-, D- and DL-"
src_pdf_005_chunk_0251,src_pdf_005,markdown/appendix_a_4.md,pdf,251,Erythorbic acid (Isoascorbic acid),fflo:FoodAdditive,,fflo:hasFunction,Lactic and fatty acid esters of glycerol,fflo:FoodAdditive,,0.95,Erythorbic acid (Isoascorbic acid): Lactic and fatty acid esters of glycerol
src_pdf_005_chunk_0251,src_pdf_005,markdown/appendix_a_4.md,pdf,251,Erythorbic acid (Isoascorbic acid),fflo:FoodAdditive,,fflo:hasFunction,Lecithins,fflo:FoodAdditive,,0.95,Erythorbic acid (Isoascorbic acid): Lecithins
src_pdf_005_chunk_0251,src_pdf_005,markdown/appendix_a_4.md,pdf,251,Erythorbic acid (Isoascorbic acid),fflo:FoodAdditive,,fflo:hasFunction,"Lycopene, tomato",fflo:FoodAdditive,,0.95,"Erythorbic acid (Isoascorbic acid): Lycopene, tomato"
src_pdf_005_chunk_0251,src_pdf_005,markdown/appendix_a_4.md,pdf,251,Erythorbic acid (Isoascorbic acid),fflo:FoodAdditive,,fflo:hasFunction,Magnesium chloride,fflo:FoodAdditive,,0.95,Erythorbic acid (Isoascorbic acid): Magnesium chloride
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,ProcessHygieneImprovement,fflo:ObligationType,,0.95,FBO shall: check and improve process hygiene
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,ProcessHygieneImprovement,fflo:FoodBusinessOperator,,fflo:hasObligation,Schedule 4 (Part III) of FSS (Licensing and Registration of Food Businesses) Regulations,fflo:ObligationType,,0.95,implementation of guidelines in Schedule 4 (Part III)
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,ComplianceWithFoodSafetyCriteria,fflo:ObligationType,,0.95,Ensure that all food safety criteria as specified in Table-2B are complied with
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,Table-2B,fflo:FoodStandard,,fflo:hasDefinition,define the acceptability of a batch/lot,xsd:string,,0.95,Microbiological Standards in Table-2B define the acceptability of a batch/lot
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,Table-2B,fflo:TableReference,,fflo:appliesTo,product at the end of the manufacturing process,fkg:Food,,0.95,applicable to the products at the end of the manufacturing process
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,Table-2B,fflo:TableReference,,fflo:appliesTo,products in the market during their shelf-life,fkg:Food,,0.95,applicable to the products in the market during their shelf-life
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,Regulator,fflo:RegulatoryOfficer,,fflo:hasObligation,AsepticSampling,fflo:TestingRequirement,,0.95,sampling... shall be ensured aseptically
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,AsepticSampling,fflo:FoodBusinessOperator,,fflo:hasObligation,manufacturing units,fflo:TestingRequirement,,0.95,at manufacturing units
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,AsepticSampling,fso:Sample,,fflo:collectedAt,retail points,fflo:Retail,,0.95,at retail points
src_pdf_006_chunk_0020,src_pdf_006,markdown/appendix_b_1.md,pdf,20,AsepticSampling,fflo:ObligationType,,prov:wasAssociatedWith,trained person with specialized knowledge in the field of microbiology,fflo:RegulatoryOfficer,,0.95,by a trained person with specialized knowledge in the field of microbiology
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Microbiological Standards in Table-4B,fflo:FoodStandard,,fflo:hasDefinition,define the acceptability of a batch/lot,xsd:string,,0.95,define the acceptability of a batch/lot
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Microbiological Standards in Table-4B,fflo:FoodStandard,,fflo:appliesTo,product at the end of the manufacturing process,fkg:Food,,0.95,shall be met in respect of the product at the end of the manufacturing process
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Microbiological Standards in Table-4B,fflo:FoodStandard,,fflo:appliesTo,products in the market during their shelf-life,fkg:Food,,0.95,and the products in the market during their shelf- life
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,check and improve process hygiene,fflo:ObligationType,,0.95,the FBO shall: check and improve process hygiene
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,FBO,fflo:FoodBusinessOperator,,fflo:hasObligation,Ensure compliance with food safety criteria,fflo:ObligationType,,0.95,Ensure that all food safety criteria as specified in Table -4B are complied with
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Sampling for microbiological standards,fso:Sample,,fflo:occursAt,manufacturing units,fflo:Production,,0.95,sampling... shall be ensured aseptically at manufacturing units
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Sampling for microbiological standards,fflo:SamplingPlan,,fflo:occursAt,retail points,fflo:Retail,,0.95,and/or at retail points
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Sampling for microbiological standards,fflo:SamplingPlan,,prov:wasAssociatedWith,trained person with specialized knowledge in the field of microbiology,fflo:RegulatoryOfficer,,0.95,by a trained person with specialized knowledge in the field of microbiology
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Sampling for microbiological standards,fflo:SamplingPlan,,fflo:definedIn,"Food Safety and Standards (Food Products and Food Additives) Regulations, 2011",fflo:RegulatoryDocument,,0.95,"following guidelines in the Food Safety and Standards (Food Products and Food Additives) Regulations, 2011"
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,Sampling for microbiological standards,fflo:SamplingPlan,,fflo:compliesWith,ISO: 707,fflo:FoodStandard,,0.95,and ISO: 707 (Latest version)
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,samples,fso:Sample,,fflo:collectedAt,frozen condition at -18°C (±2°C),fflo:Storage,,0.95,stored and transported in frozen condition at -18°C (±2°C)
src_pdf_006_chunk_0044,src_pdf_006,markdown/appendix_b_1.md,pdf,44,samples,fso:Sample,,fflo:collectedAt,refrigerated conditions,fflo:Storage,,0.95,or under refrigerated
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Food Business Operator,fflo:FoodBusinessOperator,,fflo:hasObligation,ComplianceWithFoodSafetyCriteria,fflo:ObligationType,,0.95,ensure that all food safety criteria as specified in Table -9B are complied with
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Regulator,fflo:RegulatoryBody,,fflo:hasObligation,AsepticSampling,fflo:TestingRequirement,,0.95,sampling for different microbiological standards... shall be ensured aseptically
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sampling,fflo:SamplingPlan,,prov:wasAssociatedWith,trained person with specialized knowledge in the field of microbiology,fflo:RegulatoryOfficer,,0.95,by a trained person with specialized knowledge in the field of microbiology
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sampling,fflo:SamplingPlan,,prov:wasAssociatedWith,trained person with specialized knowledge in the field of microbiology,fflo:RegulatoryOfficer,,0.95,by a trained person with specialized knowledge in the field of microbiology
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sampling,fflo:FoodBusinessOperator,,fflo:compliesWith,"Food Safety and Standards (Food Products and Food Additives) Regulations, 2011",fflo:RegulatoryDocument,,0.95,"following guidelines in the Food Safety and Standards (Food Products and Food Additives) Regulations, 2011"
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sampling,fflo:SamplingPlan,,fflo:hasDefinition,ISO: 707,fflo:RegulatoryDocument,,0.95,and ISO: 707 (Latest version)
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sample,fso:Sample,,fflo:foundAt,frozen condition at -18°C (±2°C),fflo:Storage,,0.95,stored and transported in frozen condition at -18°C (±2°C)
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sample,fso:Sample,,fflo:collectedAt,refrigerated conditions at 2-5°C,fflo:Storage,,0.95,or under refrigerated conditions at 2-5°C
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sample,fso:Sample,,fflo:hasObligation,NoPreservativesAdded,fflo:ObligationType,,0.95,Preservatives shall not be added to sample units
src_pdf_006_chunk_0077,src_pdf_006,markdown/appendix_b_1.md,pdf,77,Sample,fso:Analysis,,fso:isPerformedAt,notified laboratory,fso:Laboratory,,0.95,submitted to the notified laboratory
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Improvement of texture of bakery and other cereal-based products,fflo:FlourTreatmentAgent,,0.85,Aspergillus: oryzae | ... | Improvement: of texture of | Bakery and: other cereal-
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Fusarium oxysporum,fflo:Microorganism,,fflo:hasFunction,Improvement of texture of bakery and other cereal-based products,fflo:FlourTreatmentAgent,,0.85,Fusarium: oxysporum | ... | Improvement: of texture of | Bakery and: other cereal-
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Improvement of flavour modification of bakery products,fflo:FlourTreatmentAgent,,0.85,"Aspergillus: oryzae | ... | Improvement: flavour | Bakery and: (bread, pasta,"
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Fusarium oxysporum,fflo:Microorganism,,fflo:hasFunction,Improvement of flavour modification of bakery products,fflo:FlourTreatmentAgent,,0.85,"Fusarium: oxysporum | ... | Improvement: flavour | Bakery and: (bread, pasta,"
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Improvement of modifying egg yolk for use in bakery products,fflo:AdditiveFunction,,0.85,Aspergillus: oryzae | ... | Improvement: modifying egg | Bakery and: yolk for use in
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Fusarium oxysporum,fflo:Microorganism,,fflo:hasFunction,Improvement of modifying egg yolk for use in bakery products,fflo:ProcessingAid,,0.85,Fusarium: oxysporum | ... | Improvement: modifying egg | Bakery and: yolk for use in
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Improvement of cake preparation,fflo:Processing,,0.85,Aspergillus: oryzae | ... | Improvement: cake | Bakery and: preparation
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Fusarium oxysporum,fflo:Microorganism,,fflo:hasFunction,Improvement of cake preparation,fflo:Processing,,0.85,Fusarium: oxysporum | ... | Improvement: cake | Bakery and: preparation
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Improvement of interesterification of fats,fflo:ProcessingAid,,0.85,Aspergillus: oryzae | ... | Improvement: interesterificati | Bakery and: on of fats
src_pdf_007_chunk_0018,src_pdf_007,markdown/appendix_c_2.md,pdf,18,Fusarium oxysporum,fflo:Microorganism,,fflo:hasFunction,Improvement of interesterification of fats,fflo:ProcessingAid,,0.85,Fusarium: oxysporum | ... | Improvement: interesterificati | Bakery and: on of fats
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Hydrolysis of lactose content,fflo:ProcessingAid,,0.95,Aspergillus oryzae | Hydrolysis of: lactose content
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Aspergillus oryzae,fflo:Microorganism,,fflo:hasFunction,Dairy products,fkg:Food,,0.95,In dairy: processing
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Trichoderma reesei,fflo:Microorganism,,fflo:hasFunction,Starch processing for fermentation,fflo:Processing,,0.95,Trichoderma reesei | Starch processing for: fermentation
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Trichoderma reesei,fflo:Microorganism,,fflo:hasFunction,Brewing process,fflo:ProcessingAid,,0.95,Brewing process
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,Starch processing for fermentation,fflo:Processing,,0.95,Aspergillus niger | Starch processing for: fermentation
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Myceliophthorase,fflo:ProcessingAid,,fflo:hasFunction,Starch processing for fermentation,fflo:Processing,,0.95,Myceliophthorase | Starch processing for: fermentation
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Bacillus licheniformis,fflo:Microorganism,,fflo:hasFunction,Hydrolysis of pullulan in starch processing,fflo:Processing,,0.95,Bacillus licheniformis | Hydrolysis of: pullulan in: starch processing
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Bacillus deramificans,fflo:Microorganism,,fflo:hasFunction,Hydrolysis of pullulan in starch processing,fflo:ProcessingAid,,0.95,Bacillus deramificans | Hydrolysis of: pullulan in: starch processing
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Pullulanase,fflo:Microorganism,,fflo:hasFunction,Hydrolysis of pullulan in starch processing,fflo:AdditiveFunction,,0.95,Pullulana se | Hydrolysis of: pullulan in: starch processing
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Pullulanase,fflo:ProcessingAid,,fflo:hasFunction,Processing aid in efficient manufacture of starch or sweeteners,fflo:AdditiveFunction,,0.95,as processing aid in efficient | processes and: manufacture of starch or sweeteners
src_pdf_007_chunk_0044,src_pdf_007,markdown/appendix_c_2.md,pdf,44,Pullulanase,fflo:ProcessingAid,,fflo:hasFunction,Brewing processes,fflo:AdditiveFunction,,0.95,Brewing processes
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,clarification of juice from fruits and vegetables,fflo:ProcessingAid,,0.9,Aspergillus niger ... clarification of juice from vegetable processing
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,extraction of flavouring,fflo:AdditiveFunction,,0.9,Aspergillus niger ... extraction of vegetable flavouring
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Trichoderma reesei,fflo:Microorganism,,fflo:hasFunction,hydrolysis of starch,fflo:AdditiveFunction,,0.9,Trichoderma reesei ... hydrolysis of starch
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,hydrolysis of starch,fflo:AdditiveFunction,,0.9,Aspergillus niger ... hydrolysis of starch
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Trichoderma reesei,fflo:Microorganism,,fflo:hasFunction,fermentation,fflo:Processing,,0.9,Trichoderma reesei ... fermentation
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,fermentation,fflo:Processing,,0.9,Aspergillus niger ... fermentation
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Aspergillus niger,fflo:Microorganism,,fflo:hasFunction,alcohol production,fflo:Processing,,0.9,Aspergillus niger ... alcohol production
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Polygalacturonase,fflo:ProcessingAid,,fflo:hasFunction,clarification of juice from fruits and vegetables,fflo:ProcessingAid,,0.9,Polygalacturonase ... clarification of juice from vegetable processing
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Polygalacturonase,fflo:ProcessingAid,,fflo:hasFunction,extraction of flavouring,fflo:Processing,,0.9,Polygalacturonase ... extraction of vegetable flavouring
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Alpha-glucosidase,fflo:ProcessingAid,,fflo:hasFunction,hydrolysis of starch,fflo:AdditiveFunction,,0.9,Alpha-glucosidase ... hydrolysis of starch
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Alpha-glucosidase,fflo:ProcessingAid,,fflo:hasFunction,fermentation,fflo:AdditiveFunction,,0.9,Alpha-glucosidase ... fermentation
src_pdf_007_chunk_0042,src_pdf_007,markdown/appendix_c_2.md,pdf,42,Alpha-glucosidase,fflo:ProcessingAid,,fflo:hasFunction,alcohol production,fflo:AdditiveFunction,,0.9,Alpha-glucosidase ... alcohol production
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,tea,fkg:Food,,fflo:compliesWith,regulation 2.10.1 (1),fflo:RegulatoryDocument,,0.95,standards or quality of tea prescribed in item regulation 2.10.1 (1) shall apply
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,Flavoured tea manufacturers,fflo:FoodBusinessOperator,,fflo:hasObligation,RegistrationWithTeaBoard,fflo:ObligationType,,0.95,Flavoured tea manufacturers shall register themselves with the Tea Board
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,Green Tea,fkg:Food,,fkg:hasIngredient,"leaves, buds and tender stems of varieties of the species Camellia sinensis (L) O. Kuntze",fkg:Ingredient,,0.95,"derived solely and exclusively... from the leaves, buds and tender stems of varieties of the species Camellia sinensis"
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,Green Tea,fkg:Food,,fflo:hasAdulterant,moulds,fflo:Microorganism,,0.95,free from... moulds
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,Green Tea,fkg:Food,,fflo:hasAdulterant,insect fragments,fflo:ContaminantAdulterant,,0.95,free from... insect fragments
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,Green Tea,fkg:Food,,fflo:hasAdulterant,extraneous matter,fflo:ContaminantAdulterant,,0.95,free from extraneous matter
src_pdf_008_chunk_0004,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,4,tea,fkg:Food,,fkg:hasIngredient,natural flavours,fkg:Ingredient,,0.7,"tea may contain ""natural flavours"""
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_ash_limit_0001,fflo:PermissibleLimit,,fflo:forProperty,Total ash,ssn:Property,,0.95,Total ash (on dry basis) m/m Not more than 12.0 percent
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_ash_limit_0001,fflo:PermissibleLimit,,fflo:hasValue,12.0 percent,fso:Measurement,,0.95,Not more than 12.0 percent
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_ash_limit_0001,fflo:PermissibleLimit,,fflo:inFood,Soluble Coffee Powder,fkg:Food,,0.95,It shall conform to the following standards
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_caffeine_limit_0002,fflo:PermissibleLimit,,fflo:forProperty,Caffeine content,ssn:Property,,0.95,Caffeined content (on dry basis) Not less than 2.8 percent
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_caffeine_limit_0002,fflo:PermissibleLimit,,fflo:hasValue,2.8 percent,fso:Measurement,,0.95,Not less than 2.8 percent
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,ev_soluble_caffeine_limit_0002,fflo:PermissibleLimit,,fflo:inFood,Soluble Coffee Powder,fkg:Food,,0.95,It shall conform to the following standards
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,Soluble Coffee Powder,fflo:FoodCategory,,fflo:hasDefinition,"coffee powder, obtained from freshly roasted and ground pure coffee beans",xsd:string,,0.95,"Soluble Coffee Powder means coffee powder, obtained from freshly roasted and ground pure coffee beans"
src_pdf_008_chunk_0011,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,11,Decaffeinated soluble coffee powder,fflo:FoodCategory,,fflo:hasDefinition,coffee powder obtained from freshly roasted and ground pure coffee beans from which most of the caffeine has been removed,xsd:string,,0.95,Decaffeinated soluble coffee powder means coffee powder obtained from freshly roasted and ground pure coffee beans from which most of the caffeine has been removed
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Coffee - Chicory Mixture,fkg:Food,,fflo:hasObligation,LabelingOfIngredients,fflo:ObligationType,,0.95,chicory used shall be marked on the label as provided in Regulation 2.4.5 (1) (i)
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Coffee - Chicory Mixture,fkg:Food,,fflo:appliesTo,"Food Safety and Standards (Packaging and Labelling) Regulations, 2011",fflo:RegulatoryDocument,,0.95,"Regulation 2.4.5 (1) (i) of Food Safety and Standards (Packaging and Labelling) Regulations, 2011"
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,ev_caffeine_limit_0001,fflo:PermissibleLimit,,fflo:forProperty,Caffeine content,ssn:Property,,0.95,Caffeine content on dry basis Not less than 0.6 per cent
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,ev_caffeine_limit_0001,fflo:PermissibleLimit,,fflo:hasValue,0.6 per cent,fso:Measurement,,0.95,Not less than 0.6 per cent
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Instant Coffee - Chicory Mixture,fkg:Food,,fkg:hasIngredient,roasted and ground coffee,fkg:Ingredient,,0.95,manufactured from roasted and ground coffee and roasted and ground chicory
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Instant Coffee - Chicory Mixture,fkg:Food,,fkg:hasIngredient,roasted and ground chicory,fkg:Ingredient,,0.95,manufactured from roasted and ground coffee and roasted and ground chicory
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Instant Coffee - Chicory Mixture,fkg:Food,,fflo:hasObligation,LabelingOfIngredients,fflo:ObligationType,,0.95,percentage of coffee and chicory used shall be marked on the label
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,Instant Coffee - Chicory Mixture,fkg:Food,,fflo:compliesWith,"Food Safety and Standards (Packaging and Labelling) Regulations, 2011",fflo:RegulatoryDocument,,0.95,"Regulation 2.4.5 (1) (ii) of Food Safety and Standards (Packaging and Labelling) Regulations, 2011"
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,ev_coffee_content_0001,fflo:PermissibleLimit,,fflo:forProperty,Coffee content,ssn:Property,,0.95,coffee content in the mixture shall not be less than 51 per cent by mass
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,ev_coffee_content_0001,fflo:PermissibleLimit,,fflo:hasValue,51 per cent by mass,fso:Measurement,,0.95,not be less than 51 per cent by mass
src_pdf_008_chunk_0013,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,13,ev_coffee_content_0001,fflo:PermissibleLimit,,fflo:inFood,Instant Coffee - Chicory Mixture,fkg:Food,,0.95,coffee content in the mixture shall not be less than 51 per cent by mass
src_pdf_008_chunk_0015,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,15,Decaffeinated Instant coffee-chicory mixture,fkg:Food,,fkg:hasIngredient,decaffeinated roasted and ground coffee,fkg:Ingredient,,0.95,manufactured from decaffeinated roasted and ground coffee
src_pdf_008_chunk_0015,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,15,Decaffeinated Instant coffee-chicory mixture,fkg:Food,,fkg:hasIngredient,roasted and ground chicory,fkg:Ingredient,,0.95,manufactured from ... roasted and ground chicory
src_pdf_008_chunk_0015,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,15,Decaffeinated Instant coffee-chicory mixture,fkg:Food,,fflo:hasObligation,LabelingRequirement,fflo:ObligationType,,0.95,percentage of coffee and chicory used shall be marked on the label
src_pdf_008_chunk_0015,src_pdf_008,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,pdf,15,LabelingRequirement,fflo:ObligationType,,fflo:specifiedIn,"Food Safety & Standards (Labelling & Display) Regulations, 2020",fflo:RegulatoryDocument,,0.95,"as per the Food Safety & Standards (Labelling & Display) Regulations, 2020"
