keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,source_round_number,next_round_target,keyword_source_scope,keyword_source_article_count,example_article_id,example_domain,example_source,example_publication_date,example_human_label,example_word_count
edible oil worth,phrase_frequency,1,0.333333,7,6,0.0,0.0,0.011925,0.08,0.047122,oil/product,manual_review,food/product term is relevant but not strong enough alone,18,FDA adopts zero-tolerance policy for edible oil sold loose and in reused tins | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-adopts-zero-tolerance-policy-for-edible-oil-sold-loose-and-in-reused-tins/articleshow/94628169.cms,"...ry shop at Saoner seizing around 358 kg loose oil worth Rs 46,542. On September 27, around 686.8 kgs of loose edible oil worth Rs 86,536 were seized from M/s Shree Trading company, Rameshwari Road, belonging to one Amritlal Sahu. Deshpa...",1,2,human_relevant_articles_only,75,ca5292c4-3ef3-41b8-a17c-5401483b482d,timesofindia.indiatimes.com,indiatimes.com,2022-10-04,relevant,323
fake cooking oil,phrase_frequency,1,0.333333,10,5,0.0,0.0,0.017036,0.066667,0.045889,incident/action phrase,manual_review,incident/action phrase needs human pruning,24,"Govt seizes 18,000 litres of fake cooking oil: Why they can be harmful, and tips to identify them",https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,"...The medical and health department of Ajmer seized the fake oil with duplicated labels of famous brands. “The fake cooking oil was being prepared by using duplicated labels of various famous brands by misbranding these items, along with...",1,2,human_relevant_articles_only,75,5c3b4f65-1119-4cb7-9bf5-8dccd568b46b,indianexpress.com,indianexpress.com,2024-06-04,relevant,438
used cooking oil,phrase_frequency,1,0.333333,10,3,0.0,0.0,0.017036,0.04,0.041889,oil/product,manual_review,food/product term is relevant but not strong enough alone,46,"Ludhiana: Fast food joint’s cooking oil fails quality test, say Health dept",https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-fast-food-joint-s-cooking-oil-fails-quality-test-say-health-dept-101764785730988.html,"A Burger King franchise in Mullanpur has been found using “used cooking oil” for frying, the local health department said. The department collected a sample of cooking oil from the rest...",1,2,human_relevant_articles_only,75,e21aa571-cd54-4c46-a497-584047f0b89e,hindustantimes.com,hindustantimes.com,2025-12-04,relevant,242
refined oil,phrase_frequency,1,0.333333,7,2,0.0,0.0,0.011925,0.026667,0.039122,oil/product,manual_review,food/product term is relevant but not strong enough alone,35,Health dept seizes 352 boxes of refined oil after 6 hospitalised,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,Health dept seizes 352 boxes of refined oil after 6 hospitalised Test results show Vitamin D toxicity in patients who hail from 2 Rajpura villages; accor...,1,2,human_relevant_articles_only,75,e0d0dd8e-965d-412d-9baf-c9e35bbeaebe,hindustantimes.com,hindustantimes.com,2025-04-22,relevant,464
oils,phrase_frequency; tfidf; yake,3,1.0,133,32,0.353056,0.187421,0.226576,0.426667,0.368411,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...al Licensing Authority to carry out an inspection drive. As per the FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is n...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
edible,phrase_frequency; tfidf,2,0.666667,124,43,0.32571,0.0,0.211244,0.573333,0.298352,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"...nformation that an oil mill owner was violating the government rules of manufacturing oil and not storing the edible oil in hygienic conditions. The raid was conducted by food officers S S Deore, A U Raskar under the guidance...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
samples of different edible,yake,1,0.333333,1,1,0.0,1.0,0.001704,0.013333,0.285589,other_candidate,drop,low score or outside edible-oil/adulteration scope,9,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,"About 2.42 per cent of the 4,461 samples of different edible oils from 587 districts and four metros are found to be non-compliant with safety parameters, food safety reg...",1,2,human_relevant_articles_only,75,6dd945a7-2197-4323-b3dc-7b84b6513e2c,financialexpress.com,financialexpress.com,2021-12-29,relevant,466
samples,phrase_frequency; tfidf,2,0.666667,110,39,0.292645,0.0,0.187394,0.52,0.275201,other_candidate,drop,low score or outside edible-oil/adulteration scope,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"...f substandard quality, the Rajasthan government claimed on Wednesday. According to the state government, five samples of mustard oil supplied to Patanjali by Singhania oil mill were tested. All five samples failed. They were no...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
edible oils,phrase_frequency; tfidf; yake,3,1.0,55,23,0.19035,0.187465,0.093697,0.306667,0.273543,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...d Central Licensing Authority to carry out an inspection drive. As per the FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is n...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
food,yake,1,0.333333,251,64,0.0,0.187452,0.427598,0.853333,0.272336,other_candidate,drop,outside edible-oil/adulteration domain,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"Nashik: The Food and Drugs Administration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg o...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
mustard,phrase_frequency; tfidf,2,0.666667,86,23,0.31476,0.0,0.146508,0.306667,0.244809,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...the blending process is not less than 20 per cent. Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers. Suresh Nagpal, Chairman of COOIT, said mustard growers will get encouragement t...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
cooking,phrase_frequency; tfidf,2,0.666667,85,27,0.268393,0.0,0.144804,0.36,0.236325,other_candidate,drop,low score or outside edible-oil/adulteration scope,3,FSSAI urges states to enforce ban on blending of mustard oil with other cooking oils - BusinessToday,https://www.businesstoday.in/current/economy-politics/fssai-urges-states-to-enforce-ban-on-blending-of-mustard-oil-with-other-cooking-oils/story/441253.html,"...ator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with any other cooking oil from June 8. In its notification dated March 8, the FSSAI had prohibited the blending of mustard oil for...",1,2,human_relevant_articles_only,75,5bd477ba-ebfb-400d-86db-068f50cb697d,businesstoday.in,businesstoday.in,2021-06-09,relevant,215
coconut,phrase_frequency; tfidf,2,0.666667,66,13,0.314078,0.0,0.112436,0.173333,0.219459,other_candidate,drop,low score or outside edible-oil/adulteration scope,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,...e level of adulteration was found to be higher in unpackaged samples of mustard and soybean oil and absent in coconut oil. Studies have also stated that adulteration was commonly practised in non-branded foods. âIncrease in con...,1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
safety and other officials,yake,1,0.333333,1,1,0.0,0.726456,0.001704,0.013333,0.217203,other_candidate,drop,outside edible-oil/adulteration domain,31,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,"...about 10,000 litres of suspected palm oil. The value of items seized was estimated to be Rs 15.45 lakh. Food safety and other officials were informed of the find by police. Samples were taken for testing. One person, Murtua Zabuawala, was detain...",1,2,human_relevant_articles_only,75,00cec5e8-2bd1-48dc-8ad3-4387443be743,timesofindia.indiatimes.com,indiatimes.com,2024-12-10,relevant,257
samples of the seized,yake,1,0.333333,4,4,0.0,0.461355,0.006814,0.053333,0.157694,enforcement/evidence,drop,weak domain term below threshold,35,Health dept seizes 352 boxes of refined oil after 6 hospitalised,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,...onfiscated 352 boxes and 13 bottles of the refined oil. We have removed the harmful product from circulation. Samples of the seized products have been collected and sent for laboratory analysis to the state food lab in Kharar. Legal steps wi...,1,2,human_relevant_articles_only,75,e0d0dd8e-965d-412d-9baf-c9e35bbeaebe,hindustantimes.com,hindustantimes.com,2025-04-22,relevant,464
teams from these food,yake,1,0.333333,1,1,0.0,0.427798,0.001704,0.013333,0.142538,other_candidate,drop,non-oil food context without edible-oil signal,33,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,...rding law due to the ink used in printing them. Two kilogram of plastic bags and containers was seized by the teams from these food businesses.,1,2,human_relevant_articles_only,75,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,timesofindia.indiatimes.com,indiatimes.com,2025-03-04,relevant,167
quality and other food,yake,1,0.333333,1,1,0.0,0.405537,0.001704,0.013333,0.136973,other_candidate,drop,outside edible-oil/adulteration domain,42,FSDA seizes substandard supply of edible oil worth 30L | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/fsda-seizes-substandard-supply-of-edible-oil-worth-30l/articleshow/124437838.cms,"...and Drug Administration Department (FSDA) on Thursday seized a large consignment of edible oil of substandard quality and other food items during a citywide inspection drive. According to officials, a total of 19,944 litres of edible oil wort...",1,2,human_relevant_articles_only,75,ef54adfa-74e6-4389-a018-5ac6165ec379,timesofindia.indiatimes.com,indiatimes.com,2025-10-10,relevant,175
official of the food,yake,1,0.333333,1,1,0.0,0.371333,0.001704,0.013333,0.128422,other_candidate,drop,outside edible-oil/adulteration domain,63,"With Onam around, adulterated coconut oil floods Kerala market",https://www.newindianexpress.com/cities/thiruvananthapuram/2022/aug/23/with-onam-around-adulterated-coconut-oil-floods-kerala-market-2490320.html,"...roducts sold in the market during Onam. The squads have collected around 140 surveillance samples so far,” an official of the Food Safety Department.",1,2,human_relevant_articles_only,75,54c10fb3-b626-436f-b359-7fbc2b8a4101,newindianexpress.com,newindianexpress.com,2022-08-23,relevant,262
officials of the food,yake,1,0.333333,1,1,0.0,0.371333,0.001704,0.013333,0.128422,other_candidate,drop,outside edible-oil/adulteration domain,60,Suspected adulterated oil,https://www.thehindu.com/news/cities/Tiruchirapalli/food-safety-officials-crack-the-whip-on-adulteration-of-edible-oil-in-tiruchi/article65183634.ece,Officials of the Food Safety Department have lifted samples of suspected adulterated groundnut and gingelly oil from a manufacturin...,1,2,human_relevant_articles_only,75,618e66d1-ae63-4989-bf99-b720d350834f,thehindu.com,thehindu.com,2022-03-02,relevant,305
safety department,phrase_frequency; tfidf,2,0.666667,20,10,0.101703,0.0,0.034072,0.133333,0.127374,other_candidate,drop,outside edible-oil/adulteration domain,16,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,"...picion adulteration. Acting on a complaint, collector Manish Singh and ADM Abhay Bedekar had instructed food safety department to carry out an inspection at M/S Sangeeta Traders in Tigariya. âIn the inspection, the team found sale, pack...",1,2,human_relevant_articles_only,75,5e2a0e28-ddbc-4f64-8245-ec60dfe80e4f,timesofindia.indiatimes.com,indiatimes.com,2022-08-18,relevant,110
officials from the food,yake,1,0.333333,1,1,0.0,0.36605,0.001704,0.013333,0.127101,other_candidate,drop,outside edible-oil/adulteration domain,53,"4,000 litres of suspected adulterated oil seized | Kanpur News - The Times of India",https://timesofindia.indiatimes.com/city/kanpur/4000-litres-of-suspected-adulterated-oil-seized/articleshow/131143712.cms,"...that the oil may have been stored for illegal adulteration and distribution purposes. Following the recovery, officials from the food and logistics department were called to the spot. Samples of the suspected oil were collected and sent to a l...",1,2,human_relevant_articles_only,75,4595338c-44aa-4b37-8a48-67aee1733fd8,timesofindia.indiatimes.com,indiatimes.com,2026-05-17,relevant,195
food safety and standards,yake,1,0.333333,23,20,0.0,0.187457,0.039182,0.266667,0.126075,enforcement/evidence,drop,weak domain term below threshold,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"...sthan government, mustard oil sold by Baba Ramdev's company Patanjali has been found to be substandard by the Food Safety and Standards Authority Laboratory in Alwar. Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of su...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
health department,phrase_frequency; tfidf,2,0.666667,22,10,0.095631,0.0,0.037479,0.133333,0.125759,other_candidate,drop,outside edible-oil/adulteration domain,19,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,"Jaipur: Intensifying measures to prevent the sale of adulterated food products ahead of Diwali, health department teams on Thursday seized 166 quintals of mustard oil in Vishwakarma Industrial (VKI) area on suspicion that t...",1,2,human_relevant_articles_only,75,f34fca57-cea8-47c5-9e96-785e4d96c84b,timesofindia.indiatimes.com,indiatimes.com,2022-10-14,relevant,115
safety standards,phrase_frequency; tfidf,2,0.666667,9,8,0.111155,0.0,0.015332,0.106667,0.123871,other_candidate,drop,outside edible-oil/adulteration domain,10,24% edible oil samples adulterated: FSSAI | Today News,https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,"...of India or FSSAI, has said 2.42% of the 4,461 cooking oil samples it tested were non-compliant on account of safety standards, while 24.2% samples failed to clear quality metrics, indicating possible adulteration of cooking oils in the...",1,2,human_relevant_articles_only,75,fd0a42c6-b8ad-4e5e-b5d2-29d0761a8872,livemint.com,livemint.com,2021-12-29,relevant,487
oil worth,phrase_frequency; tfidf,2,0.666667,16,10,0.09284,0.0,0.027257,0.133333,0.123249,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"...tration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg of refined soybean oil worth over Rs 9 lakh on Monday. C D Salunkhe, the joint commissioner of FDA, Nashik, said they had received inform...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
raided,phrase_frequency; tfidf,2,0.666667,15,13,0.070932,0.0,0.025554,0.173333,0.121326,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"Nashik: The Food and Drugs Administration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg of refined soybean oil worth over Rs 9...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
food items,phrase_frequency; tfidf,2,0.666667,16,10,0.087319,0.0,0.027257,0.133333,0.121317,other_candidate,drop,outside edible-oil/adulteration domain,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"...Baba Ramdev Meena said that Patanjali’s mustard oil pouch and mustard oil bottle were found to be substandard food items. Sri Sri Tattva brand’s mustard oil also got the same result. Meanwhile, Parliament brand’s mustard oil was f...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
police said that food,yake,1,0.333333,1,1,0.0,0.342536,0.001704,0.013333,0.121223,other_candidate,drop,outside edible-oil/adulteration domain,75,"Over 5,000 litres of adulterated cooking oil seized in Gachibowli; expired wheat flour repackaged for sale",https://www.thehindu.com/news/cities/Hyderabad/over-5000-litres-of-adulterated-cooking-oil-seized-in-gachibowli-expired-wheat-flour-repackaged-for-sale/article70724996.ece,...ed and relabelled as “Jasnath Gold Chakki Atta” before distribution for sale. An official from the Gachibowli police said that Food Safety inspectors are expected to collect samples of the seized products and send them for laboratory testing...,1,2,human_relevant_articles_only,75,2fd8c633-20b6-4ee1-a82a-d2dcb4b1b23e,thehindu.com,thehindu.com,2026-03-10,relevant,228
police and the food,yake,1,0.333333,1,1,0.0,0.336773,0.001704,0.013333,0.119782,other_candidate,drop,outside edible-oil/adulteration domain,65,2500 litres of suspected adulterated cooking oil seized,https://www.thehindu.com/news/cities/Hyderabad/2500-litres-of-suspected-adulterated-cooking-oil-seized/article66001879.ece,"A joint team of the Special Branch police and the Food Safety Department personnel on Wednesday seized 2,500 litres of suspected adulterated cooking oil during a ra...",1,2,human_relevant_articles_only,75,953c9a3c-c950-4090-8104-5d39bec0c3c6,thehindu.com,thehindu.com,2022-10-12,relevant,130
drug administration,phrase_frequency; tfidf,2,0.666667,12,12,0.06497,0.0,0.020443,0.16,0.116473,other_candidate,drop,outside edible-oil/adulteration domain,14,Nagpur: Food and drug administration to focus on edible oil during Food Safety Week | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-to-focus-on-edible-oil-during-food-safety-week/articleshow/93416043.cms,NAGPUR: The Food and drug administration (FDA) will focus on quality of edible oils during the Food Safety Week between August 5 and 12 among other ac...,1,2,human_relevant_articles_only,75,ceaa0795-f8e6-44d7-a04b-e2264e1c3e05,timesofindia.indiatimes.com,indiatimes.com,2022-08-08,relevant,279
sample,phrase_frequency; tfidf,2,0.666667,15,10,0.071998,0.0,0.025554,0.133333,0.115699,other_candidate,drop,low score or outside edible-oil/adulteration scope,7,SPECS presents report on adulteration in Mustard Oil,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,"...ious substance. Boil some oil and, if the top layer is full of effervescence means adulteration. Also, take a sample and put drops of lemon in it. If the physical condition changes, it means adulteration.",1,2,human_relevant_articles_only,75,126dd605-80a2-4c79-8f67-9c58cc4d3180,garhwalpost.in,garhwalpost.in,2021-10-30,relevant,336
oil for further laboratory,yake,1,0.333333,1,1,0.0,0.315894,0.001704,0.013333,0.114562,other_candidate,drop,low score or outside edible-oil/adulteration scope,22,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,...ct food safety officer said. The food safety department has yet again collected four samples from the cooking oil for further laboratory examination. Residents with complaints about food safety can lodge a complaint at 94440-42322 (WhatsApp).,1,2,human_relevant_articles_only,75,47188540-234f-4110-873c-89e4eb2b92d3,timesofindia.indiatimes.com,indiatimes.com,2023-05-28,relevant,289
vegetable,phrase_frequency; tfidf,2,0.666667,15,9,0.073089,0.0,0.025554,0.12,0.114081,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent. Edible Oil industry body COOIT said the move w...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
standards authority,phrase_frequency; tfidf,2,0.666667,13,12,0.057169,0.0,0.022147,0.16,0.113998,other_candidate,drop,outside edible-oil/adulteration domain,5,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,"..., mustard oil sold by Baba Ramdev's company Patanjali has been found to be substandard by the Food Safety and Standards Authority Laboratory in Alwar. Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of substandard...",1,2,human_relevant_articles_only,75,0fd9131c-7e9d-40c2-86f0-cd90978f26de,indiatoday.in,indiatoday.in,2021-06-10,relevant,259
bran oil,phrase_frequency; tfidf,2,0.666667,15,10,0.065167,0.0,0.025554,0.133333,0.113308,other_candidate,drop,low score or outside edible-oil/adulteration scope,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,"...mises of three edible oil traders in the Posta region after receiving complaints that they were blending rice bran oil with deadly dyes and chemicals and repacking them as mustard oil and selling them at Rs 160 per litre, almost...",1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
rice bran,phrase_frequency; tfidf,2,0.666667,15,10,0.065167,0.0,0.025554,0.133333,0.113308,other_candidate,drop,outside edible-oil/adulteration domain,8,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,"...e premises of three edible oil traders in the Posta region after receiving complaints that they were blending rice bran oil with deadly dyes and chemicals and repacking them as mustard oil and selling them at Rs 160 per litre, al...",1,2,human_relevant_articles_only,75,64217ea7-1449-4966-8d6d-4251d3416f7f,timesofindia.indiatimes.com,indiatimes.com,2021-11-27,relevant,527
compounds in the oil,yake,1,0.333333,1,1,0.0,0.304253,0.001704,0.013333,0.111652,other_candidate,drop,low score or outside edible-oil/adulteration scope,51,"Dark discoloration, high TPC levels found in used cooking oil of famous fast food chain: What FSSAI says about the health risks",https://timesofindia.indiatimes.com/life-style/food-news/dark-discoloration-high-tpc-levels-found-in-cooking-oil-of-famous-fast-food-chain-what-fssai-says-about-the-health-risks/articleshow/130833701.cms,"...FSSAI, small handheld devices for rapid on site testing are available in the market to check the Total Polar Compounds in the oil during frying. These devices should be calibrated regularly and should only be used for indicative testing. W...",1,2,human_relevant_articles_only,75,6855e046-c4f3-4758-b886-2f594024cb27,timesofindia.indiatimes.com,indiatimes.com,2026-05-05,relevant,572
per cent,phrase_frequency; tfidf,2,0.666667,13,7,0.077047,0.0,0.022147,0.093333,0.110955,other_candidate,drop,outside edible-oil/adulteration domain,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,...rovided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent. Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers. Suresh Nagpa...,1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
oil used,phrase_frequency; tfidf,2,0.666667,10,7,0.074593,0.0,0.017036,0.093333,0.10933,other_candidate,drop,low score or outside edible-oil/adulteration scope,2,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,"...ulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent. Edible Oil industry body COOIT said the move will benef...",1,2,human_relevant_articles_only,75,068350a9-1c36-48c8-8fcd-7e5e55a45d21,economictimes.indiatimes.com,indiatimes.com,2021-06-09,relevant,107
officials said that oil,yake,1,0.333333,1,1,0.0,0.293223,0.001704,0.013333,0.108895,other_candidate,drop,low score or outside edible-oil/adulteration scope,22,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,...of cooking oil in the two private mills were confiscated by the officials on Saturday. Food safety department officials said that oil samples from the two mills (Sri Krishnan Oil Mill and Yaanai pump Krishnan Oil Mill) on WB road were collecte...,1,2,human_relevant_articles_only,75,47188540-234f-4110-873c-89e4eb2b92d3,timesofindia.indiatimes.com,indiatimes.com,2023-05-28,relevant,289
oil mill,phrase_frequency; tfidf,2,0.666667,12,6,0.074329,0.0,0.020443,0.08,0.107748,other_candidate,drop,low score or outside edible-oil/adulteration scope,1,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,"Nashik: The Food and Drugs Administration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg of refined soybean oil worth over Rs 9 lakh on Mond...",1,2,human_relevant_articles_only,75,86bac12e-b8a4-4295-bbda-5e5606b6982b,timesofindia.indiatimes.com,indiatimes.com,2021-03-10,relevant,232
seized by the food,yake,1,0.333333,1,1,0.0,0.276933,0.001704,0.013333,0.104822,enforcement/evidence,drop,weak domain term below threshold,56,Mumbai: Over 50% edible oils seized in raids found non-certified,https://www.freepressjournal.in/mumbai/mumbai-over-50-edible-oils-seized-in-raids-found-non-certified,"More than 50 per cent of edible oils seized by the Food and Drug Administration in Thane and Mumbai during raids last month have been found to be non-certified, the...",1,2,human_relevant_articles_only,75,00990be3-4034-4b91-b48a-d5becb21f100,freepressjournal.in,freepressjournal.in,2021-02-02,relevant,153
