round_number,final_keep,final_human_label,title,source,date,url,domain,oil_role,model_final_label,model_confidence,reason,evidence_phrase,query_family,query_id,human_review_status,word_count
1,1,relevant,"Mumbai News: Adulterated Sweets, Edible Oil Worth ₹1.64 Lakh Seized By FDA",freepressjournal.in,2023-11-06,https://www.freepressjournal.in/mumbai/mumbai-news-adulterated-sweets-edible-oil-worth-164-lakh-seized-by-fda,freepressjournal.in,adulterated_product,relevant,1.0,LLM reading: edible oil is itself the adulterated food product,"refined sunflower oil and RBD palmolein oil worth ₹1,07,120 from Pragati Oil Mill in Sakinaka",boolean,boolean_core_oils_fraud,human_reviewed,327
1,1,relevant,MP: 200 Litres Adulterated Mustard Oil Found In Jabalpur Oil Factory During Surprise Inspection,freepressjournal.in,2024-02-19,https://www.freepressjournal.in/bhopal/mp-200-litres-adulterated-mustard-oil-found-in-jabalpur-oil-factory-during-surprise-inspection,freepressjournal.in,adulterated_product,relevant,1.0,LLM reading: Adulterated mustard oil found in Jabalpur oil factory during surprise inspection.,A barrel containing 200 litres mustard oil failed to meet the quality standards.,title_only,title_named_oils_fraud,human_reviewed,208
1,1,relevant,Coconut Development Board urged to prevent adulteration in coconut oil,thehindubusinessline.com,2024-05-22,https://www.thehindubusinessline.com/economy/agri-business/coconut-development-board-urged-to-prevent-adulteration-in-coconut-oil/article68203044.ece,thehindubusinessline.com,adulterated_product,relevant,1.0,LLM reading: coconut oil is itself the adulterated product,preventing adulteration of coconut oil,boolean,boolean_oils_enforcement_evidence,human_reviewed,187
1,1,relevant,"From the pages of The Hindu, July 4, 1974: Edible oil adulterated with used motor oil",thehindu.com,2024-07-04,https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: edible oil is itself adulterated with used motor oil,used motor oil is being utilised for adulteration with edible oils,title_only,title_core_oils_fraud,human_reviewed,263
1,1,relevant,"Inspection Conducted at Burger King Outlet in Malakpet,",deccanchronicle.com,2024-10-01,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,deccanchronicle.com,adulterated_product,relevant,1.0,LLM reading: unsafe cooking oil seized from Burger King outlet,The palm oil used for frying non-vegetarian items were found with Total Polar Compound (TPC) value beyond the permissible limit.,boolean,boolean_core_oils_fraud,human_reviewed,153
1,1,relevant,Food safety raids to check entry of spurious coconut oil into market  ,thehindu.com,2025-07-18,https://www.thehindu.com/news/national/kerala/food-safety-raids-to-check-entry-of-spurious-coconut-oil-into-market/article69828078.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: coconut oil is itself the adulterated product,spurious coconut oil entering the market,boolean,boolean_named_oils_fraud,human_reviewed,311
1,1,relevant,"Food Safety wing seizes 16,565 litres of spurious coconut oil in raids  ",thehindu.com,2025-08-12,https://www.thehindu.com/news/national/kerala/food-safety-wing-seizes-16565-litres-of-spurious-coconut-oil-in-raids/article69925354.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: coconut oil is itself the adulterated product,"16,565 litres of spurious coconut oil",boolean,boolean_named_oils_fraud,human_reviewed,80
1,1,relevant,Sale of adulterated coconut oil: farmers elated over SHRC’s intervention,thehindu.com,2026-02-19,https://www.thehindu.com/news/national/kerala/sale-of-adulterated-coconut-oil-farmers-elated-over-shrcs-intervention/article70651539.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: adulterated coconut oil is mentioned as the product being sold and investigated,sale of impure coconut oil in north Kerala districts,boolean,boolean_core_oils_fraud,human_reviewed,428
1,1,relevant,"Adulterated cooking oil, wheat flour worth Rs 21 lakh seized in Hyderabad",siasat.com,2026-03-10,https://www.siasat.com/adulterated-cooking-oil-wheat-flour-worth-rs-21-lakh-seized-in-hyderabad-3432488/,siasat.com,adulterated_product,relevant,1.0,LLM reading: adulterated cooking oil is itself the adulterated food product,"more than 5,000 litres of adulterated cooking oil were seized",boolean,boolean_core_oils_fraud,human_reviewed,215
1,1,relevant,"Over 5,000 litres of adulterated cooking oil seized in Gachibowli; expired wheat flour repackaged for sale",thehindu.com,2026-03-10,https://www.thehindu.com/news/cities/Hyderabad/over-5000-litres-of-adulterated-cooking-oil-seized-in-gachibowli-expired-wheat-flour-repackaged-for-sale/article70724996.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: adulterated cooking oil seized,Thousands of litres of adulterated cooking oil and wheat flour were seized...,boolean,boolean_core_oils_fraud,human_reviewed,228
2,1,relevant,"Adulteration found in paneer, mustard oil & honey in Doon | Dehradun News - Times of India",indiatimes.com,2021-03-23,https://timesofindia.indiatimes.com/city/dehradun/adulteration-found-in-paneer-mustard-oil-honey-in-doon/articleshow/81638388.cms,timesofindia.indiatimes.com,adulterated_product,irrelevant,1.0,"LLM reading: Mustard oil is an adulterated product, but it's not the main focus of the article.",adulteration was found in mustard oil,proximity,proximity_mustard_oil_adulteration,human_reviewed,178
2,1,relevant,"Fake oil found in Bihar, here's how to spot it.",indiatoday.in,2025-03-25,https://www.indiatoday.in/newsmo/video/fake-oil-found-in-bihar-heres-how-to-spot-it-2698982-2025-03-25?utm_source=rss,indiatoday.in,adulterated_product,irrelevant,1.0,"LLM reading: The article does not mention anything about edible oil adulteration, but rather mentions a separate news segment about fake oil found in Bihar.","Fake oil containers were seized in Rohtas district, Bihar.",proximity,proximity_oil_seized,human_reviewed,252
2,1,relevant,Adulterated paneer and cooking oil seized ahead of Diwali | Agra News - The Times of India,indiatimes.com,2025-10-15,https://timesofindia.indiatimes.com/city/agra/adulterated-paneer-and-cooking-oil-seized-ahead-of-diwali/articleshow/124586909.cms,timesofindia.indiatimes.com,adulterated_product,irrelevant,1.0,LLM reading: oil is an adulterant in another food (paneer),800 kg of edible oil â including 600 kg of mustard oil and 200 kg of refined soybean oil â worth about Rs 1.3 lakh was seized from local shops.,title_only,title_oils_enforcement,human_reviewed,363
2,1,relevant,Kanpur Adulterated Food: Pre-Holi raids in Kanpur: FSDA seizes 9 quintals of adulterated mawa & edible oil worth Rs 29L | Kanpur News - The Times of India,indiatimes.com,2026-02-26,https://timesofindia.indiatimes.com/city/kanpur/9-quintals-of-adulterated-mawa-edible-oil-seized-ahead-of-holi/articleshow/128794157.cms,timesofindia.indiatimes.com,adulterated_product,relevant,1.0,LLM reading: edible oil was itself the adulterated product,"15,894 litres of edible oil worth Rs 25.66 lakh",title_only,title_oils_enforcement,human_reviewed,284
2,1,relevant,"Food adulteration racket busted in Hyderabad; oil, namkeen worth lakhs seized",indiatoday.in,2026-04-23,https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23?utm_source=rss,indiatoday.in,adjacent_or_unclear,relevant,1.0,LLM reading: edible oil is itself the adulterated food product,"5,026 litres of oil and 5,192 kilograms of wheat were seized",proximity,proximity_oil_adulteration,metadata_rescue_fulltext_classified,350
2,1,relevant,Investigation into Dropsy Deaths in Nabha: New Committee Formed to Probe Tainted Edible Oil | Chandigarh News - Times of India,indiatimes.com,2024-11-27,https://timesofindia.indiatimes.com/city/chandigarh/investigation-into-dropsy-deaths-in-nabha-new-committee-formed-to-probe-tainted-edible-oil/articleshow/115711329.cms,timesofindia.indiatimes.com,adjacent_or_unclear,relevant,1.0,LLM reading: edible oil is the adulterated product,unfit edible oil,proximity,proximity_mustard_oil_adulteration,metadata_rescue_fulltext_classified,385
2,1,relevant,"Maha govt, FDA crack down on oil manufacturers to check on adulteration",indiatimes.com,2022-01-28,https://economictimes.indiatimes.com/industry/cons-products/food/maha-govt-fda-crack-down-on-oil-manufacturers-to-check-on-adulteration/articleshow/89178574.cms,economictimes.indiatimes.com,adulterated_product,relevant,1.0,"LLM reading: adulteration of specific edible oils (sunflower oil, palm oil)","adulteration of sunflower oil, which was allegedly being mixed with palm oil",proximity,proximity_oil_adulteration,metadata_rescue_fulltext_classified,132
2,1,relevant,"Mustard, Palm Olein Oil Worth â¹7.7l Seized | Kanpur News - Times of India",indiatimes.com,2022-10-21,https://timesofindia.indiatimes.com/city/kanpur/mustard-palm-olein-oil-worth-7-7l-seized/articleshow/95000423.cms,timesofindia.indiatimes.com,adulterated_product,relevant,1.0,LLM reading: Mustard oil is itself the adulterated food product.,Teams of FSA on Thursday seized over 604 liters of mustard and palm olein oil...,proximity,proximity_mustard_oil_seized,metadata_rescue_fulltext_classified,145
2,1,relevant,"Nashik Fda Cracks Down On Adulterated Food Items, Oil | Nashik News - The Times of India",indiatimes.com,2023-11-09,https://timesofindia.indiatimes.com/city/nashik/nashik-fda-cracks-down-on-adulterated-food-items-oil/articleshow/105082876.cms,timesofindia.indiatimes.com,adulterated_product,relevant,1.0,LLM reading: adulterated cooking oil mentioned as seized by FDA,"53 cans of loose soyabean oil, another 41 boxes of re-used refined soyabean oil and 28 boxes of re-used palmolein oil",proximity,proximity_cooking_oil_adulterated,metadata_rescue_fulltext_classified,635
2,1,relevant,"Over 12,000 litre of âspuriousâ oil seized | Jaipur News - Times of India",indiatimes.com,2024-05-22,https://timesofindia.indiatimes.com/city/jaipur/over-12000-litre-of-spurious-oil-seized/articleshow/110316417.cms,timesofindia.indiatimes.com,adulterated_product,relevant,1.0,LLM reading: spurious oil seized,"6,683 litre of edible oil in Muhana Mandi and 6,000 litre at a factory in Niwai on suspicion of substandard quality",proximity,proximity_edible_oil_seized,metadata_rescue_fulltext_classified,317
2,1,relevant,"100kg rasgullas destroyed, over 11,000 oil packs seized in pre-Holi drive | Noida News - The Times of India",indiatimes.com,2026-02-24,https://timesofindia.indiatimes.com/city/noida/100kg-rasgullas-destroyed-over-11000-oil-packs-seized-in-pre-holi-drive/articleshow/128728715.cms,timesofindia.indiatimes.com,adulterated_product,relevant,1.0,LLM reading: edible oil is itself the adulterated or unsafe product,"291 tins of refined soybean oil, 3,968 pouches of refined soybean oil and 6,995 pouches of refined palmolein oil were seized",proximity,proximity_oil_seized,metadata_rescue_fulltext_classified,291
2,1,relevant,"Ahead of Holi, food safety raids net unhygienic sweets, mislabelled oils in GB Nagar",hindustantimes.com,2026-02-24,https://www.hindustantimes.com/cities/noida-news/ahead-of-holi-food-safety-raids-net-unhygienic-sweets-mislabelled-oils-in-gb-nagar-101771877000656.html,hindustantimes.com,adulterated_product,relevant,0.94,LLM reading: mislabelled oils were seized during the raids,"291 tins of refined soybean oil, 3,968 pouches of refined soybean oil, and 6,995 pouches of refined palmolein oil were seized from the premises",proximity,proximity_oil_seized,metadata_rescue_fulltext_classified,481
2,1,relevant,50 cases registered during raids on oil shops in A.P.     ,thehindu.com,2022-04-27,https://www.thehindu.com/news/national/andhra-pradesh/50-cases-registered-during-raids-on-oil-shops-in-ap/article65360803.ece,thehindu.com,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"(V&E), Legal Metrology and Food Safety departments raided wholesale and retail edible oil traders across the State on Wednesday. Raids were conducted in more than 250 places as the teams verified the stock, brands, weight of oil packe",proximity,proximity_edible_oil_food_safety,metadata_rescue_fulltext_classified,144
2,1,relevant,"Maharashtra News: Minister Narhari Zirwal Announces Suspension Of 2 FDA Officials, Closure Of Nandurbar Factory Over Oil Adulteration",freepressjournal.in,2025-07-07,https://www.freepressjournal.in/mumbai/maharashtra-news-minister-narhari-zirwal-announces-suspension-of-2-fda-officials-closure-of-nandurbar-factory-over-oil-adulteration,freepressjournal.in,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"aised by legislator Sameer Kunawar, who pointed out that samples of soybean and groundnut oil collected recently from the same factory were found to be adulterated. ""Swift action was expected, but the concerned officers failed to act, which has now resulted in di",proximity,proximity_oil_adulteration,metadata_rescue_fulltext_classified,424
2,1,relevant,Oil’s not well? Food safety teams smell fraud,thehindu.com,2022-04-04,https://www.thehindu.com/news/cities/Hyderabad/oils-not-well-food-safety-teams-smell-fraud/article65290089.ece,thehindu.com,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Food safety teams smell fraud The Russia-Ukraine war has driven up the price of edible oil in India. Suspecting that the price rise may lead to sale of adulterated or substandard edible oil, Telangana Food Safety Authority teams conducted checks at oil manufacturing units, pack",proximity,proximity_edible_oil_adulteration,metadata_rescue_fulltext_classified,294
2,1,relevant,Madhya Pradesh: Sale of loose oil only through vending machine: Collector,freepressjournal.in,2021-09-14,https://www.freepressjournal.in/indore/madhya-pradesh-sale-of-loose-oil-only-through-vending-machine-collector,freepressjournal.in,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"nding machine: Collector Indore (Madhya Pradesh): Collector Manish Singh warned edible oil traders that adulteration of oil would not be tolerated, and warned them of severe action. He said that retail sale of loose",proximity,proximity_edible_oil_adulteration,metadata_rescue_fulltext_classified,300
2,1,relevant,Operation Oil: manufacturer to be allowed to launch only one brand of oil ,thehindu.com,2022-11-16,https://www.thehindu.com/news/national/kerala/operation-oil-manufacturer-to-be-allowed-to-launch-only-one-brand-of-oil/article66144992.ece,thehindu.com,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"tate government has decided to allow a manufacturer to launch only one brand of coconut oil. The norm would be strictly enforced in the State with a view to curbing the sale of spurious coconut oil, said Health Minister Veena George here on Wednesday. Requesting all coconut oil produc",proximity,proximity_oil_spurious,metadata_rescue_fulltext_classified,316
2,1,relevant,Traders given 15 days to halt sale of loose edible oil,thehansindia.com,2026-04-27,https://www.thehansindia.com/news/cities/hyderabad/traders-given-15-days-to-halt-sale-of-loose-edible-oil-1069613,thehansindia.com,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Traders given 15 days to halt sale of loose edible oil Hyderabad: The Hyderabad Food Adulteration Surveillance Team has intensified its efforts against food adulteration by focusing on awareness an,proximity,proximity_edible_oil_adulteration,metadata_rescue_fulltext_classified,327
0,1,relevant,Cyberabad food adulteration raids Hyderabad Rs 64 lakh seizure 28 arrested,indiatoday.in,2026-04-23,https://www.indiatoday.in/cities/hyderabad/story/cyberabad-food-adulteration-raids-hyderabad-rs-64-lakh-seizure-28-arrested-2900680-2026-04-23,indiatoday.in,adulterated_product,seed,,,,seed,edible oil adulteration India,seed_manual,350
0,1,relevant,Major crackdown on adulterated ghee and oil in Pokaran over 14000kg seized,timesofindia.indiatimes.com,2025-01-01,https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,timesofindia.indiatimes.com,adulterated_product,seed,,,,seed,edible oil adulteration Rajasthan,seed_manual,541
0,1,relevant,Over 4 lakh litres seized in drive against substandard edible oil in UP,theprint.in,2024-01-01,https://theprint.in/india/over-4-lakh-litres-seized-in-drive-against-substandard-edible-oil-in-up/2866887/,theprint.in,adulterated_product,seed,,,,seed,substandard edible oil UP,seed_manual,482
0,1,relevant,UP Barabanki 6000 litres of fake mustard oil seized raises food safety concerns,news18.com,2024-01-01,https://www.news18.com/india/up-barabanki-6000-litres-of-fake-mustard-oil-seized-raises-food-safety-concerns-aa-ws-l-9927362.html,news18.com,adulterated_product,seed,,,,seed,fake mustard oil seized India,seed_manual,
0,1,relevant,17k litres of adulterated coconut oil seized Thiruvananthapuram,newindianexpress.com,2025-08-20,https://www.newindianexpress.com/cities/thiruvananthapuram/2025/Aug/20/17k-litres-of-adulterated-coconut-oil-seized,newindianexpress.com,adulterated_product,seed,,,,seed,adulterated coconut oil India,seed_manual,205
0,1,relevant,Alcohol poisoning and edible oil fraud cases soar in India,foodnavigator-asia.com,2022-08-15,https://www.foodnavigator-asia.com/Article/2022/08/15/alcohol-poisoning-and-edible-oil-fraud-cases-soar-in-india/,foodnavigator-asia.com,adulterated_product,seed,,,,seed,edible oil fraud India,seed_manual,804
0,1,relevant,FSSAI seizes 14000 litres of oil Kanpur festive season,healthandme.com,2024-09-01,https://www.healthandme.com/nutrition/kanpur-food-adulteration-fssai-seizes-14000l-of-oil-1320kg-rotten-dates-and-more-ahead-of-festive-season-article-153707864,healthandme.com,adulterated_product,seed,,,,seed,FSSAI edible oil seized Kanpur,seed_manual,531
0,1,relevant,Tea to ice creams food adulteration on the rise in Hyderabad,timesofindia.indiatimes.com,2024-02-01,https://timesofindia.indiatimes.com/city/hyderabad/tea-to-ice-creams-food-adulteration-on-the-rise-in-hyderabad/articleshow/108746726.cms,timesofindia.indiatimes.com,adulterated_product,seed,,,,seed,food adulteration Hyderabad,seed_manual,332
0,1,relevant,Ban on 45 brands of coconut oil Thiruvananthapuram,timesofindia.indiatimes.com,2018-08-01,https://timesofindia.indiatimes.com/city/thiruvananthapuram/ban-on-45-brands-of-coconut-oil/articleshow/64425038.cms,timesofindia.indiatimes.com,adulterated_product,seed,,,,seed,coconut oil ban India,seed_manual,319
0,1,relevant,15000 litres of adulterated cooking oil seized by FSSAI,timesofindia.indiatimes.com,2019-07-01,https://timesofindia.indiatimes.com/life-style/food-news/15000-litres-of-adulterated-cooking-oil-seized-by-fssai/photostory/70872567.cms,timesofindia.indiatimes.com,adulterated_product,seed,,,,seed,FSSAI adulterated cooking oil seized,seed_manual,310
3,1,relevant,"Fake oil, other items worth Rs8.5 lakh seized | Nagpur News - The Times of India",indiatimes.com,2025-02-16,https://timesofindia.indiatimes.com/city/nagpur/fake-oil-other-items-worth-rs8-5-lakh-seized/articleshow/118285152.cms,timesofindia.indiatimes.com,adulterated_product,relevant,0.94,LLM reading: fake oil was being sold with branded company labels,"28 cans of oil, thousands of labels of branded companies",phrase,boolean_core_oils_fraud,human_reviewed,194
3,1,relevant,FSDA seizes adulterated food worth  ₹12.34 crore in UP,hindustantimes.com,2026-03-02,https://www.hindustantimes.com/cities/lucknow-news/fsda-seizes-adulterated-food-worth-12-34-crore-in-up-101772463235324.html,hindustantimes.com,adulterated_product,relevant,1.0,LLM reading: edible oil is mentioned as adulterated,adulterated items and edible oil worth ₹12.34 crore,phrase,boolean_core_oils_fraud,human_reviewed,263
3,1,relevant,Kerala’s Food Minister hints at further coconut oil price cuts ahead of Onam,thehindu.com,2025-08-18,https://www.thehindu.com/news/national/kerala/keralas-food-minister-hints-at-further-coconut-oil-price-cuts-ahead-of-onam/article69946971.ece,thehindu.com,adulterated_product,relevant,1.0,LLM reading: coconut oil is the adulterated product being discussed,Some entities are attempting to market fake coconut oil using deceptive claims.,phrase,boolean_core_oils_fraud,human_reviewed,230
3,1,relevant,Mandsaur: Food and Safety Administration intensifies checks on edible items,freepressjournal.in,2022-08-08,https://www.freepressjournal.in/indore/mandsaur-food-and-safety-administration-intensifies-checks-on-edible-items,freepressjournal.in,adulterated_product,relevant,1.0,LLM reading: edible oil samples were collected and sent for laboratory testing to check for adulteration,"Samples of edible oils, cereals, pulses of local and reputed brands were taken by NCML and FSA officials",phrase,boolean_core_oils_fraud,human_reviewed,233
3,1,relevant,"2.4% of 4,461 different edible oils samples found to be sub-standard: FSSAI",business-standard.com,2021-12-29,https://www.business-standard.com/article/economy-policy/2-42-pc-of-4-461-different-edible-oils-samples-found-to-be-substandard-fssai-121122901139_1.html,business-standard.com,NOT CRAWLED,crawl_failed_review,,Site blocked crawling - read the article manually.,,boolean,boolean_core_oils_fraud,human_reviewed,
3,1,relevant,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una",ndtv.com,2024-11-21,https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957,food.ndtv.com,NOT CRAWLED,crawl_failed_review,,Site blocked crawling - read the article manually.,,title_only,title_named_oils_fraud,human_reviewed,
3,1,relevant,Over 4 lakh litres seized in drive against substandard edible oil in UP,news18.com,2026-02-28,https://www.news18.com/agency-feeds/over-4-lakh-litres-seized-in-drive-against-substandard-edible-oil-in-up-9935864.html,news18.com,NOT CRAWLED,crawl_failed_review,,Site blocked crawling - read the article manually.,,phrase,boolean_core_oils_fraud,human_reviewed,
3,1,relevant,"Unsafe Oil, <i>Aata</i> Worth Rs 64 Lakh Seized In Hyderabad Raids, 38 Arrested In 4 Months",ndtv.com,2026-04-24,https://www.ndtv.com/food/unsafe-oil-aata-worth-rs-64-lakh-busted-in-hyderabad-raids-38-arrested-in-4-months-11401791,ndtv.com,NOT CRAWLED,crawl_failed_review,,Site blocked crawling - read the article manually.,,phrase,boolean_core_oils_fraud,human_reviewed,
4,1,relevant,145 Kgs of Rasgullas and namkeens destroyed ahead of Diwali in Noida: 3 ways to check adulteration at home,indiatimes.com,2025-10-15,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,timesofindia.indiatimes.com,,candidate_relevant,0.795,,,proximity,,human_reviewed,741
4,1,relevant,Pre-Diwali crackdown on food adulteration in Lucknow,hindustantimes.com,2025-10-10,https://www.hindustantimes.com/cities/lucknow-news/prediwali-crackdown-on-food-adulteration-in-lucknow-101760112550766.html,hindustantimes.com,,candidate_relevant,0.795,,,proximity,,human_reviewed,323
4,1,relevant,UP Food Safety: Over 225 Kg of Suspected ‘Chemical’ Rasogolla Destroyed in Sambhal Ahead of Festive Season,thelogicalindian.com,2026-02-25,https://thelogicalindian.com/up-food-safety-over-225-kg-of-suspected-chemical-rasogolla-destroyed-in-sambhal-ahead-of-festive-season/,thelogicalindian.com,,candidate_relevant,0.793,,,proximity,,human_reviewed,691
4,1,relevant,"Jalgaon: FDA Cracks Down on Food Safety Violations; Gutkha Worth ₹18.5 Lakh Seized In Dhule, Substandard Food Products Worth ₹2.31 Lakh Confiscated",freepressjournal.in,2026-06-05,https://www.freepressjournal.in/pune/jalgaon-fda-cracks-down-on-food-safety-violations-gutkha-worth-185-lakh-seized-in-dhule-substandard-food-products-worth-231-lakh-confiscated,freepressjournal.in,,candidate_relevant,0.777,,,proximity,,human_reviewed,503
4,1,relevant,Noida expands food safety inspection ahead of Holi,hindustantimes.com,2026-02-26,https://www.hindustantimes.com/cities/noida-news/noida-expands-food-safety-inspection-ahead-of-holi-101772047234259.html,hindustantimes.com,,candidate_relevant,0.774,,,phrase,,human_reviewed,550
4,1,relevant,Inspections conducted across Kerala to ensure safe coconut oil in market,indiatimes.com,2025-07-18,https://timesofindia.indiatimes.com/city/thiruvananthapuram/inspections-conducted-across-kerala-to-ensure-safe-coconut-oil-in-market/articleshow/122771067.cms,timesofindia.indiatimes.com,,candidate_relevant,0.767,,,boolean,,human_reviewed,178
4,1,relevant,Crackdown on adulteration: Food Safety Department conducts raids in Mussoorie,garhwalpost.in,2026-03-03,https://garhwalpost.in/crackdown-on-adulteration-food-safety-department-conducts-raids-in-mussoorie/,garhwalpost.in,,candidate_relevant,0.767,,,boolean,,human_reviewed,296
4,1,relevant,"Ahead of Diwali, crackdown on adulterated food items in city",indiatimes.com,2025-10-16,https://timesofindia.indiatimes.com/city/ranchi/ahead-of-diwali-crackdown-on-adulterated-food-items-in-city/articleshow/124610900.cms,timesofindia.indiatimes.com,,candidate_relevant,0.752,,,phrase,,human_reviewed,316
4,1,relevant,FDA Destroys 102 Litres Of Lassi Made Using Expired Ingredients During Raids In Beed,freepressjournal.in,2026-06-04,https://www.freepressjournal.in/pune/fda-destroys-102-litres-of-lassi-made-using-expired-ingredients-during-raids-in-beed,freepressjournal.in,,candidate_relevant,0.749,,,proximity,,human_reviewed,349
4,1,relevant,"FDA Seizes 24,000 kg of Unsafe Food Items in Nagpur Ahead of Diwali",indiatimes.com,2024-11-01,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-24000-kg-of-unsafe-food-items-in-nagpur-ahead-of-diwali/articleshow/114825782.cms,timesofindia.indiatimes.com,,candidate_relevant,0.743,,,proximity,,human_reviewed,384
4,1,relevant,Nashik FDA confiscates food items worth over Rs 1 lakh on suspicion of adulteration,indiatimes.com,2026-05-30,https://timesofindia.indiatimes.com/city/nashik/nashik-fda-confiscates-food-items-worth-over-rs-1-lakh-on-suspicion-of-adulteration/articleshow/131414371.cms,timesofindia.indiatimes.com,,candidate_relevant,0.743,,,proximity,,human_reviewed,276
4,1,relevant,Articles worth over Rs15.8 lakh seized by FDA in weeklong raids,indiatimes.com,2026-06-05,https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs15-8-lakh-seized-by-fda-in-weeklong-raids/articleshow/131537730.cms,timesofindia.indiatimes.com,,candidate_relevant,0.739,,,boolean,,human_reviewed,304
4,1,relevant,72 of 255 food samples tested on Char Dham route sub-standard',indiatimes.com,2023-05-15,https://timesofindia.indiatimes.com/city/dehradun/72-of-255-food-samples-tested-on-char-dham-route-sub-standard/articleshow/100236524.cms,timesofindia.indiatimes.com,,candidate_relevant,0.736,,,proximity,,human_reviewed,204
4,1,relevant,Articles worth over Rs 15.8 lakh seized by FDA in week long raids,indiatimes.com,2026-06-05,https://timesofindia.indiatimes.com/city/nashik/articles-worth-over-rs-15-8-lakh-seized-by-fda-in-week-long-raids/articleshow/131537623.cms,timesofindia.indiatimes.com,,candidate_relevant,0.736,,,boolean,,human_reviewed,304
4,1,relevant,50% of food samples collected by Food Safety department officials found to be unsafe,thehindu.com,2025-11-07,https://www.thehindu.com/news/national/andhra-pradesh/50-of-food-samples-collected-by-food-safety-department-officials-found-to-be-unsafe/article70252244.ece,thehindu.com,,candidate_relevant,0.725,,,phrase,,human_reviewed,276
4,1,relevant,Nashik: FDA Seizes Suspected And Illegal Food Stock Worth ₹15.89 Lakh In Week-Long Crackdown,freepressjournal.in,2026-06-04,https://www.freepressjournal.in/pune/nashik-fda-seizes-suspected-and-illegal-food-stock-worth-1589-lakh-in-week-long-crackdown,freepressjournal.in,,candidate_relevant,0.723,,,proximity,,human_reviewed,431
4,1,relevant,"FDA Takes Action Against Food Adulteration: 1,928 kg Seized in Nashik",indiatimes.com,2024-10-31,https://timesofindia.indiatimes.com/city/nashik/fda-takes-action-against-food-adulteration-1928-kg-seized-in-nashik/articleshow/114824626.cms,timesofindia.indiatimes.com,,candidate_relevant,0.719,,,boolean,,human_reviewed,230
4,1,relevant,"Almost 3,000 quintals of spurious food seized, 1,155 quintals destroyed ahead of Diwali in UP",hindustantimes.com,2025-10-15,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,hindustantimes.com,,candidate_relevant,0.716,,,proximity,,human_reviewed,397
4,1,relevant,"FSDA cracks down on food adulteration, seizes goods worth over ₹1 cr",hindustantimes.com,2025-10-13,https://www.hindustantimes.com/cities/lucknow-news/fsda-cracks-down-on-food-adulteration-seizes-goods-worth-over-1-cr-101760295421119.html,hindustantimes.com,,candidate_relevant,0.715,,,phrase,,human_reviewed,340
4,1,relevant,FDA Raid on 21 Food Establishments in Kanpur,indiatimes.com,2024-08-18,https://timesofindia.indiatimes.com/city/kanpur/fda-raid-on-21-food-establishments-in-kanpur/articleshow/112599302.cms,timesofindia.indiatimes.com,,candidate_relevant,0.715,,,proximity,,human_reviewed,463
4,1,relevant,"Maharashtra FDA Cracks Down On Gutkha And Unsafe Food; 33 Arrested, Goods Worth Over ₹8.56 Crore Seized",freepressjournal.in,2026-06-09,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-and-unsafe-food-33-arrested-goods-worth-over-856-crore-seized,freepressjournal.in,,candidate_relevant,0.713,,,proximity,,human_reviewed,402
